"","alpha","Ecoregion_NARS","Year","PropID","AreaSampTot_m2","Agency","Gen_ID_Prop","SiteNumber","landuse"
"538",25,"SAP",26,0.750018750468762,1.022,"EPA",0.9317738791423,"NRS_GA-10157","Forest_Wetland"
"539",31,"TPL",12,0.867,1.022,"EPA",0.389830508474576,"NRS_IA-10008","Agriculture"
"540",32,"TPL",16,0.562429696287964,1.022,"EPA",0.958742632612967,"NRS_IA-10008","Agriculture"
"541",25,"UMW",16,0.416666666666667,1.022,"EPA",0.92396694214876,"NRS_IA-10010","Agriculture"
"542",17,"TPL",16,1,1.022,"EPA",0.947368421052632,"NRS_IA-10016","Agriculture"
"543",27,"TPL",12,0.3,1.022,"EPA",0.894,"NRS_IA-10019","Agriculture"
"544",19,"TPL",12,0.433,1.022,"EPA",0.947791164658635,"NRS_IA-10022","Agriculture"
"545",23,"TPL",16,0.541711809317443,1.022,"EPA",0.85171102661597,"NRS_IA-10022","Agriculture"
"546",24,"TPL",16,0.625,1.022,"EPA",0.927480916030534,"NRS_IA-10025","Agriculture"
"547",21,"TPL",16,1,1.022,"EPA",0.958762886597938,"NRS_IA-10049","Agriculture"
"548",16,"TPL",12,0.467,1.022,"EPA",0.516528925619835,"NRS_IA-10050","Agriculture"
"549",9,"TPL",16,1,1.022,"EPA",0.96319018404908,"NRS_IA-10050","Agriculture"
"550",29,"UMW",12,0.2,1.022,"EPA",0.730902777777778,"NRS_IA-10052","Agriculture"
"551",25,"UMW",16,1,1.022,"EPA",0.952941176470588,"NRS_IA-10052","Agriculture"
"552",18,"UMW",12,0.108,1.022,"EPA",0.783450704225352,"NRS_IA-10053","Forest_Wetland"
"553",14,"UMW",16,0.229147571035747,1.022,"EPA",0.846286701208981,"NRS_IA-10053","Forest_Wetland"
"554",21,"TPL",16,0.5,1.022,"EPA",0.96078431372549,"NRS_IA-10058","Agriculture"
"555",22,"TPL",26,1,1.022,"EPA",0.536656891495601,"NRS_IA-10058","Agriculture"
"556",11,"TPL",16,0.25,1.022,"EPA",0.979245283018868,"NRS_IA-10062","Agriculture"
"557",13,"TPL",22,1,1.022,"EPA",0.561594202898551,"NRS_IA-10062","Agriculture"
"558",25,"TPL",21,NA,1.022,"EPA",0.964041095890411,"NRS_IA-10063","Agriculture"
"559",17,"TPL",26,0.5,1.022,"EPA",0.530332681017613,"NRS_IA-10066","Agriculture"
"560",30,"TPL",17,1,1.022,"EPA",0.920918367346939,"NRS_IA-10070","Agriculture"
"561",13,"TPL",16,0.0937470704040499,1.022,"EPA",0.912280701754386,"NRS_IA-10071","Agriculture"
"562",13,"TPL",22,0.270797227036395,1.022,"EPA",0.836614173228346,"NRS_IA-10071","Agriculture"
"563",23,"TPL",27,0.750018750468762,1.022,"EPA",0.909803921568627,"NRS_IA-10071","Agriculture"
"564",5,"TPL",16,0.142857142857143,1.022,"EPA",0.984615384615385,"NRS_IA-10076","Agriculture"
"565",27,"UMW",16,0.218770509735288,1.022,"EPA",0.827111984282908,"NRS_IA-10077","Agriculture"
"566",16,"TPL",16,1,1.022,"EPA",0.976878612716763,"NRS_IA-10078","Agriculture"
"567",26,"TPL",21,NA,1.022,"EPA",0.955188679245283,"NRS_IA-10078","Agriculture"
"568",18,"TPL",16,0.125,1.022,"EPA",0.976449275362319,"NRS_IA-10083","Agriculture"
"569",6,"TPL",16,0.625,1.022,"EPA",0.976833976833977,"NRS_IA-10087","Agriculture"
"570",23,"UMW",16,0.150285542530809,1.022,"EPA",0.646365422396857,"NRS_IA-10089","Forest_Wetland"
"571",22,"UMW",22,0.13000013000013,1.022,"EPA",0.981981981981982,"NRS_IA-10089","Forest_Wetland"
"572",24,"TPL",16,1,1.022,"EPA",0.913978494623656,"NRS_IA-10090","Agriculture"
"573",14,"TPL",17,0.625,1.022,"EPA",0.969479353680431,"NRS_IA-10094","Agriculture"
"574",24,"TPL",21,NA,1.022,"EPA",0.970893970893971,"NRS_IA-10095","Agriculture"
"575",23,"TPL",22,1,1.022,"EPA",0.900900900900901,"NRS_IA-10100","Agriculture"
"576",12,"TPL",22,0.214297959883422,1.022,"EPA",0.923954372623574,"NRS_IA-10112","Agriculture"
"577",23,"UMW",22,1,1.022,"EPA",0.917021276595745,"NRS_IA-10120","Agriculture"
"578",27,"TPL",21,NA,1.022,"EPA",0.978640776699029,"NRS_IA-10124","Agriculture"
"579",22,"TPL",21,NA,1.022,"EPA",0.931034482758621,"NRS_IA-10126","Agriculture"
"580",23,"UMW",22,0.125,1.022,"EPA",0.957934990439771,"NRS_IA-10127","Agriculture"
"581",15,"UMW",27,0.125,1.022,"EPA",0.925430210325048,"NRS_IA-10127","Agriculture"
"582",16,"TPL",22,0.0391000727261353,1.022,"EPA",0.944444444444444,"NRS_IA-10128","Agriculture"
"583",26,"TPL",22,0.0937998311603039,1.022,"EPA",0.932457786116323,"NRS_IA-10130","Agriculture"
"584",27,"TPL",21,NA,1.022,"EPA",0.831541218637993,"NRS_IA-10133","Agriculture"
"585",20,"TPL",21,NA,1.022,"EPA",0.927906976744186,"NRS_IA-10134","Forest_Wetland"
"586",25,"TPL",26,0.625,1.022,"EPA",0.931102362204724,"NRS_IA-10139","Agriculture"
"587",24,"UMW",27,0.088541805013237,1.022,"EPA",0.964566929133858,"NRS_IA-10151","Forest_Wetland"
"588",25,"TPL",27,1,1.022,"EPA",0.961038961038961,"NRS_IA-10154","Agriculture"
"589",25,"UMW",27,0.208333333333333,1.022,"EPA",0.867647058823529,"NRS_IA-10156","Forest_Wetland"
"590",24,"TPL",26,0.458337152809607,1.022,"EPA",0.946735395189003,"NRS_IA-10161","Forest_Wetland"
"591",26,"UMW",27,0.0223214285714286,1.022,"EPA",0.935483870967742,"NRS_IA-10162","Forest_Wetland"
"592",19,"UMW",27,0.0777453838678328,1.022,"EPA",0.953307392996109,"NRS_IA-10163","Forest_Wetland"
"593",31,"WMT",9,0.1667,1.022,"EPA",0.657370517928287,"NRS_ID-10055","Forest_Wetland"
"594",21,"WMT",10,0.0833,1.022,"EPA",0.590062111801242,"NRS_ID-10055","Forest_Wetland"
"595",23,"WMT",16,0.125,1.022,"EPA",0.862934362934363,"NRS_ID-10055","Forest_Wetland"
"596",34,"WMT",16,0.718907260963336,0.929,"EPA",0.867562380038388,"NRS_ID-10061","Forest_Wetland"
"597",23,"WMT",10,0.5625,1.022,"EPA",0.88622754491018,"NRS_ID-10079","Forest_Wetland"
"598",40,"WMT",16,0.187511719482468,1.022,"EPA",0.951940850277264,"NRS_ID-10079","Forest_Wetland"
"599",23,"XER",16,0.0416666666666667,1.022,"EPA",0.791590493601462,"NRS_ID-10089","Other"
"600",25,"XER",11,0.2292,1.022,"EPA",0.681564245810056,"NRS_ID-10115","Other"
"601",27,"XER",16,0.0937470704040499,1.022,"EPA",0.860153256704981,"NRS_ID-10115","Other"
"602",24,"XER",16,0.125,1.022,"EPA",0.913427561837456,"NRS_ID-10192","Other"
"603",23,"WMT",17,0.416666666666667,1.022,"EPA",0.932862190812721,"NRS_ID-10194","Forest_Wetland"
"604",32,"WMT",22,0.118500260700574,1.022,"EPA",0.915057915057915,"NRS_ID-10194","Forest_Wetland"
"605",42,"WMT",26,0.07750015500031,1.022,"EPA",0.902671755725191,"NRS_ID-10194","Forest_Wetland"
"606",32,"XER",17,0.58343057176196,1.022,"EPA",0.885767790262172,"NRS_ID-10200","Other"
"607",22,"XER",21,0.874967188730423,1.022,"EPA",0.956766917293233,"NRS_ID-10200","Other"
"608",24,"XER",16,0.125,1.022,"EPA",0.887884267631103,"NRS_ID-10208","Other"
"609",30,"XER",22,0.270797227036395,1.022,"EPA",0.893617021276596,"NRS_ID-10208","Other"
"610",21,"WMT",17,0.166666666666667,1.022,"EPA",0.859848484848485,"NRS_ID-10217","Other"
"611",22,"WMT",22,0.0675000675000675,1.022,"EPA",0.945631067961165,"NRS_ID-10217","Other"
"612",23,"XER",16,0.100623867981485,1.022,"EPA",0.813121272365805,"NRS_ID-10218","Forest_Wetland"
"613",18,"XER",21,0.750018750468762,1.022,"EPA",0.696917808219178,"NRS_ID-10218","Forest_Wetland"
"614",25,"XER",26,0.145834244797363,1.022,"EPA",0.957692307692308,"NRS_ID-10218","Forest_Wetland"
"615",20,"WMT",16,0.208333333333333,1.022,"EPA",0.956273764258555,"NRS_ID-10220","Other"
"616",23,"WMT",22,0.166700006668,1.022,"EPA",0.885338345864662,"NRS_ID-10220","Other"
"617",22,"XER",16,0.0833333333333333,1.022,"EPA",0.828828828828829,"NRS_ID-10228","Other"
"618",30,"XER",22,1,1.022,"EPA",0.955654101995565,"NRS_ID-10228","Other"
"619",16,"WMT",27,0.374995312558593,1.022,"EPA",0.79467680608365,"NRS_ID-10236","Forest_Wetland"
"620",25,"XER",16,0.547645125958379,1.022,"EPA",0.757246376811594,"NRS_ID-10237","Other"
"621",15,"XER",22,0.125,1.022,"EPA",0.869811320754717,"NRS_ID-10237","Other"
"622",22,"XER",27,0.0714285714285714,1.022,"EPA",0.940959409594096,"NRS_ID-10237","Other"
"623",22,"WMT",16,0.179179358537896,1.022,"EPA",0.62109375,"NRS_ID-10241","Other"
"624",32,"WMT",22,0.25,1.022,"EPA",0.732323232323232,"NRS_ID-10241","Other"
"625",23,"WMT",26,0.291664236131366,1.022,"EPA",0.91578947368421,"NRS_ID-10241","Other"
"626",24,"WMT",17,0.625,1.022,"EPA",0.88929889298893,"NRS_ID-10245","Forest_Wetland"
"627",33,"WMT",22,1,1.022,"EPA",0.917184265010352,"NRS_ID-10245","Forest_Wetland"
"628",22,"WMT",17,0.750187546886722,1.022,"EPA",0.823529411764706,"NRS_ID-10249","Forest_Wetland"
"629",20,"WMT",22,0.140599516337664,1.022,"EPA",0.841269841269841,"NRS_ID-10249","Forest_Wetland"
"630",22,"WMT",17,0.208333333333333,1.022,"EPA",0.87758945386064,"NRS_ID-10251","Forest_Wetland"
"631",29,"WMT",21,0.0625,1.022,"EPA",0.679924242424242,"NRS_ID-10255","Forest_Wetland"
"632",34,"WMT",27,0.0833333333333333,1.022,"EPA",0.888278388278388,"NRS_ID-10255","Forest_Wetland"
"633",25,"XER",22,0.0625,1.022,"EPA",0.942906574394464,"NRS_ID-10256","Other"
"634",28,"XER",27,0.182292141385785,1.022,"EPA",0.87360594795539,"NRS_ID-10256","Other"
"635",26,"WMT",22,0.750018750468762,1.022,"EPA",0.955684007707129,"NRS_ID-10257","Forest_Wetland"
"636",31,"WMT",26,0.374995312558593,1.022,"EPA",0.8828125,"NRS_ID-10257","Forest_Wetland"
"637",24,"WMT",22,0.25,1.022,"EPA",0.98014440433213,"NRS_ID-10260","Other"
"638",31,"WMT",27,0.0260416666666667,1.022,"EPA",0.8828125,"NRS_ID-10260","Other"
"639",22,"WMT",22,0.25,1.022,"EPA",0.924770642201835,"NRS_ID-10266","Forest_Wetland"
"640",23,"WMT",22,0.234400637569734,1.022,"EPA",0.869047619047619,"NRS_ID-10269","Forest_Wetland"
"641",25,"WMT",22,0.125,1.022,"EPA",0.946808510638298,"NRS_ID-10274","Forest_Wetland"
"642",22,"WMT",22,0.281301865031365,1.022,"EPA",0.893220338983051,"NRS_ID-10275","Forest_Wetland"
"643",29,"WMT",22,1,1.022,"EPA",0.904632152588556,"NRS_ID-10278","Forest_Wetland"
"644",16,"XER",21,0.874967188730423,1.022,"EPA",0.897345132743363,"NRS_ID-10307","Forest_Wetland"
"645",25,"XER",27,0.0416666666666667,1.022,"EPA",0.936538461538462,"NRS_ID-10307","Forest_Wetland"
"646",29,"XER",21,0.333300003333,1.022,"EPA",0.837429111531191,"NRS_ID-10309","Agriculture"
"647",17,"XER",21,0.182298787713062,1.022,"EPA",0.719367588932806,"NRS_ID-10314","Other"
"648",21,"XER",21,1,1.022,"EPA",0.964539007092199,"NRS_ID-10317","Other"
"649",32,"WMT",21,1,1.022,"EPA",0.949579831932773,"NRS_ID-10319","Forest_Wetland"
"650",22,"WMT",22,0.0833000133280021,1.022,"EPA",0.919540229885057,"NRS_ID-10324","Other"
"651",16,"XER",21,0.374995312558593,1.022,"EPA",0.649029982363316,"NRS_ID-10325","Other"
"652",30,"XER",22,0.0770998134184515,NA,"EPA",0.85207100591716,"NRS_ID-10329","Agriculture"
"653",27,"XER",22,0.273403324584427,1.022,"EPA",0.682352941176471,"NRS_ID-10330","Other"
"654",22,"WMT",22,0.187501171882324,1.022,"EPA",0.72192513368984,"NRS_ID-10341","Forest_Wetland"
"655",20,"XER",22,0.0833000133280021,1.022,"EPA",0.843065693430657,"NRS_ID-10345","Other"
"656",21,"XER",27,0.285714285714286,1.022,"EPA",0.921190893169877,"NRS_ID-10345","Other"
"657",26,"WMT",22,0.311701265507138,NA,"EPA",0.978473581213307,"NRS_ID-10358","Forest_Wetland"
"658",21,"WMT",26,0.343748925784607,1.022,"EPA",0.934108527131783,"NRS_ID-10358","Forest_Wetland"
"659",22,"WMT",27,0.0857206535342625,1.022,"EPA",0.53921568627451,"NRS_ID-10359","Other"
"660",21,"WMT",22,0.166700006668,1.022,"EPA",0.847457627118644,"NRS_ID-10362","Forest_Wetland"
"661",8,"WMT",22,0.625,1.022,"EPA",0.710575139146568,"NRS_ID-10373","Other"
"662",16,"WMT",22,0.187501171882324,1.022,"EPA",0.844642857142857,"NRS_ID-10377","Forest_Wetland"
"663",15,"WMT",27,0.0416666666666667,1.022,"EPA",0.945692883895131,"NRS_ID-10377","Forest_Wetland"
"664",20,"WMT",22,0.224597969634355,1.022,"EPA",0.659574468085106,"NRS_ID-10378","Forest_Wetland"
"665",25,"WMT",26,0.708315625442697,1.022,"EPA",0.932432432432432,"NRS_ID-10378","Forest_Wetland"
"666",28,"WMT",22,0.229200091680037,1.022,"EPA",0.941860465116279,"NRS_ID-10382","Other"
"667",25,"XER",27,0.171874462892303,1.022,"EPA",0.883239171374765,"NRS_ID-10391","Agriculture"
"668",29,"WMT",26,0.583328472262731,1.022,"EPA",0.754416961130742,"NRS_ID-10402","Forest_Wetland"
"669",37,"WMT",27,0.0625,1.022,"EPA",0.860834990059642,"NRS_ID-10417","Other"
"670",20,"WMT",27,0.0416666666666667,1.022,"EPA",0.96,"NRS_ID-10424","Other"
"671",21,"WMT",27,0.0208333333333333,1.022,"EPA",0.96551724137931,"NRS_ID-10427","Forest_Wetland"
"672",31,"XER",26,0.104166666666667,1.022,"EPA",0.792563600782779,"NRS_ID-10431","Other"
"673",31,"XER",26,0.5,1.022,"EPA",0.921104536489152,"NRS_ID-10466","Forest_Wetland"
"674",24,"XER",27,0.291664236131366,1.022,"EPA",0.860377358490566,"NRS_ID-10478","Other"
"675",28,"XER",27,0.0520833333333333,1.022,"EPA",0.977272727272727,"NRS_ID-10483","Forest_Wetland"
"676",26,"XER",26,0.520833333333333,1.022,"EPA",0.959183673469388,"NRS_ID-10484","Urban"
"677",16,"XER",27,0.0208333333333333,1.022,"EPA",0.875874125874126,"NRS_ID-10489","Other"
"678",19,"TPL",12,0.25,1.022,"EPA",0.832976445396146,"NRS_IL-10009","Agriculture"
"679",16,"TPL",17,1,1.022,"EPA",0.937677053824363,"NRS_IL-10009","Agriculture"
"680",26,"TPL",17,1,1.022,"EPA",0.672774869109948,"NRS_IL-10012","Agriculture"
"681",16,"SAP",12,1,1.022,"EPA",0.967413441955194,"NRS_IL-10016","Forest_Wetland"
"682",13,"SAP",16,0.266666666666667,1.022,"EPA",0.996563573883162,"NRS_IL-10016","Forest_Wetland"
"683",28,"TPL",12,0.5,1.022,"EPA",0.891050583657588,"NRS_IL-10025","Forest_Wetland"
"684",29,"TPL",12,0.4,1.022,"EPA",0.770916334661355,"NRS_IL-10030","Agriculture"
"685",24,"TPL",17,1,1.022,"EPA",0.923232323232323,"NRS_IL-10030","Agriculture"
"686",11,"TPL",12,0.4,1.022,"EPA",0.241164241164241,"NRS_IL-10033","Agriculture"
"687",19,"TPL",17,1,1.022,"EPA",0.955473098330241,"NRS_IL-10033","Agriculture"
"688",11,"TPL",17,0.266666666666667,0.465,"EPA",0.65378421900161,"NRS_IL-10034","Agriculture"
"689",18,"TPL",17,0.8,1.022,"EPA",0.766488413547237,"NRS_IL-10036","Agriculture"
"690",22,"TPL",22,0.458295142071494,1.022,"EPA",0.865758754863813,"NRS_IL-10036","Agriculture"
"691",23,"TPL",26,0.541653125338533,1.022,"EPA",0.918260869565217,"NRS_IL-10036","Agriculture"
"692",21,"TPL",21,NA,1.022,"EPA",0.967637540453074,"NRS_IL-10037","Agriculture"
"693",27,"TPL",17,0.63335233390335,1.022,"EPA",0.786496350364963,"NRS_IL-10046","Agriculture"
"694",14,"TPL",21,NA,1.022,"EPA",0.945859872611465,"NRS_IL-10046","Agriculture"
"695",15,"TPL",17,1,1.022,"EPA",0.786069651741294,"NRS_IL-10049","Agriculture"
"696",17,"TPL",26,0.874967188730423,1.022,"EPA",0.887573964497041,"NRS_IL-10049","Agriculture"
"697",5,"TPL",17,0.233334111113704,1.022,"EPA",0.878504672897196,"NRS_IL-10051","Agriculture"
"698",15,"TPL",17,0.1,0.558,"EPA",0.877162629757785,"NRS_IL-10058","Agriculture"
"699",17,"TPL",22,0.574184657785944,1.022,"EPA",0.829365079365079,"NRS_IL-10058","Agriculture"
"700",10,"TPL",17,0.133333333333333,1.022,"EPA",0.185585585585586,"NRS_IL-10069","Urban"
"701",22,"TPL",22,0.0466999481630575,1.022,"EPA",0.244036697247706,"NRS_IL-10069","Urban"
"702",9,"TPL",17,1,1.022,"EPA",0.984210526315789,"NRS_IL-10071","Forest_Wetland"
"703",17,"TPL",21,NA,1.022,"EPA",0.941287878787879,"NRS_IL-10077","Urban"
"704",14,"TPL",22,0.374995312558593,1.022,"EPA",0.986615678776291,"NRS_IL-10078","Forest_Wetland"
"705",21,"TPL",26,0.916674305619213,1.022,"EPA",0.852589641434263,"NRS_IL-10079","Forest_Wetland"
"706",19,"TPL",22,0.374995312558593,1.022,"EPA",0.958490566037736,"NRS_IL-10080","Agriculture"
"707",21,"TPL",26,0.906289650172195,1.022,"EPA",0.926691729323308,"NRS_IL-10080","Agriculture"
"708",24,"TPL",21,NA,1.022,"EPA",0.930787589498807,"NRS_IL-10081","Agriculture"
"709",17,"TPL",26,0.583328472262731,1.022,"EPA",0.911711711711712,"NRS_IL-10081","Agriculture"
"710",24,"TPL",21,NA,1.022,"EPA",0.964856230031949,"NRS_IL-10084","Agriculture"
"711",22,"SAP",22,0.833333333333333,1.022,"EPA",0.75763358778626,"NRS_IL-10085","Forest_Wetland"
"712",26,"TPL",22,1,1.022,"EPA",0.668789808917197,"NRS_IL-10086","Forest_Wetland"
"713",27,"TPL",21,NA,1.022,"EPA",0.976470588235294,"NRS_IL-10096","Forest_Wetland"
"714",17,"TPL",21,NA,1.022,"EPA",0.953917050691244,"NRS_IL-10098","Agriculture"
"715",3,"TPL",22,0.0729001122661729,1.022,"EPA",0.82793867120954,"NRS_IL-10102","Forest_Wetland"
"716",10,"TPL",26,0.583328472262731,1.022,"EPA",0.698602794411178,"NRS_IL-10102","Forest_Wetland"
"717",17,"TPL",22,0.0208000099840048,1.022,"EPA",0.820359281437126,"NRS_IL-10104","Agriculture"
"718",22,"TPL",26,0.145834244797363,1.022,"EPA",0.8747591522158,"NRS_IL-10104","Agriculture"
"719",27,"UMW",22,1,1.022,"EPA",0.916831683168317,"NRS_IL-10105","Agriculture"
"720",19,"SAP",22,0.125,1.022,"EPA",0.955223880597015,"NRS_IL-10107","Forest_Wetland"
"721",24,"UMW",22,0.374995312558593,1.022,"EPA",0.918250950570342,"NRS_IL-10109","Agriculture"
"722",20,"TPL",21,NA,1.022,"EPA",0.982808022922636,"NRS_IL-10110","Agriculture"
"723",15,"TPL",21,NA,1.022,"EPA",0.975138121546961,"NRS_IL-10115","Agriculture"
"724",22,"TPL",21,NA,1.022,"EPA",0.860995850622407,"NRS_IL-10118","Forest_Wetland"
"725",12,"TPL",22,0.125,1.022,"EPA",0.520309477756286,"NRS_IL-10119","Agriculture"
"726",5,"CPL",26,0.534302201325069,1.022,"EPA",0.36182902584493,"NRS_IL-10120","Agriculture"
"727",25,"TPL",26,1,1.022,"EPA",0.931726907630522,"NRS_IL-10127","Agriculture"
"728",23,"TPL",26,0.061666728333395,1.022,"EPA",0.839920948616601,"NRS_IL-10139","Agriculture"
"729",19,"TPL",26,1,1.022,"EPA",0.926751592356688,"NRS_IL-10140","Forest_Wetland"
"730",27,"TPL",26,1,1.022,"EPA",0.82843137254902,"NRS_IL-10142","Agriculture"
"731",19,"UMW",26,0.187501171882324,1.022,"EPA",0.929924242424242,"NRS_IL-10144","Agriculture"
"732",21,"TPL",26,1,1.022,"EPA",0.931372549019608,"NRS_IL-10153","Agriculture"
"733",24,"UMW",16,0.533333333333333,1.022,"EPA",0.707456978967495,"NRS_IN-10009","Agriculture"
"734",27,"TPL",12,0.6,1.022,"EPA",0.978174603174603,"NRS_IN-10012","Agriculture"
"735",33,"TPL",17,1,1.022,"EPA",0.913568773234201,"NRS_IN-10012","Agriculture"
"736",32,"TPL",12,0.3,1.022,"EPA",0.905405405405405,"NRS_IN-10015","Forest_Wetland"
"737",13,"TPL",12,0.35,1.022,"EPA",0.691714836223507,"NRS_IN-10016","Agriculture"
"738",21,"TPL",16,0.733352889410384,1.022,"EPA",0.919917864476386,"NRS_IN-10016","Agriculture"
"739",22,"TPL",12,0.567,1.022,"EPA",0.4,"NRS_IN-10021","Agriculture"
"740",14,"TPL",16,0.2,1.022,"EPA",0.820116054158607,"NRS_IN-10021","Agriculture"
"741",17,"TPL",17,0.333333333333333,1.022,"EPA",0.487410071942446,"NRS_IN-10025","Agriculture"
"742",6,"TPL",17,0.333333333333333,1.022,"EPA",0.968810916179337,"NRS_IN-10030","Agriculture"
"743",20,"TPL",21,NA,0.929,"EPA",0.948553054662379,"NRS_IN-10030","Agriculture"
"744",29,"TPL",26,0.406256347755434,1.022,"EPA",0.899814471243043,"NRS_IN-10030","Agriculture"
"745",20,"SAP",16,1,1.022,"EPA",0.912052117263844,"NRS_IN-10034","Forest_Wetland"
"746",15,"SAP",22,1,1.022,"EPA",0.7425,"NRS_IN-10034","Forest_Wetland"
"747",26,"TPL",21,NA,1.022,"EPA",0.987878787878788,"NRS_IN-10036","Agriculture"
"748",28,"TPL",17,0.266666666666667,1.022,"EPA",0.900199600798403,"NRS_IN-10037","Agriculture"
"749",22,"TPL",22,0.666711114074272,1.022,"EPA",0.968518518518519,"NRS_IN-10037","Agriculture"
"750",26,"UMW",22,0.27000027000027,0.836,"EPA",0.868274582560297,"NRS_IN-10039","Agriculture"
"751",17,"UMW",27,0.166666666666667,1.022,"EPA",0.912801484230056,"NRS_IN-10039","Agriculture"
"752",20,"TPL",21,NA,1.022,"EPA",0.98828125,"NRS_IN-10041","Agriculture"
"753",12,"TPL",17,0.366663000036666,1.022,"EPA",0.728515625,"NRS_IN-10045","Agriculture"
"754",13,"TPL",22,0.458295142071494,0.651,"EPA",0.765595463137996,"NRS_IN-10045","Agriculture"
"755",17,"TPL",22,0.645786244752987,1.022,"EPA",0.854166666666667,"NRS_IN-10046","Forest_Wetland"
"756",22,"UMW",16,0.233334111113704,1.022,"EPA",0.942460317460317,"NRS_IN-10047","Agriculture"
"757",23,"TPL",17,0.433331888893704,1.022,"EPA",0.898278560250391,"NRS_IN-10049","Agriculture"
"758",33,"TPL",22,0.208298616897184,1.022,"EPA",0.864341085271318,"NRS_IN-10049","Agriculture"
"759",23,"TPL",17,0.266666666666667,1.022,"EPA",0.798534798534799,"NRS_IN-10052","Agriculture"
"760",25,"UMW",22,0.208298616897184,1.022,"EPA",0.813819577735125,"NRS_IN-10055","Agriculture"
"761",37,"UMW",26,0.0833333333333333,1.022,"EPA",0.974155069582505,"NRS_IN-10055","Agriculture"
"762",23,"TPL",21,NA,1.022,"EPA",0.95021645021645,"NRS_IN-10056","Forest_Wetland"
"763",23,"TPL",27,0.208333333333333,1.022,"EPA",0.843866171003718,"NRS_IN-10056","Forest_Wetland"
"764",28,"TPL",26,0.666666666666667,1.022,"EPA",0.956947162426614,"NRS_IN-10057","Agriculture"
"765",29,"TPL",22,0.281301865031365,1.022,"EPA",0.962264150943396,"NRS_IN-10060","Agriculture"
"766",27,"TPL",21,NA,1.022,"EPA",0.883239171374765,"NRS_IN-10068","Forest_Wetland"
"767",11,"TPL",21,NA,1.022,"EPA",0.976545842217484,"NRS_IN-10070","Agriculture"
"768",33,"TPL",22,0.229200091680037,1.022,"EPA",0.903345724907063,"NRS_IN-10074","Agriculture"
"769",11,"UMW",22,0.39580447259054,1.022,"EPA",0.903474903474903,"NRS_IN-10075","Agriculture"
"770",16,"TPL",22,0.25,1.022,"EPA",0.579047619047619,"NRS_IN-10077","Agriculture"
"771",25,"TPL",21,NA,1.022,"EPA",0.947368421052632,"NRS_IN-10078","Forest_Wetland"
"772",8,"TPL",27,0.458337152809607,1.022,"EPA",0.692573402417962,"NRS_IN-10082","Agriculture"
"773",27,"UMW",26,1,1.022,"EPA",0.822,"NRS_IN-10084","Agriculture"
"774",4,"UMW",26,0.0166666666666667,1.022,"EPA",0.125886524822695,"NRS_IN-10088","Agriculture"
"775",32,"UMW",26,0.25,1.022,"EPA",0.896686159844055,"NRS_IN-10089","Urban"
"776",23,"SAP",26,1,1.022,"EPA",0.891891891891892,"NRS_IN-10103","Urban"
"777",20,"UMW",26,0.27083389757062,1.022,"EPA",0.816,"NRS_IN-10104","Agriculture"
"778",22,"SAP",26,0.255206206614945,1.022,"EPA",0.810916179337232,"NRS_IN-10106","Agriculture"
"779",18,"TPL",27,0.208333333333333,1.022,"EPA",0.964788732394366,"NRS_IN-10109","Forest_Wetland"
"780",33,"TPL",27,0.916674305619213,1.022,"EPA",0.911877394636015,"NRS_IN-10110","Agriculture"
"781",16,"TPL",12,0.3,0.743,"EPA",0.507281553398058,"NRS_KS-10007","Agriculture"
"782",16,"SPL",12,0.067,1.022,"EPA",0.970588235294118,"NRS_KS-10008","Agriculture"
"783",26,"SPL",16,0.177085177970604,0.372,"EPA",0.857699805068226,"NRS_KS-10008","Agriculture"
"784",29,"SPL",17,0.5,1.022,"EPA",0.824304538799414,"NRS_KS-10008","Agriculture"
"785",34,"SPL",12,1,1.022,"EPA",0.782608695652174,"NRS_KS-10011","Other"
"786",22,"SPL",12,0.042,0.836,"EPA",0.905660377358491,"NRS_KS-10018","Other"
"787",25,"SPL",16,1,1.022,"EPA",0.937365010799136,"NRS_KS-10018","Other"
"788",33,"SPL",17,1,0.651,"EPA",0.867446393762183,"NRS_KS-10018","Other"
"789",15,"SPL",16,0.25,0.372,"EPA",0.974358974358974,"NRS_KS-10036","Agriculture"
"790",23,"SPL",21,0.10420031468495,1.022,"EPA",0.910891089108911,"NRS_KS-10036","Agriculture"
"791",26,"SPL",17,0.333333333333333,1.022,"EPA",0.96360153256705,"NRS_KS-10037","Other"
"792",20,"SPL",21,0.300797112347721,1.022,"EPA",0.913513513513514,"NRS_KS-10037","Other"
"793",25,"SPL",21,0.114600045840018,1.022,"EPA",0.6,"NRS_KS-10038","Agriculture"
"794",26,"TPL",16,0.437445319335083,1.022,"EPA",0.931098696461825,"NRS_KS-10040","Agriculture"
"795",37,"TPL",22,0.135400446821475,1.022,"EPA",0.837623762376238,"NRS_KS-10040","Agriculture"
"796",43,"TPL",26,0.874967188730423,1.022,"EPA",0.846043165467626,"NRS_KS-10040","Agriculture"
"797",22,"SPL",17,0.750187546886722,1.022,"EPA",0.869402985074627,"NRS_KS-10044","Other"
"798",15,"SPL",21,1,0.743,"EPA",0.542483660130719,"NRS_KS-10045","Other"
"799",7,"SPL",17,0.5,1.022,"EPA",0.849624060150376,"NRS_KS-10047","Other"
"800",10,"SPL",21,0.291698267312292,1.022,"EPA",0.56353591160221,"NRS_KS-10049","Forest_Wetland"
