"","alpha.bar","sc.gamma","sc","sc.CL","Year","landuse","Agency","Gen_ID_Prop","Ecoregion_NARS"
"240",15.5,15.5,0.580645161290323,2.80141813666588,26,"Urban","USGS",0.833087149187592,"SAP"
"241",29.4,55.3355310611494,0.782312925170068,11.9699854391427,27,"Agriculture","EPA",0.933421662802252,"SAP"
"242",28.9655172413793,80.9468022806028,0.749999353940877,5.26250585641172,27,"Forest_Wetland","EPA",0.883196987404233,"SAP"
"243",24,34.4000323858906,0.758333502009847,8.96490280497635,27,"Urban","EPA",0.926425161471497,"SAP"
"244",12.3333333333333,26.6666666666667,0.75,14.385481940746,1,"Agriculture","USGS",0.664761904761905,"SPL"
"245",16.5,16.5,0.606060606060606,3.28257398881534,1,"Forest_Wetland","USGS",0.679710144927536,"SPL"
"246",13.75,21.6929292234429,0.709090909090909,11.1097179007752,1,"Other","USGS",0.717873831775701,"SPL"
"247",17,26.5173216641779,0.734043506274822,4.64959068513375,1,"Urban","USGS",0.518518518518518,"SPL"
"248",19,29.5154133421952,0.735841329860821,4.52501486025047,2,"Agriculture","USGS",0.515007898894155,"SPL"
"249",13,NA,NA,NA,2,"Forest_Wetland","USGS",0.758146270818248,"SPL"
"250",18.5,40.9999711797082,0.718772321631115,14.4598027258799,2,"Other","USGS",0.633050847457627,"SPL"
"251",15.6,34.5487040133069,0.769230769230769,7.00881985622927,2,"Urban","USGS",0.566625666256663,"SPL"
"252",33,47.166128961573,0.732319973504483,7.67815445627127,4,"Other","USGS",0.685265619779485,"SPL"
"253",24.5,40.2308149329028,0.737257749707507,4.83008436229505,5,"Agriculture","USGS",0.68075117370892,"SPL"
"254",28,28,0.607142857142857,3.72303674271537,5,"Other","USGS",0.863576158940397,"SPL"
"255",14.6666666666667,37.3333333333333,0.75,21.5508567534741,5,"Urban","USGS",0.622990078686281,"SPL"
"256",24.5,NA,NA,NA,6,"Agriculture","USGS",0.78987898789879,"SPL"
"257",28.3333333333333,29.6955938787739,0.811764705882353,2.30268976544011,6,"Other","USGS",0.80076081787922,"SPL"
"258",14.25,45.015625,0.75,30.8391467326787,6,"Urban","USGS",0.667875647668394,"SPL"
"259",16.5,58.859375,0.75,35.7626605534922,9,"Other","EPA",0.703806228373702,"SPL"
"260",20.5,36.9053860922481,0.670731707317073,11.9795450635989,10,"Agriculture","USGS",0.595301813856676,"SPL"
"261",21.4,62.45,0.75,11.3614856029845,10,"Other","EPA",0.678688524590164,"SPL"
"262",26.5,NA,NA,NA,10,"Other","USGS",0.753323485967504,"SPL"
"263",19.5,51.05,0.75,17.1990355687376,10,"Urban","USGS",0.690730837789661,"SPL"
"264",20.5,38.3287802761339,0.729637697106654,9.04936103623461,11,"Agriculture","EPA",0.81858407079646,"SPL"
"265",14.1578947368421,29.4046041361306,0.749999693845936,3.68959494713757,11,"Agriculture","USGS",0.731320049813201,"SPL"
"266",13,13,0.615384615384615,2.20014319980963,11,"Forest_Wetland","USGS",0.48301329394387,"SPL"
"267",16.1428571428571,49.7082324386093,0.743362831858407,13.7407772089158,11,"Other","EPA",0.663744661721735,"SPL"
"268",17.3076923076923,75.4355996244261,0.750000294619713,10.5718848810618,11,"Other","USGS",0.675255338904364,"SPL"
"269",12.0454545454545,23.2355383459719,0.750000943071681,3.1893125357464,11,"Urban","USGS",0.507913286341269,"SPL"
"270",15.8571428571429,57.8928571428571,0.75,13.3696987782425,12,"Agriculture","EPA",0.780927152317881,"SPL"
"271",16,43.7918352873447,0.749999402969695,6.50646346850296,12,"Agriculture","USGS",0.811275049548558,"SPL"
"272",25.6666666666667,98.71875,0.75,28.6362252117223,12,"Forest_Wetland","EPA",0.789764868603043,"SPL"
"273",23.15,79.8368181010099,0.750000220075772,8.75259285293102,12,"Other","EPA",0.795043536503684,"SPL"
"274",19.4545454545455,69.5212897816621,0.750000351507869,13.969204654766,12,"Other","USGS",0.833692722371968,"SPL"
"275",16.6,32.9658064889875,0.750000049110966,7.63190837883356,12,"Urban","USGS",0.811745776347546,"SPL"
"276",22.3333333333333,24.2794198268198,0.626865671641791,11.2932638653645,13,"Agriculture","USGS",0.78963110667996,"SPL"
"277",10.75,NA,NA,NA,13,"Other","USGS",0.846336822074215,"SPL"
"278",13.4666666666667,43.6810845659827,0.750000457859984,7.97839668639541,13,"Urban","USGS",0.893263248229994,"SPL"
"279",16,39.4761904761905,0.75,20.789510697769,14,"Other","USGS",0.909929078014184,"SPL"
"280",12.8571428571429,42.8661680432674,0.750000121666412,9.62911095681289,14,"Urban","USGS",0.864478764478764,"SPL"
"281",15.2,43,0.75,10.7345949810656,15,"Other","USGS",0.835504392608301,"SPL"
"282",15,36.3505240145083,0.749999611308389,5.16771552884241,15,"Urban","USGS",0.790878970960826,"SPL"
"283",17.8571428571429,61.023019627493,0.728,10.2538612370447,16,"Agriculture","EPA",0.908656399362719,"SPL"
"284",25.2,55.4860431509737,0.793650793650794,11.3385210673488,16,"Forest_Wetland","EPA",0.895711835334477,"SPL"
"285",21.6190476190476,62.7623187086094,0.749999095897413,6.71489705051988,16,"Other","EPA",0.859225741578683,"SPL"
"286",19.2,92.4,0.75,42.3593208991996,16,"Other","USGS",0.841217333774396,"SPL"
"287",13.1333333333333,37.840921666718,0.749999466593676,4.53427383987275,16,"Urban","USGS",0.815509572616515,"SPL"
"288",17.0833333333333,50.7282059202471,0.749999252014879,5.59866413196658,17,"Agriculture","EPA",0.795201505410067,"SPL"
"289",18.3333333333333,48.0416666666667,0.75,32.0241272947379,17,"Agriculture","USGS",0.789184952978056,"SPL"
"290",18.7857142857143,58.8662851090152,0.750000645953249,6.42177135747717,17,"Other","EPA",0.854901747910108,"SPL"
"291",18.8461538461538,52.873694912404,0.750001077522192,9.22817107646709,17,"Other","USGS",0.805359661495063,"SPL"
"292",12.2857142857143,43.6020408163265,0.75,12.6819592710214,17,"Urban","USGS",0.810928734676917,"SPL"
"293",18.5,69.4375,0.75,30.4480082868976,18,"Other","USGS",0.907319952774498,"SPL"
"294",13.75,42.8964861157889,0.750000174906946,9.23141424048188,18,"Urban","USGS",0.82154445165477,"SPL"
"295",17.75,NA,NA,NA,19,"Other","USGS",0.840025094102886,"SPL"
"296",12.5384615384615,26.4460746502823,0.750000281984843,6.7311328619892,19,"Urban","USGS",0.868300324493678,"SPL"
"297",17,NA,NA,NA,20,"Other","USGS",0.877722583110432,"SPL"
"298",15.7142857142857,35.3654430014799,0.749999948665918,6.71011893953456,20,"Urban","USGS",0.83533623114293,"SPL"
"299",18.8461538461538,45.2929129929815,0.750001274135433,6.98205450353019,21,"Agriculture","EPA",0.705559189012426,"SPL"
"300",14.5,39.8031397102125,0.735632183908046,13.482902618098,21,"Forest_Wetland","EPA",0.826713532513181,"SPL"
"301",18.8846153846154,51.0762638805157,0.750000613549746,5.43683348556349,21,"Other","EPA",0.85942537794655,"SPL"
"302",26.5,51.4677856254373,0.732898335712884,13.1027089989213,21,"Other","USGS",0.79568345323741,"SPL"
"303",13,29.719656236964,0.703423816259503,9.76112770218722,21,"Urban","USGS",0.687074829931973,"SPL"
"304",15,42.604819617657,0.752380952380952,11.4995521772964,22,"Agriculture","EPA",0.785954910598601,"SPL"
"305",19.8,63.0357142857143,0.75,15.7730936362474,22,"Forest_Wetland","EPA",0.804201050262566,"SPL"
"306",18.7714285714286,63.1303320820984,0.749999984113302,4.09490291794688,22,"Other","EPA",0.872754163014899,"SPL"
"307",15,46.975,0.75,20.2209718803493,22,"Urban","EPA",0.822327790973872,"SPL"
"308",13,29.719656236964,0.703423816259503,10.1408057435948,22,"Urban","USGS",0.7,"SPL"
"309",21,48,0.75,28.9058839115908,23,"Other","USGS",0.902711323763955,"SPL"
"310",12,18,0.75,3.52643488072761,23,"Urban","USGS",0.826783114992722,"SPL"
"311",20,62,0.75,29.0658688379275,24,"Other","USGS",0.932604735883424,"SPL"
"312",10,15,0.75,2.75450052758478,24,"Urban","USGS",0.856716417910448,"SPL"
"313",25.3333333333333,65.2121212121212,0.75,28.7738361683617,25,"Other","USGS",0.927325581395349,"SPL"
"314",10,NA,NA,NA,25,"Urban","USGS",0.896350364963504,"SPL"
"315",18.2307692307692,40.6503942587488,0.750000714284893,4.47501390527916,26,"Agriculture","EPA",0.823006087092243,"SPL"
"316",24.3333333333333,26.1821155021455,0.712328767123288,11.8020686747396,26,"Forest_Wetland","EPA",0.865664631282292,"SPL"
"317",15.9047619047619,67.0925791775209,0.750000548839775,7.26148918611048,26,"Other","EPA",0.818251903247567,"SPL"
"318",24,NA,NA,NA,26,"Other","USGS",0.893704850361197,"SPL"
"319",8,NA,NA,NA,26,"Urban","EPA",0.784600389863548,"SPL"
"320",13.5,31.9949793971103,0.7022217700326,10.3304429205921,26,"Urban","USGS",0.915644171779141,"SPL"
"321",19.6,36.3060410681113,0.816326530612245,7.49061000141023,27,"Agriculture","EPA",0.828603022484335,"SPL"
"322",19,40.45,0.75,11.6385704303884,27,"Forest_Wetland","EPA",0.925316455696203,"SPL"
"323",18.1785714285714,54.6759832738974,0.749999859197484,5.13254030111651,27,"Other","EPA",0.893159609120521,"SPL"
"324",22.5,54.6733369714117,0.733333333333333,19.483191143077,1,"Agriculture","USGS",0.716875159560888,"TPL"
"325",25,25,0.52,3.56243253826269,1,"Forest_Wetland","USGS",0.715846994535519,"TPL"
"326",22,44.0552123675399,0.728185328389089,11.742285731,1,"Urban","USGS",0.714177118966173,"TPL"
"327",20.7222222222222,47.7855542094309,0.74999960258774,5.12596536162481,2,"Agriculture","USGS",0.692872825536227,"TPL"
"328",14,28.066675913138,0.715986630437195,8.13258605010779,2,"Forest_Wetland","USGS",0.725225225225225,"TPL"
"329",16.25,26.0281519121058,0.692307692307692,10.8896145598857,2,"Urban","USGS",0.771929824561403,"TPL"
"330",14,28.066675913138,0.715986630437195,9.85975373826866,3,"Agriculture","USGS",0.844988344988345,"TPL"
"331",19,39.628885031461,0.749999620041678,6.58505731006672,4,"Agriculture","USGS",0.699464391985717,"TPL"
"332",16.5,28.3561425221253,0.729083554287885,7.28033281584831,4,"Forest_Wetland","USGS",0.702344546381244,"TPL"
"333",18.7321428571429,33.4114883680447,0.749998682277856,2.26454734729759,5,"Agriculture","USGS",0.670392715697524,"TPL"
"334",18.0625,32.1684125953182,0.750001217935062,3.69385529943004,5,"Forest_Wetland","USGS",0.659282941310802,"TPL"
"335",16.5,27.6079461385611,0.681818181818182,9.2074169598518,5,"Urban","USGS",0.63327120223672,"TPL"
"336",17.7777777777778,34.3557462063656,0.749999216357081,9.41576483903297,6,"Agriculture","USGS",0.701906830798938,"TPL"
"337",10.5,NA,NA,NA,6,"Forest_Wetland","USGS",0.781779661016949,"TPL"
"338",15.5,15.5,0.580645161290323,2.75051303636317,6,"Urban","USGS",0.530386740331492,"TPL"
"339",17.5,41.2731384136679,0.749999718998687,10.9419900515886,7,"Agriculture","USGS",0.789071347678369,"TPL"
"340",16.6666666666667,42.7666666666667,0.75,22.4398971013236,7,"Forest_Wetland","USGS",0.808966861598441,"TPL"
"341",13.25,15.1120586881339,0.750000872962934,4.00290054515527,7,"Urban","USGS",0.719369369369369,"TPL"
"342",17.3333333333333,28.9933243801966,0.750000754505169,3.59640043766326,8,"Agriculture","EPA",0.593581188433429,"TPL"
"343",17.5714285714286,35.8005716666487,0.749999707863805,4.22580084846372,8,"Agriculture","USGS",0.713378248315688,"TPL"
"344",20.3333333333333,21.744246041111,0.704918032786885,10.2853614091288,8,"Forest_Wetland","EPA",0.861299052774019,"TPL"
"345",15.375,28.3546034509413,0.750000620472231,4.19054337781929,8,"Forest_Wetland","USGS",0.689574155653451,"TPL"
"346",13.7142857142857,30.015383081397,0.750000180441579,4.12893585098587,8,"Urban","USGS",0.673764429003698,"TPL"
"347",17.625,47.0104029526032,0.749999877412025,7.17170485729385,9,"Agriculture","EPA",0.679087098276665,"TPL"
"348",19.5,NA,NA,NA,9,"Agriculture","USGS",0.793398533007335,"TPL"
"349",17.7272727272727,41.5194467185466,0.749999363660701,4.23142789348359,10,"Agriculture","EPA",0.638191388385538,"TPL"
"350",18.5384615384615,39.604439172438,0.749999758281759,7.01230751639643,10,"Agriculture","USGS",0.836805959725294,"TPL"
"351",13.3333333333333,27.590513736856,0.750000339859472,7.21002563468812,10,"Forest_Wetland","USGS",0.755781683626272,"TPL"
"352",14.6666666666667,38.4166666666667,0.75,22.9363976491178,10,"Other","EPA",0.602351916376307,"TPL"
"353",16.8333333333333,30.045747910082,0.749999457671142,8.38884970722516,10,"Urban","USGS",0.736408566721582,"TPL"
"354",15.2,35.102290058955,0.750000237881804,4.72575565399921,11,"Agriculture","EPA",0.626622782958493,"TPL"
"355",17.1818181818182,41.3073337180691,0.74999967756189,6.36977951346875,11,"Agriculture","USGS",0.784587995930824,"TPL"
"356",12.8333333333333,30.9075268955911,0.74025974025974,16.1720675027799,11,"Forest_Wetland","USGS",0.803714859437751,"TPL"
"357",13.25,33.9284302192946,0.749325128630412,9.21038191149755,11,"Urban","USGS",0.745616330803455,"TPL"
"358",23.5921052631579,55.9569019408547,0.750000433836599,3.47718062344748,12,"Agriculture","EPA",0.782537067545305,"TPL"
"359",17.8260869565217,38.8759492897197,0.749999364153268,3.28866603356357,12,"Agriculture","USGS",0.797328758730548,"TPL"
"360",26.1666666666667,48.5838971016264,0.750001206342459,5.67244874464686,12,"Forest_Wetland","EPA",0.903565365025467,"TPL"
"361",13.2727272727273,27.8973879358211,0.749999208431458,4.99435083547983,12,"Forest_Wetland","USGS",0.848084886128364,"TPL"
"362",15.75,50.7556818181818,0.75,15.3135023758176,12,"Other","EPA",0.848861283643892,"TPL"
"363",21.6666666666667,40.3333333333333,0.75,14.6709821845003,12,"Urban","EPA",0.576711644177911,"TPL"
"364",13.3478260869565,24.7224510357555,0.750000525957383,3.08010362703971,12,"Urban","USGS",0.766881615768342,"TPL"
"365",16.3333333333333,42.8617960699107,0.749999266115106,5.24236102631128,13,"Agriculture","USGS",0.800974658869396,"TPL"
"366",10.6,42.37,0.75,19.6275779728565,13,"Forest_Wetland","USGS",0.933415536374846,"TPL"
"367",20.1428571428571,49.9595551544419,0.750000118487108,11.6465909927355,14,"Agriculture","USGS",0.851106639839034,"TPL"
"368",19,29.5154133421952,0.735841329860821,5.87270317259738,14,"Forest_Wetland","USGS",0.923195084485407,"TPL"
"369",19.25,52.108346678098,0.75000039212189,8.95756323406612,15,"Agriculture","USGS",0.820275119617225,"TPL"
"370",17.3333333333333,18.5982895540996,0.653846153846154,10.2230029029921,15,"Forest_Wetland","USGS",0.752300070771408,"TPL"
"371",16,16,0.625,2.85875980946805,15,"Urban","USGS",0.781102362204724,"TPL"
"372",18.5,43.8055843534669,0.750001016010936,3.81033174889975,16,"Agriculture","EPA",0.908681875792142,"TPL"
"373",21.8333333333333,47.5332523481521,0.741984282080738,9.51300050101506,16,"Agriculture","USGS",0.857191087103309,"TPL"
"374",18.5945945945946,52.6005279568156,0.749999669750828,3.88587646481384,17,"Agriculture","EPA",0.815725391027442,"TPL"
"375",18.875,43.5397599981751,0.749998968199739,6.57154157029935,17,"Agriculture","USGS",0.843617368592883,"TPL"
"376",11.6666666666667,NA,NA,NA,17,"Forest_Wetland","EPA",0.855661192739844,"TPL"
"377",17.5,28.0717758098234,0.733303531358651,4.35664256562029,17,"Forest_Wetland","USGS",0.803713527851459,"TPL"
"378",27.5,27.5,0.545454545454545,3.70191954937291,17,"Other","EPA",0.842997811816193,"TPL"
"379",18.6666666666667,45.8888888888889,0.75,19.7903027708329,17,"Other","USGS",0.884375,"TPL"
"380",11,31.1666666666667,0.75,17.2291108823037,17,"Urban","EPA",0.493459302325581,"TPL"
"381",15.5,15.5,0.516129032258065,3.08985454774278,17,"Urban","USGS",0.713675213675214,"TPL"
"382",18.5,44.5322848040925,0.749999795478197,7.11173865358529,18,"Agriculture","USGS",0.837721842013687,"TPL"
"383",18.2,32.9601798771929,0.758241758241758,10.0615419678037,18,"Forest_Wetland","USGS",0.864306784660767,"TPL"
"384",22.6666666666667,50.1904761904762,0.75,25.4840549368722,19,"Agriculture","USGS",0.851662404092072,"TPL"
"385",19.5,34.7326014315527,0.73073191703464,9.16910304960867,19,"Forest_Wetland","USGS",0.783892617449664,"TPL"
"386",13.5,13.5,0.518518518518519,2.99011695630265,19,"Urban","USGS",0.814763231197772,"TPL"
"387",19.1666666666667,41.8118798604716,0.749999652254139,7.86576381067272,20,"Agriculture","USGS",0.740444444444444,"TPL"
"388",16.5,23.8330090264483,0.732318765286249,4.53546473703646,20,"Forest_Wetland","USGS",0.874564459930314,"TPL"
"389",21.03125,48.5317496829869,0.749999553387765,2.52252423431965,21,"Agriculture","EPA",0.888226211740486,"TPL"
"390",21.04,43.2666265655092,0.750000350604234,3.26964749824525,21,"Agriculture","USGS",0.816322811110301,"TPL"
"391",22.2941176470588,43.9721773944275,0.749999217911182,6.05606047421723,21,"Forest_Wetland","EPA",0.9207763671875,"TPL"
"392",22.9444444444444,46.993151760094,0.750000305618415,5.77372257571979,21,"Forest_Wetland","USGS",0.888351014522608,"TPL"
"393",22.4,47.462148922802,0.821428571428571,6.31001478878244,21,"Other","EPA",0.899776453055142,"TPL"
"394",12.5,22.4886209885776,0.719635871634483,6.28947355712211,21,"Urban","EPA",0.645561762880199,"TPL"
"395",18.4615384615385,34.1256243213645,0.750000075184977,4.12803159469268,21,"Urban","USGS",0.786469034341063,"TPL"
"396",19.8965517241379,45.886183032774,0.749999444251798,3.74107180803034,22,"Agriculture","EPA",0.837395481231098,"TPL"
"397",14.5,14.5,0.551724137931034,3.06744554917229,22,"Agriculture","USGS",0.91044776119403,"TPL"
"398",18.5,83.875,0.75,14.4771081941563,22,"Forest_Wetland","EPA",0.864476386036961,"TPL"
"399",16,24,0.75,3.24365308366485,23,"Agriculture","USGS",0.942161339421613,"TPL"
"400",16,26.6937890073631,0.729908293170086,5.68051870217787,24,"Agriculture","USGS",0.868829337094499,"TPL"
"401",24.5,37.0049161363567,0.739790076861775,3.52749070789667,25,"Agriculture","USGS",0.887755102040816,"TPL"
"402",20.1929824561403,49.6897204819765,0.750000746459548,2.90416275760627,26,"Agriculture","EPA",0.864374372103575,"TPL"
"403",16,26.6937890073631,0.729908293170086,4.37911059755692,26,"Agriculture","USGS",0.821005917159763,"TPL"
"404",19,60.5271010791322,0.756578947368421,18.3760714223626,26,"Forest_Wetland","EPA",0.889334001001502,"TPL"
"405",15.6666666666667,NA,NA,NA,26,"Urban","EPA",0.889675516224189,"TPL"
"406",21.0555555555556,44.8782727543897,0.749999093240574,4.28232567570689,27,"Agriculture","EPA",0.815912319870103,"TPL"
"407",22.75,62.361328125,0.75,20.1757035119378,27,"Forest_Wetland","EPA",0.908901613742842,"TPL"
"408",23,44.8730110868181,0.782608695652174,11.5889611571285,1,"Forest_Wetland","USGS",0.595082597003458,"UMW"
"409",17,41.0730777911996,0.710606882200684,13.4067808364842,2,"Agriculture","USGS",0.7866937531742,"UMW"
"410",18.6666666666667,41.3333333333333,0.75,20.7405290018617,4,"Forest_Wetland","USGS",0.691341705221414,"UMW"
"411",14,14,0.714285714285714,2.09986807831476,5,"Agriculture","USGS",0.796703296703297,"UMW"
"412",25,53.8490302819871,0.768,12.3369595230786,5,"Forest_Wetland","USGS",0.593646102696712,"UMW"
"413",11.2,22.8293498476188,0.767857142857143,10.5395845837497,5,"Urban","USGS",0.775607432110529,"UMW"
"414",26.0588235294118,76.6303556192259,0.750000280897653,7.32423804050262,12,"Agriculture","EPA",0.872585786611663,"UMW"
"415",12.5,12.5,0.56,2.58142501287999,12,"Agriculture","USGS",0.754716981132076,"UMW"
"416",29.5283018867925,82.206455381874,0.749999497604692,4.32120954762635,12,"Forest_Wetland","EPA",0.834562502316273,"UMW"
"417",14.5,NA,NA,NA,12,"Urban","USGS",0.778901734104046,"UMW"
"418",21.8571428571429,49.2823266464791,0.749999467181809,5.57705569293597,15,"Agriculture","USGS",0.771074380165289,"UMW"
"419",22.1,45.3952380232269,0.750001139702362,6.64467553536909,15,"Forest_Wetland","USGS",0.772322632856758,"UMW"
"420",22.7142857142857,42.2252649308069,0.750000905895084,6.88155277684582,16,"Agriculture","EPA",0.865173200580792,"UMW"
"421",35.5,55.0343213628785,0.742379260598242,4.82225604622916,16,"Agriculture","USGS",0.757111597374179,"UMW"
"422",21.75,35.1094606221586,0.781609195402299,6.18806384692531,16,"Forest_Wetland","EPA",0.841882352941177,"UMW"
"423",34,72.5863694196539,0.776470588235294,11.850047210514,16,"Forest_Wetland","USGS",0.689192546583851,"UMW"
"424",21.4444444444444,65.4636431196537,0.750000032872121,5.57441084705955,17,"Agriculture","EPA",0.901250947687642,"UMW"
"425",25.2881355932203,81.6570009899624,0.750000238993016,4.82227529308739,17,"Forest_Wetland","EPA",0.838831136940329,"UMW"
"426",20,36.5085455312922,0.730170910625844,9.38749242736404,17,"Urban","EPA",0.76310861423221,"UMW"
"427",14,28.6666666666667,0.75,23.1748587537612,18,"Agriculture","USGS",0.808924485125858,"UMW"
"428",18.8,44.8,0.75,27.0968660351964,18,"Forest_Wetland","USGS",0.721669037458511,"UMW"
"429",16,44.6284014712932,0.697318772988957,13.3982536147979,18,"Urban","USGS",0.866666666666667,"UMW"
"430",17,17,0.588235294117647,2.2832889435009,20,"Forest_Wetland","USGS",0.78561736770692,"UMW"
"431",20.1111111111111,43.3682569622024,0.750000643478505,8.36999359131892,21,"Agriculture","EPA",0.809883321894303,"UMW"
"432",27.6129032258065,76.1850990225252,0.750000451454832,5.39295054027066,21,"Forest_Wetland","EPA",0.868032991752062,"UMW"
"433",16.75,30.9293749479958,0.656716417910448,9.61118498703623,21,"Urban","EPA",0.773181169757489,"UMW"
"434",21.75,63.546730812725,0.75000010028267,11.7585245074389,22,"Agriculture","EPA",0.879720952610055,"UMW"
"435",28.2352941176471,65.7210639349944,0.749999222927977,7.0196306385062,22,"Forest_Wetland","EPA",0.862297576350397,"UMW"
"436",22.7058823529412,50.0272830833443,0.750000249558387,4.74740695536943,26,"Agriculture","EPA",0.882966018890457,"UMW"
"437",26.6363636363636,73.663777254841,0.74999928403166,4.98945794174404,26,"Forest_Wetland","EPA",0.899032926548469,"UMW"
"438",23,38.9045046564618,0.735434870632548,4.85417023360546,26,"Urban","EPA",0.726470588235294,"UMW"
"439",20.9090909090909,50.6272128129043,0.749999935964017,8.319129120601,27,"Agriculture","EPA",0.927733755942948,"UMW"
"440",24.5405405405405,72.5292216873898,0.750001053103282,4.34474199125734,27,"Forest_Wetland","EPA",0.873513904683139,"UMW"
"441",14,NA,NA,NA,27,"Urban","EPA",0.558991981672394,"UMW"
"442",25.5,40.0483411960719,0.739069733722204,5.0257321587663,1,"Other","USGS",0.92174629324547,"WMT"
"443",14.3,59.9808079594367,0.749999166069588,9.26666450632491,2,"Agriculture","USGS",0.598577802565533,"WMT"
"444",21.2222222222222,48.2743602300223,0.749999486700821,7.99993142277873,2,"Forest_Wetland","USGS",0.534924703620634,"WMT"
"445",21,53.9139654021486,0.749999559125906,9.97453389184577,2,"Other","USGS",0.688063934003609,"WMT"
"446",20.5,48.359375,0.75,9.26820353819086,3,"Forest_Wetland","USGS",0.662851196670135,"WMT"
"447",17.3333333333333,46.5412886714086,0.730769230769231,8.93142955095831,3,"Other","USGS",0.642857142857143,"WMT"
"448",19.4375,47.3622802721785,0.750000256123145,5.26890931131084,4,"Forest_Wetland","USGS",0.509537420521496,"WMT"
"449",21.25,65.75,0.75,26.054697821149,4,"Other","USGS",0.504234527687296,"WMT"
"450",16,NA,NA,NA,4,"Urban","USGS",0.212314225053079,"WMT"
"451",18,44.622364982947,0.750000994331262,4.7552006611975,5,"Forest_Wetland","USGS",0.487566988210075,"WMT"
"452",20.3333333333333,NA,NA,NA,5,"Other","USGS",0.547838412473423,"WMT"
"453",13,14.0703475714176,0.641025641025641,16.7983235938172,5,"Urban","USGS",0.307903780068729,"WMT"
"454",11.5,NA,NA,NA,6,"Agriculture","USGS",0.62555720653789,"WMT"
"455",19.3571428571429,50.2384476218992,0.750000303589621,5.970506419624,6,"Forest_Wetland","USGS",0.605015219597043,"WMT"
"456",12,25.4203969745614,0.70612213818226,9.55117365518615,6,"Urban","USGS",0.398190045248869,"WMT"
"457",15.5,34.2615241808038,0.713039004803409,11.5167899920751,7,"Agriculture","USGS",0.69219440353461,"WMT"
"458",18.1818181818182,53.6056097360953,0.750000146556487,6.9658162552266,7,"Forest_Wetland","USGS",0.634558093346574,"WMT"
"459",15,40.3570556272215,0.722222222222222,10.3461896806642,7,"Other","USGS",0.679935012185215,"WMT"
"460",14.6,42.25,0.75,14.285347790442,7,"Urban","USGS",0.829526462395543,"WMT"
"461",26.0120481927711,75.1043074233868,0.749999970587586,3.25174782988994,8,"Forest_Wetland","EPA",0.796239381909762,"WMT"
"462",17.3870967741935,37.9463376587844,0.750000327797132,3.26564432656388,8,"Forest_Wetland","USGS",0.661549510728073,"WMT"
"463",24,90.0530596434258,0.749999444734759,6.4009864303472,8,"Other","EPA",0.816388369544194,"WMT"
"464",18.6666666666667,47.0333333333333,0.75,26.2041714687612,8,"Other","USGS",0.740298507462687,"WMT"
"465",22.6666666666667,NA,NA,NA,9,"Agriculture","EPA",0.608816705336427,"WMT"
"466",14.5,22.0081087232083,0.73273132491062,4.32828388163536,9,"Agriculture","USGS",0.570762052877138,"WMT"
"467",28.8688524590164,85.4792943906854,0.749999545375518,3.06142329497645,9,"Forest_Wetland","EPA",0.809100998890122,"WMT"
"468",17.5,53.40625,0.75,27.3905907416067,9,"Forest_Wetland","USGS",0.663813599619591,"WMT"
"469",25.0697674418605,94.7711078291808,0.749999757248679,4.80272648442607,9,"Other","EPA",0.795177470871384,"WMT"
"470",25.7933884297521,79.8972343577359,0.750000377825781,3.41519117398025,10,"Forest_Wetland","EPA",0.784038554801164,"WMT"
"471",20.6,84.7928571428571,0.75,30.1169454749093,10,"Forest_Wetland","USGS",0.710716435881999,"WMT"
"472",23.6923076923077,89.5924576304046,0.749999259582935,5.5306628187579,10,"Other","EPA",0.750879147661989,"WMT"
"473",22,NA,NA,NA,10,"Other","USGS",0.705444126074499,"WMT"
"474",12.6666666666667,27.1666666666667,0.75,14.7757798474796,10,"Urban","USGS",0.65561797752809,"WMT"
"475",12,NA,NA,NA,11,"Agriculture","USGS",0.777333333333333,"WMT"
"476",27.5,80.4002625557998,0.749999794294075,3.29852293001944,11,"Forest_Wetland","EPA",0.817749415355345,"WMT"
"477",18,NA,NA,NA,11,"Forest_Wetland","USGS",0.765909090909091,"WMT"
"478",24.1428571428571,89.0005664743278,0.750000173772968,8.64963417136428,11,"Other","EPA",0.805907770772827,"WMT"
"479",20.4,95.5833333333333,0.75,27.6076883737859,11,"Other","USGS",0.673444976076555,"WMT"
"480",11.3333333333333,25.5833333333333,0.75,14.4457289885048,11,"Urban","USGS",0.735562310030395,"WMT"
"481",15.75,22.9996774738666,0.730154493362233,4.93877316577029,12,"Agriculture","USGS",0.735251798561151,"WMT"
"482",22.1666666666667,109.683823529412,0.75,25.0668267840367,12,"Forest_Wetland","EPA",0.699328525242477,"WMT"
"483",17.3636363636364,39.2763016609212,0.749999676733417,5.98222747133106,12,"Forest_Wetland","USGS",0.690241228070175,"WMT"
"484",25.2,80.6411764705882,0.75,18.9481124680422,12,"Other","EPA",0.710533828147302,"WMT"
"485",21.2,74.1285714285714,0.75,23.6398607687143,12,"Other","USGS",0.679108970499699,"WMT"
"486",13.0588235294118,33.8897469823238,0.750000839441424,5.5546245927409,12,"Urban","USGS",0.720695652173913,"WMT"
"487",15,39.3236812842724,0.699087667275954,11.0339838783959,13,"Forest_Wetland","USGS",0.598845598845599,"WMT"
"488",21.3333333333333,NA,NA,NA,13,"Other","USGS",0.781385281385281,"WMT"
