"","X","alpha","Ecoregion_NARS","Year","PropID","AreaSampTot_m2","Agency","Gen_ID_Prop","SiteNumber","landuse","Latitude_dd","Longitude_dd"
"1449",1449,43,"SAP",12,1,1.022,"EPA",0.935314685314685,"NRS_NC-10027","Forest_Wetland",35.024577,-83.696886
"1450",1450,39,"SAP",17,0.833333333333333,1.022,"EPA",0.631672597864769,"NRS_NC-10027","Forest_Wetland",35.02466855,-83.696776
"1451",1451,25,"SAP",12,1,1.022,"EPA",0.861495844875346,"NRS_NC-10029","Forest_Wetland",35.161044,-80.656892
"1452",1452,27,"SAP",12,0.533,1.022,"EPA",0.996086105675147,"NRS_NC-10034","Forest_Wetland",36.099049,-82.045128
"1453",1453,43,"SAP",17,0.916590284142988,1.022,"EPA",0.785971223021583,"NRS_NC-10034","Forest_Wetland",36.09917138,-82.04496954
"1454",1454,21,"SAP",17,0.416666666666667,1.022,"EPA",0.841521394611727,"NRS_NC-10041","Forest_Wetland",35.0436515,-80.46557952
"1455",1455,25,"SAP",27,1,1.022,"EPA",0.888040712468193,"NRS_NC-10041","Forest_Wetland",35.04365233,-80.46558258
"1456",1456,15,"CPL",17,0.714285714285714,1.022,"EPA",0.48314606741573,"NRS_NC-10049","Forest_Wetland",34.58249492,-77.96322004
"1457",1457,22,"CPL",21,1,1.022,"EPA",0.389221556886228,"NRS_NC-10049","Forest_Wetland",34.58249,-77.96322
"1458",1458,37,"SAP",27,NA,1.022,"EPA",0.902755267423015,"NRS_NC-10052","Forest_Wetland",35.06056645,-84.02452301
"1459",1459,13,"CPL",17,1,1.022,"EPA",0.911764705882353,"NRS_NC-10072","Forest_Wetland",35.32025045,-77.02918692
"1460",1460,23,"SAP",21,0.416701391782649,1.022,"EPA",0.812615955473098,"NRS_NC-10084","Agriculture",35.67728,-78.15344
"1461",1461,28,"SAP",26,NA,1.022,"EPA",0.836099585062241,"NRS_NC-10084","Agriculture",35.67727845,-78.15344368
"1462",1462,9,"SAP",17,1,0.651,"EPA",0.596577017114914,"NRS_NC-10088","Forest_Wetland",35.15303501,-80.60443444
"1463",1463,35,"SAP",17,0.58343057176196,1.022,"EPA",0.66351606805293,"NRS_NC-10091","Forest_Wetland",35.87880485,-82.07959934
"1464",1464,34,"SAP",21,0.546896363139185,1.022,"EPA",0.863883847549909,"NRS_NC-10091","Forest_Wetland",35.8788,-82.0796
"1465",1465,40,"SAP",27,0.5,1.022,"EPA",0.922448979591837,"NRS_NC-10091","Forest_Wetland",35.87880495,-82.07960048
"1466",1466,20,"SAP",17,0.625,1.022,"EPA",0.634615384615385,"NRS_NC-10094","Agriculture",35.97524365,-80.34289834
"1467",1467,25,"SAP",17,0.260416666666667,1.022,"EPA",0.823300970873786,"NRS_NC-10104","Forest_Wetland",35.52101673,-80.82677006
"1468",1468,19,"SAP",17,1,0.651,"EPA",0.55,"NRS_NC-10105","Urban",35.9453853,-78.84513345
"1469",1469,39,"SAP",17,0.843881856540084,1.022,"EPA",0.849699398797595,"NRS_NC-10107","Forest_Wetland",36.22364287,-78.14354525
"1470",1470,20,"SAP",17,1,1.022,"EPA",0.767816091954023,"NRS_NC-10113","Forest_Wetland",35.95160632,-79.59086722
"1471",1471,28,"SAP",17,0.3125,1.022,"EPA",0.816485225505443,"NRS_NC-10114","Forest_Wetland",35.99602428,-79.48811819
"1472",1472,40,"SAP",21,1,1.022,"EPA",0.86833855799373,"NRS_NC-10122","Forest_Wetland",36.2739,-81.87096
"1473",1473,28,"SAP",26,NA,1.022,"EPA",0.869198312236287,"NRS_NC-10122","Forest_Wetland",36.27389536,-81.87095586
"1474",1474,21,"SAP",21,0.61980909879757,1.022,"EPA",0.945054945054945,"NRS_NC-10123","Forest_Wetland",35.63323,-79.53602
"1475",1475,25,"SAP",27,NA,1.022,"EPA",0.796909492273731,"NRS_NC-10123","Forest_Wetland",35.63322712,-79.53601686
"1476",1476,24,"SAP",21,0.833333333333333,1.022,"EPA",0.781007751937985,"NRS_NC-10133","Forest_Wetland",35.73299,-78.97088
"1477",1477,32,"SAP",21,1,1.022,"EPA",0.837789661319073,"NRS_NC-10136","Forest_Wetland",35.35514,-83.02467
"1478",1478,29,"SAP",27,0.670016750418761,1.022,"EPA",0.785578747628083,"NRS_NC-10136","Forest_Wetland",35.35514394,-83.02465971
"1479",1479,34,"SAP",21,0.364604222116892,1.022,"EPA",0.815837937384899,"NRS_NC-10138","Forest_Wetland",35.3521,-81.32958
"1480",1480,21,"SAP",21,0.95831336847149,1.022,"EPA",0.954198473282443,"NRS_NC-10142","Forest_Wetland",36.25938461,-77.88205316
"1481",1481,21,"CPL",21,0.118999452602518,1.022,"EPA",0.844660194174757,"NRS_NC-10143","Forest_Wetland",34.74249011,-77.02223998
"1482",1482,21,"SAP",26,NA,1.022,"EPA",0.914,"NRS_NC-10150","Forest_Wetland",35.84307624,-81.96907489
"1483",1483,15,"CPL",27,NA,1.022,"EPA",0.93491124260355,"NRS_NC-10226","Forest_Wetland",35.58887324,-77.4127161
"1484",1484,19,"CPL",27,NA,1.022,"EPA",0.706051873198847,"NRS_NC-10270","Agriculture",35.35452808,-79.05784611
"1485",1485,30,"CPL",27,NA,0.743,"EPA",0.622,"NRS_NC-10277","Forest_Wetland",36.07262634,-77.86767156
"1486",1486,25,"CPL",27,NA,0.929,"EPA",0.712215320910973,"NRS_NC-10349","Forest_Wetland",35.98341188,-77.86095318
"1487",1487,26,"SAP",27,NA,0.929,"EPA",0.909090909090909,"NRS_NC-10457","Forest_Wetland",35.99664472,-80.3368354
"1488",1488,35,"SAP",26,0.874967188730423,1.022,"EPA",0.958029197080292,"NRS_NC-10458","Forest_Wetland",35.45111,-83.0675
"1489",1489,30,"SAP",26,0.291664236131366,1.022,"EPA",0.964143426294821,"NRS_NC-10459","Forest_Wetland",35.47361,-83.7228
"1490",1490,18,"TPL",8,0.125,1.022,"EPA",0.840466926070039,"NRS_ND-10005","Forest_Wetland",48.92109,-98.07447
"1491",1491,24,"TPL",16,1,1.022,"EPA",0.69811320754717,"NRS_ND-10006","Agriculture",47.45974483,-96.87661905
"1492",1492,21,"NPL",8,0.2333,1.022,"EPA",0.647422680412371,"NRS_ND-10007","Other",46.03088,-101.61667
"1493",1493,15,"NPL",16,0.266666666666667,1.022,"EPA",0.873563218390805,"NRS_ND-10007","Other",46.03088497,-101.6170808
"1494",1494,28,"NPL",8,0.1833,1.022,"EPA",0.370550161812298,"NRS_ND-10008","Other",46.58915,-101.73285
"1495",1495,24,"NPL",9,0.0208,1.022,"EPA",0.50177304964539,"NRS_ND-10008","Other",46.58915,-101.73285
"1496",1496,36,"NPL",16,0.2,1.022,"EPA",0.679591836734694,"NRS_ND-10008","Other",46.58915632,-101.733273
"1497",1497,22,"NPL",16,1,1.022,"EPA",0.880952380952381,"NRS_ND-10014","Other",46.90918389,-103.5472657
"1498",1498,13,"NPL",8,0.0833,1.022,"EPA",0.324022346368715,"NRS_ND-10035","Other",47.25584,-101.80795
"1499",1499,14,"NPL",16,0.2,1.022,"EPA",0.899419729206963,"NRS_ND-10035","Other",47.25584742,-101.8083965
"1500",1500,24,"NPL",9,0.0417,1.022,"EPA",0.908560311284047,"NRS_ND-10056","Other",47.30457,-102.19245
"1501",1501,18,"NPL",16,0.0666666666666667,1.022,"EPA",0.941060903732809,"NRS_ND-10056","Other",47.30457885,-102.1929032
"1502",1502,14,"NPL",10,1,1.022,"EPA",0.776447105788423,"NRS_ND-10120","Other",47.37905,-102.70479
"1503",1503,14,"NPL",16,0.1,1.022,"EPA",0.527740189445196,"NRS_ND-10120","Other",47.37906317,-102.7052533
"1504",1504,13,"TPL",11,0.225,1.022,"EPA",0.170357751277683,"NRS_ND-10138","Agriculture",48.06337,-100.92051
"1505",1505,13,"TPL",16,0.1,1.022,"EPA",0.798148148148148,"NRS_ND-10138","Agriculture",48.06337856,-100.9209377
"1506",1506,27,"NPL",10,0.2292,1.022,"EPA",0.864628820960699,"NRS_ND-10143","Agriculture",46.99019,-102.88839
"1507",1507,23,"NPL",16,0.433275563258232,1.022,"EPA",0.905967450271248,"NRS_ND-10143","Agriculture",46.99020188,-102.8888491
"1508",1508,13,"NPL",10,0.8958,1.022,"EPA",0.355987055016181,"NRS_ND-10150","Agriculture",46.478,-102.24009
"1509",1509,19,"NPL",16,0.2,1.022,"EPA",0.941176470588235,"NRS_ND-10150","Agriculture",46.47800388,-102.2405319
"1510",1510,22,"NPL",10,0.1875,1.022,"EPA",0.750853242320819,"NRS_ND-10152","Other",46.38959,-100.87239
"1511",1511,29,"NPL",16,0.233317778814746,1.022,"EPA",0.87032967032967,"NRS_ND-10152","Other",46.38958696,-100.8727989
"1512",1512,13,"NPL",11,0.4167,1.022,"EPA",0.478764478764479,"NRS_ND-10156","Other",46.54626,-103.56338
"1513",1513,17,"NPL",17,0.5,1.022,"EPA",0.973484848484849,"NRS_ND-10156","Other",46.54627111,-103.5638483
"1514",1514,10,"TPL",11,0.5,1.022,"EPA",0.828516377649326,"NRS_ND-10165","Agriculture",48.76218,-98.04238
"1515",1515,17,"TPL",17,0.133333333333333,1.022,"EPA",0.870796460176991,"NRS_ND-10165","Agriculture",48.76217456,-98.04276129
"1516",1516,17,"TPL",17,1,0.929,"EPA",0.949843260188088,"NRS_ND-10259","Agriculture",46.11629311,-97.38506348
"1517",1517,18,"NPL",16,0.4,1.022,"EPA",0.978805394990366,"NRS_ND-10260","Other",47.12957903,-102.2341885
"1518",1518,22,"NPL",22,1,1.022,"EPA",0.956140350877193,"NRS_ND-10260","Other",47.12958,-102.2342
"1519",1519,15,"NPL",26,0.562492968837889,1.022,"EPA",0.737676056338028,"NRS_ND-10260","Other",47.1295784,-102.2341882
"1520",1520,21,"NPL",16,0.266666666666667,1.022,"EPA",0.909926470588235,"NRS_ND-10261","Other",47.16033766,-102.0420806
"1521",1521,29,"TPL",17,0.233317778814746,1.022,"EPA",0.839175257731959,"NRS_ND-10262","Agriculture",48.17576022,-97.69985603
"1522",1522,22,"TPL",22,0.562492968837889,1.022,"EPA",0.885496183206107,"NRS_ND-10262","Agriculture",48.17576,-97.69986
"1523",1523,18,"TPL",26,0.125,1.022,"EPA",0.946322067594433,"NRS_ND-10262","Agriculture",48.17575871,-97.69985563
"1524",1524,17,"NPL",21,0.374995312558593,1.022,"EPA",0.710865561694291,"NRS_ND-10263","Other",46.22149,-101.5025
"1525",1525,26,"NPL",27,0.979144227944776,1.022,"EPA",0.887429643527205,"NRS_ND-10263","Other",46.22148963,-101.5025463
"1526",1526,23,"NPL",16,0.1,1.022,"EPA",0.606003752345216,"NRS_ND-10265","Other",46.4179424,-103.5123702
"1527",1527,22,"NPL",21,0.114600045840018,1.022,"EPA",0.913461538461538,"NRS_ND-10265","Other",46.41794,-103.5124
"1528",1528,28,"NPL",26,0.0833333333333333,1.022,"EPA",0.944029850746269,"NRS_ND-10265","Other",46.41794178,-103.5123707
"1529",1529,18,"NPL",16,0.1,1.022,"EPA",0.865874363327674,"NRS_ND-10267","Other",46.79972003,-101.1068409
"1530",1530,25,"NPL",21,0.25,1.022,"EPA",0.931226765799256,"NRS_ND-10267","Other",46.79972,-101.1068
"1531",1531,27,"NPL",27,0.374995312558593,1.022,"EPA",0.859375,"NRS_ND-10267","Other",46.7997188,-101.1068408
"1532",1532,16,"TPL",16,0.3000300030003,1.022,"EPA",0.964169381107492,"NRS_ND-10270","Agriculture",46.76207893,-97.19333858
"1533",1533,16,"NPL",16,0.666666666666667,1.022,"EPA",0.840694006309148,"NRS_ND-10272","Other",47.04645893,-101.1047038
"1534",1534,23,"NPL",21,0.10420031468495,1.022,"EPA",0.897435897435897,"NRS_ND-10272","Other",47.04646,-101.1047
"1535",1535,18,"NPL",27,0.25,1.022,"EPA",0.923679060665362,"NRS_ND-10272","Other",47.04646175,-101.1047045
"1536",1536,21,"NPL",16,0.1,1.022,"EPA",0.618534482758621,"NRS_ND-10273","Other",45.95828509,-103.1202439
"1537",1537,24,"NPL",21,0.145800224532346,0.929,"EPA",0.91254752851711,"NRS_ND-10273","Other",45.95829,-103.1202
"1538",1538,17,"NPL",16,0.166666666666667,1.022,"EPA",0.724137931034483,"NRS_ND-10275","Other",46.05454691,-102.0750985
"1539",1539,16,"NPL",22,0.118500260700574,1.022,"EPA",0.703213610586011,"NRS_ND-10275","Other",46.05455,-102.0751
"1540",1540,4,"TPL",16,0.166666666666667,1.022,"EPA",0.895833333333333,"NRS_ND-10278","Agriculture",48.11971126,-97.17403442
"1541",1541,25,"NPL",16,0.166666666666667,1.022,"EPA",0.720973782771536,"NRS_ND-10279","Other",46.77582075,-101.1706339
"1542",1542,24,"NPL",17,1,1.022,"EPA",0.747549019607843,"NRS_ND-10281","Other",46.00894285,-103.9219732
"1543",1543,18,"NPL",16,0.233317778814746,1.022,"EPA",0.280922431865828,"NRS_ND-10283","Other",46.74676239,-100.7427914
"1544",1544,27,"NPL",17,0.599880023995201,0.929,"EPA",0.888594164456233,"NRS_ND-10285","Other",46.75413656,-102.349092
"1545",1545,21,"NPL",16,0.2,1.022,"EPA",0.716326530612245,"NRS_ND-10291","Other",46.32399426,-101.8133071
"1546",1546,26,"NPL",17,0.56274620146314,1.022,"EPA",0.936752136752137,"NRS_ND-10293","Agriculture",47.28432005,-101.618357
"1547",1547,25,"NPL",16,0.166666666666667,1.022,"EPA",0.959223300970874,"NRS_ND-10295","Other",46.74136434,-101.4838374
"1548",1548,28,"NPL",16,0.866551126516464,1.022,"EPA",0.946428571428571,"NRS_ND-10299","Other",46.27686832,-101.0279655
"1549",1549,23,"NPL",17,0.166666666666667,1.022,"EPA",0.867424242424242,"NRS_ND-10303","Agriculture",47.16788712,-102.6457541
"1550",1550,11,"NPL",21,0.187501171882324,1.022,"EPA",0.965009208103131,"NRS_ND-10303","Agriculture",47.16789,-102.6458
"1551",1551,21,"NPL",26,0.374995312558593,1.022,"EPA",0.736030828516378,"NRS_ND-10303","Agriculture",47.16788743,-102.6457542
"1552",1552,12,"NPL",17,0.56657223796034,1.022,"EPA",0.837894736842105,"NRS_ND-10305","Other",48.36718786,-102.7777969
"1553",1553,21,"TPL",17,0.2,1.022,"EPA",0.869070208728653,"NRS_ND-10310","Agriculture",47.32471283,-97.0365987
"1554",1554,15,"TPL",22,0.291698267312292,1.022,"EPA",0.952191235059761,"NRS_ND-10310","Agriculture",47.32471,-97.0366
"1555",1555,13,"TPL",26,0.5,1.022,"EPA",0.687378640776699,"NRS_ND-10310","Agriculture",47.3247162,-97.0365988
"1556",1556,26,"NPL",17,0.9000900090009,1.022,"EPA",0.920388349514563,"NRS_ND-10311","Other",46.56969834,-101.6613958
"1557",1557,27,"NPL",17,0.2,1.022,"EPA",0.851851851851852,"NRS_ND-10313","Agriculture",45.96721428,-103.1883362
"1558",1558,20,"NPL",17,0.466635557629491,0.929,"EPA",0.970521541950113,"NRS_ND-10319","Other",47.09668968,-101.8016702
"1559",1559,33,"NPL",21,0.026000026000026,1.022,"EPA",0.711072664359862,"NRS_ND-10319","Other",47.09669,-101.8017
"1560",1560,24,"NPL",17,0.133333333333333,0.929,"EPA",0.952015355086372,"NRS_ND-10322","Other",47.27720803,-102.131613
"1561",1561,15,"NPL",17,0.3000300030003,1.022,"EPA",0.909615384615385,"NRS_ND-10327","Other",47.21306694,-101.6901873
"1562",1562,6,"NPL",17,0.166666666666667,1.022,"EPA",0.986,"NRS_ND-10331","Other",46.01407078,-103.2878274
"1563",1563,17,"NPL",17,0.2,1.022,"EPA",0.776371308016878,"NRS_ND-10332","Agriculture",46.4305193,-102.1681364
"1564",1564,19,"NPL",17,0.233317778814746,1.022,"EPA",0.962962962962963,"NRS_ND-10335","Other",47.31478407,-100.91521
"1565",1565,21,"NPL",21,0.43750273439209,1.022,"EPA",0.946714031971581,"NRS_ND-10341","Other",46.27863,-100.2429
"1566",1566,32,"NPL",26,0.333333333333333,1.022,"EPA",0.910536779324056,"NRS_ND-10341","Other",46.27863457,-100.2428553
"1567",1567,19,"NPL",21,0.10420031468495,1.022,"EPA",0.937735849056604,"NRS_ND-10343","Agriculture",47.75863,-103.7374
"1568",1568,21,"NPL",26,0.818330605564648,1.022,"EPA",0.547388781431335,"NRS_ND-10343","Agriculture",47.75862891,-103.7374309
"1569",1569,13,"NPL",21,0.0179000069810027,1.022,"EPA",0.938342967244701,"NRS_ND-10345","Other",46.24855,-101.5315
"1570",1570,17,"NPL",26,0.43750273439209,1.022,"EPA",0.922924901185771,"NRS_ND-10345","Other",46.24854683,-101.5314637
"1571",1571,19,"NPL",22,0.416701391782649,0.929,"EPA",0.899430740037951,"NRS_ND-10349","Other",46.02672,-101.3583
"1572",1572,23,"NPL",22,0.374995312558593,1.022,"EPA",0.985294117647059,"NRS_ND-10350","Other",46.78429,-102.6111
"1573",1573,19,"NPL",22,0.208999519301106,1.022,"EPA",0.776091081593928,"NRS_ND-10351","Agriculture",47.14528,-101.3734
"1574",1574,12,"NPL",22,0.0650999283900788,1.022,"EPA",0.949343339587242,"NRS_ND-10352","Agriculture",46.33039,-102.9981
"1575",1575,16,"NPL",22,0.438308130615823,1.022,"EPA",0.992523364485981,"NRS_ND-10357","Other",45.97747,-102.9781
"1576",1576,17,"NPL",22,0.791702953052015,1.022,"EPA",0.966403162055336,"NRS_ND-10358","Other",48.02285,-102.1922
"1577",1577,14,"NPL",22,0.0520998859012499,1.022,"EPA",0.810444874274661,"NRS_ND-10362","Agriculture",46.91672,-101.6175
"1578",1578,29,"NPL",22,0.166700006668,1.022,"EPA",0.957720588235294,"NRS_ND-10364","Other",46.60633,-100.2571
"1579",1579,14,"NPL",21,0.177100858939166,1.022,"EPA",0.623636363636364,"NRS_ND-10365","Agriculture",46.45899,-102.6568
"1580",1580,29,"NPL",26,0.265625415039711,1.022,"EPA",0.868217054263566,"NRS_ND-10365","Agriculture",46.45898753,-102.6568372
"1581",1581,18,"NPL",22,0.0637999234400919,1.022,"EPA",0.673507462686567,"NRS_ND-10369","Other",46.5037,-102.753
"1582",1582,19,"NPL",26,0.164063525397034,1.022,"EPA",0.82295719844358,"NRS_ND-10369","Other",46.50370263,-102.7530186
"1583",1583,30,"NPL",21,0.135400446821475,1.022,"EPA",0.774475524475524,"NRS_ND-10371","Other",46.75123,-102.3682
"1584",1584,17,"NPL",22,0.583294447036864,1.022,"EPA",0.895669291338583,"NRS_ND-10372","Other",46.05266,-101.4819
"1585",1585,17,"NPL",27,0.874967188730423,1.022,"EPA",0.888446215139442,"NRS_ND-10372","Other",46.0526647,-101.4819041
"1586",1586,15,"NPL",21,0.0364999470750767,1.022,"EPA",0.907056798623064,"NRS_ND-10373","Other",46.21593,-102.6037
"1587",1587,20,"NPL",27,0.0833333333333333,1.022,"EPA",0.87109375,"NRS_ND-10373","Other",46.21592679,-102.6036725
"1588",1588,17,"NPL",21,0.208298616897184,1.022,"EPA",0.314079422382672,"NRS_ND-10375","Agriculture",47.18952,-102.6249
"1589",1589,32,"NPL",22,1,1.022,"EPA",0.920212765957447,"NRS_ND-10380","Other",46.66263,-102.0795
"1590",1590,16,"NPL",21,0.0833000133280021,1.022,"EPA",0.690777576853526,"NRS_ND-10385","Agriculture",46.31488,-101.6123
"1591",1591,14,"NPL",21,0.142900012861001,1.022,"EPA",0.86527514231499,"NRS_ND-10387","Agriculture",45.98051,-102.8498
"1592",1592,15,"NPL",26,0.0416666666666667,1.022,"EPA",0.737410071942446,"NRS_ND-10387","Agriculture",45.98051209,-102.8497856
"1593",1593,17,"NPL",21,0.0625,1.022,"EPA",0.850094876660342,"NRS_ND-10388","Other",47.18226,-101.7943
"1594",1594,23,"NPL",26,0.0516494243671654,1.022,"EPA",0.979439252336449,"NRS_ND-10388","Other",47.1822665,-101.7942644
"1595",1595,19,"NPL",21,1,1.022,"EPA",0.780383795309168,"NRS_ND-10390","Other",47.58122,-102.831
"1596",1596,18,"NPL",22,0.125,1.022,"EPA",0.954802259887006,"NRS_ND-10394","Other",46.83159,-102.5029
"1597",1597,15,"NPL",22,0.687521485046408,1.022,"EPA",0.575525812619503,"NRS_ND-10397","Other",46.61594,-102.0195
"1598",1598,23,"NPL",22,0.476598989610142,1.022,"EPA",0.752895752895753,"NRS_ND-10413","Other",46.55055,-101.705
"1599",1599,20,"NPL",22,0.5,1.022,"EPA",0.891304347826087,"NRS_ND-10415","Other",46.27863,-104.0273
"1600",1600,27,"TPL",22,0.166700006668,1.022,"EPA",0.940384615384615,"NRS_ND-10418","Forest_Wetland",48.83817635,-98.00679836
"1601",1601,18,"SPL",22,0.0520998859012499,1.022,"EPA",0.810810810810811,"NRS_ND-10419","Forest_Wetland",42.7653305,-103.9269517
"1602",1602,13,"NPL",26,0.187501171882324,1.022,"EPA",0.896,"NRS_ND-10423","Agriculture",46.09285611,-103.0352231
"1603",1603,17,"NPL",26,0.374995312558593,1.022,"EPA",0.866920152091255,"NRS_ND-10426","Other",46.76052508,-100.7203535
"1604",1604,21,"NPL",27,0.52734272003375,1.022,"EPA",0.853465346534653,"NRS_ND-10427","Other",46.05064532,-102.0129711
"1605",1605,21,"NPL",27,0.0729165907118847,1.022,"EPA",0.895463510848126,"NRS_ND-10428","Other",46.59192336,-101.791832
"1606",1606,18,"NPL",27,1,1.022,"EPA",0.829396325459318,"NRS_ND-10429","Other",47.23479897,-103.7640739
"1607",1607,13,"NPL",26,0.145834244797363,1.022,"EPA",0.946428571428571,"NRS_ND-10430","Agriculture",46.26385696,-99.89577992
"1608",1608,25,"NPL",26,0.162501218759141,1.022,"EPA",0.753398058252427,"NRS_ND-10431","Agriculture",47.18959483,-102.6300471
"1609",1609,31,"NPL",27,0.0416666666666667,1.022,"EPA",0.895038167938931,"NRS_ND-10432","Forest_Wetland",46.82591411,-100.9301159
"1610",1610,25,"NPL",27,0.255206206614945,1.022,"EPA",0.801104972375691,"NRS_ND-10434","Other",46.04794325,-102.0506694
"1611",1611,24,"TPL",26,0.104166666666667,1.022,"EPA",0.966135458167331,"NRS_ND-10435","Agriculture",46.62079144,-97.54318839
"1612",1612,22,"NPL",27,1,1.022,"EPA",0.946175637393768,"NRS_ND-10439","Other",46.12644511,-101.3410806
"1613",1613,26,"NPL",27,0.0208333333333333,1.022,"EPA",0.908239700374532,"NRS_ND-10440","Agriculture",46.51485277,-102.8278212
"1614",1614,20,"NPL",27,0.0416666666666667,1.022,"EPA",0.924953095684803,"NRS_ND-10444","Agriculture",46.5106953,-102.8201334
"1615",1615,14,"NPL",26,0.0416666666666667,1.022,"EPA",0.734,"NRS_ND-10446","Other",46.82413865,-102.5020916
"1616",1616,24,"TPL",26,1,1.022,"EPA",0.966861598440546,"NRS_ND-10447","Agriculture",47.74264455,-98.854387
"1617",1617,15,"NPL",27,0.125,1.022,"EPA",0.721189591078067,"NRS_ND-10450","Other",46.72340952,-102.8171841
"1618",1618,14,"NPL",27,0.0625,1.022,"EPA",0.797687861271676,"NRS_ND-10451","Other",46.928915,-101.6470576
"1619",1619,17,"TPL",27,0.750018750468762,1.022,"EPA",0.820037105751391,"NRS_ND-10452","Agriculture",48.35382354,-101.5475575
"1620",1620,14,"TPL",27,0.110025525922014,1.022,"EPA",0.931159420289855,"NRS_ND-10455","Agriculture",47.65552979,-100.0890743
"1621",1621,22,"NPL",27,0.458337152809607,1.022,"EPA",0.89492119089317,"NRS_ND-10458","Agriculture",46.35476791,-102.1690376
"1622",1622,26,"TPL",12,0.367,1.022,"EPA",0.852607709750567,"NRS_NE-10006","Agriculture",41.187327,-96.592269
"1623",1623,7,"SPL",12,0.267,1.022,"EPA",0.828264758497317,"NRS_NE-10007","Agriculture",40.596784,-99.163805
"1624",1624,12,"SPL",17,0.152346130408288,1.022,"EPA",0.882352941176471,"NRS_NE-10007","Agriculture",40.59679625,-99.16417361
"1625",1625,25,"SPL",12,0.05,1.022,"EPA",0.910358565737052,"NRS_NE-10009","Other",42.622145,-103.715891
"1626",1626,17,"SPL",12,0.467,1.022,"EPA",0.891634980988593,"NRS_NE-10014","Agriculture",40.715939,-97.755066
"1627",1627,34,"NPL",21,0.604193100114797,1.022,"EPA",0.835820895522388,"NRS_NE-10022","Other",42.8028,-100.5568
"1628",1628,13,"SPL",16,1,1.022,"EPA",0.896434634974533,"NRS_NE-10023","Other",42.44906515,-102.9989592
"1629",1629,17,"SPL",26,0.416666666666667,1.022,"EPA",0.905769230769231,"NRS_NE-10023","Other",42.44906505,-102.9989588
"1630",1630,27,"TPL",21,NA,1.022,"EPA",0.948087431693989,"NRS_NE-10026","Agriculture",41.15205,-96.54845
"1631",1631,20,"SPL",22,0.95831336847149,1.022,"EPA",0.822608695652174,"NRS_NE-10032","Forest_Wetland",40.35743,-98.13044
"1632",1632,29,"NPL",22,1,1.022,"EPA",0.884057971014493,"NRS_NE-10034","Other",42.94804,-99.44767
"1633",1633,17,"SPL",26,0.5,1.022,"EPA",0.920353982300885,"NRS_NE-10035","Agriculture",41.41565715,-98.08896794
"1634",1634,20,"SPL",22,0.833333333333333,1.022,"EPA",0.63531669865643,"NRS_NE-10037","Other",40.62492,-100.5746
"1635",1635,9,"SPL",26,0.125,1.022,"EPA",0.356603773584906,"NRS_NE-10037","Other",40.62492369,-100.5745604
"1636",1636,14,"SPL",22,1,1.022,"EPA",0.893186003683241,"NRS_NE-10040","Forest_Wetland",40.2352,-100.3105
"1637",1637,13,"TPL",21,NA,1.022,"EPA",0.988938053097345,"NRS_NE-10042","Agriculture",41.50319,-96.34988
"1638",1638,26,"TPL",27,1,1.022,"EPA",0.783018867924528,"NRS_NE-10042","Agriculture",41.5031944,-96.34987916
"1639",1639,29,"NPL",21,1,1.022,"EPA",0.895089285714286,"NRS_NE-10050","Other",42.89817,-100.4854
"1640",1640,21,"NPL",26,0.5,1.022,"EPA",0.921005385996409,"NRS_NE-10050","Other",42.89817295,-100.4853861
"1641",1641,16,"SPL",22,0.5,1.022,"EPA",0.969348659003831,"NRS_NE-10051","Other",41.02435,-98.06696
"1642",1642,10,"SPL",21,0.333300003333,1.022,"EPA",0.907578558225508,"NRS_NE-10054","Other",41.39956,-97.15694
"1643",1643,5,"SPL",21,1,1.022,"EPA",0.587786259541985,"NRS_NE-10058","Agriculture",41.67311,-97.67665
"1644",1644,31,"NPL",21,0.208298616897184,1.022,"EPA",0.940850277264325,"NRS_NE-10063","Other",42.79716,-100.0455
"1645",1645,18,"TPL",16,1,1.022,"EPA",0.930394431554524,"NRS_NE-10066","Agriculture",40.90225697,-96.60625678
"1646",1646,18,"TPL",17,1,1.022,"EPA",0.662135922330097,"NRS_NE-10066","Agriculture",40.90225697,-96.60625678
"1647",1647,22,"TPL",21,1,1.022,"EPA",0.252892561983471,"NRS_NE-10066","Agriculture",40.90226,-96.60626
"1648",1648,24,"TPL",27,0.208333333333333,1.022,"EPA",0.479125248508946,"NRS_NE-10066","Agriculture",40.90225738,-96.60625674
"1649",1649,27,"NPL",22,1,1.022,"EPA",0.936034115138593,"NRS_NE-10068","Other",42.93652,-98.81808
"1650",1650,14,"SPL",17,1,1.022,"EPA",0.372093023255814,"NRS_NE-10082","Other",40.1769361,-101.2799858
"1651",1651,14,"SPL",26,1,1.022,"EPA",0.55425219941349,"NRS_NE-10108","Agriculture",40.84165774,-99.74437536
"1652",1652,15,"SPL",22,1,1.022,"EPA",0.94017094017094,"NRS_NE-10113","Other",42.12492,-98.08295
"1653",1653,16,"SPL",22,0.291698267312292,1.022,"EPA",0.775510204081633,"NRS_NE-10116","Agriculture",41.46241,-97.68192
"1654",1654,16,"NPL",22,0.5,1.022,"EPA",0.944029850746269,"NRS_NE-10117","Other",42.81968,-98.26476
"1655",1655,14,"SPL",21,0.750018750468762,1.022,"EPA",0.922651933701657,"NRS_NE-10120","Forest_Wetland",40.6786,-99.48502
