"","tot_abun","YearCont","Year","Ecoregion_NARS","PropID","AreaSampTot_m2","Agency","Gen_ID_Prop","SiteNumber","landuse","Latitude_dd","Longitude_dd"
"1472",373.3464,17.7260273972603,17,"UMW",0.599988000239995,1.022,"EPA",0.618955512572534,"NRS_MN-10087","Forest_Wetland",45.54743517,-93.39001306
"1473",598.525,17.6383561643836,17,"UMW",1,0.743,"EPA",0.828413284132841,"NRS_MN-10090","Forest_Wetland",47.75501859,-91.53362378
"1474",385.4043,22.5205479452055,22,"UMW",1,1.022,"EPA",0.851293103448276,"NRS_MN-10090","Forest_Wetland",47.75502,-91.53362
"1475",2210.6906,17.7123287671233,17,"UMW",0.2,1.022,"EPA",0.859848484848485,"NRS_MN-10100","Forest_Wetland",48.65556412,-94.98697243
"1476",219.1129,21.4849315068493,21,"UMW",1,1.022,"EPA",0.43609022556391,"NRS_MN-10100","Forest_Wetland",48.65556,-94.98697
"1477",535.25,27.5534246575342,27,"UMW",0.729181857955374,1.022,"EPA",0.778409090909091,"NRS_MN-10100","Forest_Wetland",48.65556203,-94.98697239
"1478",544.7839,17.558904109589,17,"UMW",0.766694778808556,1.022,"EPA",0.830443159922929,"NRS_MN-10104","Agriculture",44.51765067,-94.0285755
"1479",612.295,21.4438356164384,21,"UMW",0.52080620801,1.022,"EPA",0.658051689860835,"NRS_MN-10104","Agriculture",44.51765,-94.02858
"1480",1452.4046,27.4602739726027,27,"UMW",0.3125,1.022,"EPA",0.936127744510978,"NRS_MN-10104","Agriculture",44.51765109,-94.02857543
"1481",1085.782,17.5534246575342,17,"UMW",0.133333333333333,1.022,"EPA",0.526,"NRS_MN-10106","Agriculture",44.40724327,-93.61883443
"1482",8.8037,21.4465753424658,21,"UMW",1,1.022,"EPA",0.714285714285714,"NRS_MN-10106","Agriculture",44.40724,-93.61883
"1483",1027.0905,17.6493150684932,17,"UMW",0.2,1.022,"EPA",0.442270058708415,"NRS_MN-10107","Forest_Wetland",48.03552641,-92.90706796
"1484",83.1457,21.4876712328767,21,"UMW",1,1.022,"EPA",0.556756756756757,"NRS_MN-10107","Forest_Wetland",48.03553,-92.90707
"1485",282.6949,27.4575342465753,27,"UMW",1,1.022,"EPA",0.728915662650602,"NRS_MN-10107","Forest_Wetland",48.03552614,-92.9070676
"1486",491.2599,17.6465753424658,17,"UMW",0.900009000090001,1.022,"EPA",0.816546762589928,"NRS_MN-10108","Forest_Wetland",48.3784576,-93.22725607
"1487",886.8957,27.4630136986301,27,"UMW",0.562492968837889,1.022,"EPA",0.956928838951311,"NRS_MN-10108","Forest_Wetland",48.37845866,-93.22725536
"1488",1452.595,17.7150684931507,17,"UMW",0.233334111113704,0.929,"EPA",0.545008183306056,"NRS_MN-10111","Forest_Wetland",48.4723867,-93.80259854
"1489",3631.5,17.7287671232877,17,"TPL",0.166666666666667,0.743,"EPA",0.718849840255591,"NRS_MN-10116","Agriculture",44.20717738,-92.98116751
"1490",1426.7754,17.7068493150685,17,"UMW",0.274235568353215,1.022,"EPA",0.831622176591376,"NRS_MN-10119","Agriculture",47.79805359,-95.38197964
"1491",605.9365,21.6602739726027,21,"UMW",0.874967188730423,1.022,"EPA",0.957597173144876,"NRS_MN-10128","Agriculture",43.56311,-91.73165
"1492",509.0063,27.5369863013699,27,"UMW",0.916674305619213,1.022,"EPA",0.876838235294118,"NRS_MN-10128","Agriculture",43.56310669,-91.73164628
"1493",2197.3878,27.5945205479452,27,"UMW",0.208333333333333,1.022,"EPA",0.868274582560297,"NRS_MN-10128","Agriculture",43.56310669,-91.73164628
"1494",4374.4291,21.6191780821918,21,"TPL",0.125,1.022,"EPA",0.982425307557118,"NRS_MN-10131","Agriculture",44.66968,-94.45606
"1495",559.9109,22.5561643835616,22,"UMW",0.833333333333333,1.022,"EPA",0.937254901960784,"NRS_MN-10132","Forest_Wetland",47.76298,-95.40422
"1496",6080.3785,27.4821917808219,27,"UMW",0.0833333333333333,1.022,"EPA",0.962894248608534,"NRS_MN-10132","Forest_Wetland",47.76297832,-95.40422429
"1497",2507.5794,21.6328767123288,21,"UMW",0.177100858939166,1.022,"EPA",0.855805243445693,"NRS_MN-10134","Agriculture",44.24285,-93.62669
"1498",532.1515,21.6575342465753,21,"UMW",0.874967188730423,1.022,"EPA",0.906666666666667,"NRS_MN-10141","Forest_Wetland",43.81142,-92.09543
"1499",1039.8022,22.5178082191781,22,"UMW",0.427094900486888,1.022,"EPA",0.900990099009901,"NRS_MN-10154","Forest_Wetland",47.29311,-91.56625
"1500",70.4295,27.4328767123288,27,"UMW",1,1.022,"EPA",0.925,"NRS_MN-10154","Forest_Wetland",47.29310861,-91.5662546
"1501",1598.1156,21.4821917808219,21,"TPL",0.238100907164456,1.022,"EPA",0.70961887477314,"NRS_MN-10155","Agriculture",48.10913,-96.11106
"1502",1627.6941,27.427397260274,27,"TPL",0.25,1.022,"EPA",0.774647887323944,"NRS_MN-10155","Agriculture",48.10912487,-96.11105552
"1503",142.8147,27.4849315068493,27,"UMW",1,1.022,"EPA",0.880829015544041,"NRS_MN-10156","Forest_Wetland",46.91546096,-94.042166
"1504",589.5049,21.4301369863014,21,"UMW",0.599017611117767,1.022,"EPA",0.808510638297872,"NRS_MN-10157","Urban",44.94257,-93.02145
"1505",161.4001,22.6547945205479,22,"UMW",1,1.022,"EPA",0.740157480314961,"NRS_MN-10158","Forest_Wetland",47.8959,-90.78157
"1506",548.5312,22.4849315068493,22,"UMW",0.854189800973776,1.022,"EPA",0.923518164435946,"NRS_MN-10160","Forest_Wetland",48.29439,-92.74453
"1507",3227.3543,21.4493150684931,21,"TPL",0.166700006668,1.022,"EPA",0.953206239168111,"NRS_MN-10161","Agriculture",44.17742,-95.60563
"1508",983.5775,22.4602739726027,22,"UMW",0.416701391782649,1.022,"EPA",0.754954954954955,"NRS_MN-10164","Agriculture",43.79339471,-91.48405527
"1509",549.6373,22.4876712328767,22,"UMW",0.708315625442697,1.022,"EPA",0.718132854578097,"NRS_MN-10165","Forest_Wetland",47.87413305,-94.8982721
"1510",773.8206,22.4684931506849,22,"UMW",0.52080620801,1.022,"EPA",0.821917808219178,"NRS_MN-10167","Forest_Wetland",46.78465,-95.14900366
"1511",740.6952,22.4958904109589,22,"UMW",0.645786244752987,1.022,"EPA",0.929657794676806,"NRS_MN-10168","Forest_Wetland",47.84339996,-95.2256244
"1512",318.8874,27.5479452054795,27,"UMW",1,1.022,"EPA",0.812967581047382,"NRS_MN-10173","Urban",44.9438804,-93.01252412
"1513",1730.0233,27.4767123287671,27,"TPL",0.27083389757062,1.022,"EPA",0.949416342412451,"NRS_MN-10174","Forest_Wetland",48.57972898,-95.69162612
"1514",1402.925,27.4246575342466,27,"UMW",0.321429719391855,1.022,"EPA",0.970238095238095,"NRS_MN-10175","Forest_Wetland",48.96363279,-96.22927292
"1515",2774.7089,27.4493150684931,27,"UMW",0.154762825969202,1.022,"EPA",0.893700787401575,"NRS_MN-10176","Forest_Wetland",46.73282879,-95.0939806
"1516",397.1421,27.4383561643836,27,"UMW",1,1.022,"EPA",0.810756972111554,"NRS_MN-10181","Forest_Wetland",47.12473119,-92.5521249
"1517",1419.9686,27.4876712328767,27,"UMW",0.343748925784607,1.022,"EPA",0.861774744027304,"NRS_MN-10182","Forest_Wetland",45.96798235,-94.23937768
"1518",2660.2417,27.4712328767123,27,"UMW",0.134211974392355,1.022,"EPA",0.728846153846154,"NRS_MN-10183","Forest_Wetland",48.49412822,-94.08020957
"1519",942.9679,27.4684931506849,27,"UMW",0.5,1.022,"EPA",0.939571150097466,"NRS_MN-10189","Agriculture",44.75269324,-93.77072533
"1520",1975.2886,27.5424657534247,27,"UMW",0.224825198408238,1.022,"EPA",0.892156862745098,"NRS_MN-10192","Forest_Wetland",43.53442977,-91.3839322
"1521",877.0177,27.5534246575342,27,"UMW",0.583328472262731,1.022,"EPA",0.912891986062718,"NRS_MN-10193","Agriculture",45.58857706,-94.03795065
"1522",290.5201,27.4465753424658,27,"UMW",1,1.022,"EPA",0.967845659163987,"NRS_MN-10194","Forest_Wetland",46.70691196,-94.81103949
"1523",1373.3668,27.5397260273973,27,"UMW",0.333333333333333,1.022,"EPA",0.888045540796964,"NRS_MN-10196","Forest_Wetland",44.24629268,-92.23763048
"1524",1608.1305,27.4383561643836,27,"UMW",0.25,1.022,"EPA",0.865125240847784,"NRS_MN-10198","Forest_Wetland",47.05497249,-95.21715676
"1525",178.0295,27.4438356164384,27,"UMW",1,1.022,"EPA",0.966183574879227,"NRS_MN-10199","Forest_Wetland",46.92118441,-93.02606272
"1526",249.4365,27.4246575342466,27,"UMW",1,1.022,"EPA",0.724517906336088,"NRS_MN-10212","Forest_Wetland",47.606783,-91.46974952
"1527",395.0395,27.5808219178082,27,"UMW",0.856751199451679,1.022,"EPA",0.687861271676301,"NRS_MN-10216","Forest_Wetland",47.90525018,-90.21860332
"1528",1798.2898,27.5616438356164,27,"UMW",0.208333333333333,1.022,"EPA",0.778,"NRS_MN-10219","Forest_Wetland",47.24131721,-94.98502757
"1529",1405.2404,27.7534246575342,27,"UMW",0.291664236131366,1.022,"EPA",0.828740157480315,"NRS_MN-10220","Forest_Wetland",46.92136707,-92.05263872
"1530",247.48,27.5561643835616,27,"TPL",1,1.022,"EPA",0.92,"NRS_MN-10221","Agriculture",44.58233718,-94.2292413
"1531",2222.4148,26.4465753424658,26,"UMW",0.187501171882324,1.022,"EPA",0.740994854202401,"NRS_MN-10232","Forest_Wetland",47.87549,-94.8999
"1532",2073.7452,27.6027397260274,27,"UMW",0.25,1.022,"EPA",0.931458699472759,"NRS_MN-10232","Forest_Wetland",47.87549,-94.8999
"1533",1248.6096,27.6,27,"UMW",0.281246484418945,1.022,"EPA",0.692015209125475,"NRS_MN-10234","Forest_Wetland",47.3975399,-95.1462294
"1534",2805.6834,12.5972602739726,12,"SAP",0.167,1.022,"EPA",0.958,"NRS_MO-10018","Forest_Wetland",37.778285,-91.032034
"1535",1441.0442,16.5397260273973,16,"SAP",0.3000300030003,1.022,"EPA",0.874015748031496,"NRS_MO-10018","Forest_Wetland",37.77833107,-91.03216734
"1536",824.9327,17.427397260274,17,"SAP",0.5,1.115,"EPA",0.529885057471264,"NRS_MO-10018","Forest_Wetland",37.77833107,-91.03216734
"1537",614.4795,12.6,12,"TPL",0.667,1.022,"EPA",0.846464646464646,"NRS_MO-10020","Agriculture",39.146929,-91.392028
"1538",3176.6455,16.786301369863,16,"TPL",0.133333333333333,1.022,"EPA",0.97085201793722,"NRS_MO-10020","Agriculture",39.14697049,-91.39218266
"1539",617.3645,17.3780821917808,17,"TPL",0.766871165644172,1.022,"EPA",0.581947743467934,"NRS_MO-10020","Agriculture",39.14697049,-91.39218266
"1540",624.0801,12.7643835616438,12,"SAP",1,1.022,"EPA",0.870395634379263,"NRS_MO-10024","Forest_Wetland",37.889478,-93.720591
"1541",1737.2501,16.5616438356164,16,"SAP",0.333333333333333,1.022,"EPA",0.891207153502235,"NRS_MO-10024","Forest_Wetland",37.88951196,-93.72079998
"1542",1366.3499,12.7424657534247,12,"TPL",0.567,1.022,"EPA",0.821576763485477,"NRS_MO-10025","Agriculture",39.923761,-95.060929
"1543",1667.7995,16.5205479452055,16,"TPL",0.2,1.022,"EPA",0.726890756302521,"NRS_MO-10025","Agriculture",39.92375623,-95.06118003
"1544",2051.3868,12.7452054794521,12,"TPL",0.175,1.022,"EPA",0.978666666666667,"NRS_MO-10026","Forest_Wetland",40.116541,-92.761945
"1545",56.7347,17.4027397260274,17,"TPL",1,1.022,"EPA",0.952380952380952,"NRS_MO-10026","Forest_Wetland",40.11656931,-92.76214243
"1546",856.3316,12.7616438356164,12,"TPL",0.867,1.022,"EPA",0.882558139534884,"NRS_MO-10027","Agriculture",38.480287,-93.614125
"1547",623.2637,16.5287671232877,16,"TPL",0.56657223796034,1.022,"EPA",0.88433734939759,"NRS_MO-10027","Agriculture",38.48030586,-93.61433623
"1548",92.9275,17.4054794520548,17,"TPL",1,1.022,"EPA",0.852173913043478,"NRS_MO-10030","Agriculture",39.97807985,-91.70303678
"1549",91.9494,16.5232876712329,16,"TPL",1,1.022,"EPA",0.680851063829787,"NRS_MO-10032","Agriculture",39.73426795,-93.94027089
"1550",2147.6574,22.572602739726,22,"SAP",0.166700006668,1.022,"EPA",0.702495201535509,"NRS_MO-10035","Agriculture",36.78477,-93.71443
"1551",718.619,26.6219178082192,26,"SAP",0.750018750468762,1.022,"EPA",0.958260869565217,"NRS_MO-10035","Agriculture",36.78476931,-93.71442822
"1552",916.5648,21.7178082191781,21,"SAP",0.52080620801,1.022,"EPA",0.951923076923077,"NRS_MO-10038","Forest_Wetland",37.88325,-90.54442
"1553",5654.3583,21.7315068493151,21,"SAP",0.0820001476002657,1.022,"EPA",0.942528735632184,"NRS_MO-10039","Forest_Wetland",38.68744,-92.94992
"1554",130.0986,17.4,17,"TPL",1,1.022,"EPA",0.93006993006993,"NRS_MO-10044","Agriculture",40.09405365,-92.83475533
"1555",205.4184,16.7506849315069,16,"TPL",1,1.022,"EPA",0.602240896358543,"NRS_MO-10046","Agriculture",39.21987267,-91.92117078
"1556",5716.1151,21.7342465753425,21,"TPL",0.0729001122661729,1.022,"EPA",0.851063829787234,"NRS_MO-10046","Agriculture",39.21987,-91.92117
"1557",1078.493,26.6547945205479,26,"TPL",0.343748925784607,1.022,"EPA",0.911937377690802,"NRS_MO-10046","Agriculture",39.21987233,-91.92117072
"1558",650.1074,26.6958904109589,26,"TPL",0.361115123501372,1.022,"EPA",0.596654275092937,"NRS_MO-10046","Agriculture",39.21987233,-91.92117072
"1559",34.6714,16.5369863013699,16,"TPL",1,0.836,"EPA",0.852941176470588,"NRS_MO-10055","Agriculture",39.20884366,-92.53459835
"1560",173.1383,16.7315068493151,16,"TPL",1,1.022,"EPA",0.936842105263158,"NRS_MO-10056","Urban",39.09748535,-94.3516648
"1561",107.6001,22.5452054794521,22,"TPL",1,1.022,"EPA",0.840909090909091,"NRS_MO-10056","Urban",39.09749,-94.35166
"1562",223.0255,26.7232876712329,26,"TPL",1,1.022,"EPA",0.820143884892086,"NRS_MO-10056","Urban",39.09748522,-94.3516643
"1563",222.0475,16.5232876712329,16,"SAP",1,1.022,"EPA",0.682492581602374,"NRS_MO-10062","Agriculture",37.42968171,-93.24450517
"1564",1154.2544,17.3808219178082,17,"TPL",0.2,1.022,"EPA",0.772727272727273,"NRS_MO-10067","Agriculture",39.1538803,-91.62585609
"1565",809.5909,17.3671232876712,17,"TPL",0.433275563258232,0.929,"EPA",0.702083333333333,"NRS_MO-10069","Agriculture",39.69717334,-94.88073103
"1566",2983.64,21.6931506849315,21,"TPL",0.129500129500129,1.022,"EPA",0.752747252747253,"NRS_MO-10069","Agriculture",39.69717,-94.88073
"1567",417.8791,17.3835616438356,17,"TPL",0.833333333333333,1.022,"EPA",0.908163265306122,"NRS_MO-10070","Forest_Wetland",39.4414695,-91.52662117
"1568",178.0293,22.6575342465753,22,"TPL",1,1.022,"EPA",0.933333333333333,"NRS_MO-10070","Forest_Wetland",39.44147,-91.52662
"1569",14.6714,17.4054794520548,17,"TPL",0.366703337000367,0.929,"EPA",0.833333333333333,"NRS_MO-10072","Agriculture",39.71144955,-94.15728285
"1570",384.4255,26.7205479452055,26,"TPL",1,1.022,"EPA",0.949275362318841,"NRS_MO-10072","Agriculture",39.71144988,-94.15728298
"1571",1808.414,17.4246575342466,17,"SAP",0.266666666666667,1.022,"EPA",0.944444444444444,"NRS_MO-10073","Agriculture",37.76798723,-93.58093759
"1572",500.8447,22.4383561643836,22,"SAP",0.937470704040499,1.022,"EPA",0.898876404494382,"NRS_MO-10073","Agriculture",37.76799,-93.58094
"1573",346.2764,22.5260273972603,22,"CPL",1,1.022,"EPA",0.973404255319149,"NRS_MO-10092","Agriculture",36.49841,-90.27924
"1574",154.5527,26.5671232876712,26,"CPL",1,1.022,"EPA",0.957575757575758,"NRS_MO-10092","Agriculture",36.49840597,-90.27924365
"1575",223.0258,26.627397260274,26,"CPL",1,1.022,"EPA",0.854785478547855,"NRS_MO-10092","Agriculture",36.49840597,-90.27924365
"1576",2517.086,22.4465753424658,22,"SAP",0.208298616897184,1.022,"EPA",0.933913043478261,"NRS_MO-10095","Forest_Wetland",37.91398,-90.825
"1577",776.6765,26.6383561643836,26,"SAP",0.5,1.022,"EPA",0.755218216318786,"NRS_MO-10095","Forest_Wetland",37.91398474,-90.82499626
"1578",253.3492,22.5397260273973,22,"TPL",1,1.022,"EPA",0.984790874524715,"NRS_MO-10097","Agriculture",40.48774,-93.49837
"1579",128.1421,26.6356164383562,26,"TPL",1,1.022,"EPA",0.452702702702703,"NRS_MO-10097","Agriculture",40.48773578,-93.49836702
"1580",5957.6414,21.7287671232877,21,"TPL",0.0729001122661729,1.022,"EPA",0.795053003533569,"NRS_MO-10098","Agriculture",38.90049,-93.97752
"1581",667.2777,22.5753424657534,22,"SAP",0.687521485046408,1.022,"EPA",0.812824956672444,"NRS_MO-10105","Agriculture",37.2756,-92.44534
"1582",206.3969,26.6986301369863,26,"SAP",1,1.022,"EPA",0.793233082706767,"NRS_MO-10105","Agriculture",37.2756016,-92.44534107
"1583",6995.956,21.7123287671233,21,"SAP",0.0625,1.022,"EPA",0.916179337231969,"NRS_MO-10110","Forest_Wetland",38.28136,-91.3765
"1584",370.7313,26.6438356164384,26,"SAP",1,1.022,"EPA",0.886877828054299,"NRS_MO-10110","Forest_Wetland",38.28136274,-91.37650313
"1585",436.8704,21.6986301369863,21,"TPL",0.973994350832765,1.022,"EPA",0.868110236220472,"NRS_MO-10111","Agriculture",39.34233,-92.81175
"1586",235.742,22.5972602739726,22,"TPL",1,1.022,"EPA",0.588100686498856,"NRS_MO-10121","Agriculture",40.1564,-92.3149
"1587",1029.0477,22.5945205479452,22,"TPL",0.5,1.022,"EPA",0.915077989601387,"NRS_MO-10123","Agriculture",39.97321,-94.31803
"1588",522.3493,22.5424657534247,22,"TPL",1,1.022,"EPA",0.939130434782609,"NRS_MO-10125","Agriculture",40.33135,-93.67325
"1589",118.3603,22.5205479452055,22,"SAP",1,1.022,"EPA",0.923664122137405,"NRS_MO-10126","Urban",38.40648,-90.38821
"1590",470.6629,26.7123287671233,26,"SAP",0.874967188730423,1.022,"EPA",0.815891472868217,"NRS_MO-10126","Urban",38.40647881,-90.38821011
"1591",1086.8768,21.4657534246575,21,"TPL",0.489596083231334,1.022,"EPA",0.962328767123288,"NRS_MO-10129","Agriculture",38.47136765,-93.61712909
"1592",3135.462,21.4684931506849,21,"TPL",0.156298843388559,1.022,"EPA",0.971098265895954,"NRS_MO-10130","Forest_Wetland",40.11645947,-92.7620827
"1593",539.9769,21.4630136986301,21,"TPL",0.874967188730423,1.022,"EPA",0.915572232645403,"NRS_MO-10134","Agriculture",39.65361097,-94.22593174
"1594",267.0438,26.5780821917808,26,"CPL",1,1.022,"EPA",0.920212765957447,"NRS_MO-10139","Agriculture",36.05192296,-90.32523631
"1595",669.0595,26.6986301369863,26,"TPL",0.750018750468762,1.022,"EPA",0.990439770554493,"NRS_MO-10141","Agriculture",40.03628375,-92.54790307
"1596",1200.2286,26.6465753424658,26,"SAP",0.333333333333333,1.022,"EPA",0.793436293436293,"NRS_MO-10143","Forest_Wetland",38.01493863,-91.79721698
"1597",282.6948,26.6630136986301,26,"TPL",1,1.022,"EPA",0.840336134453782,"NRS_MO-10146","Agriculture",39.46322647,-91.13030742
"1598",386.3819,26.627397260274,26,"SAP",1,1.022,"EPA",0.783730158730159,"NRS_MO-10153","Agriculture",37.2983489,-92.41283843
"1599",463.8516,26.7178082191781,26,"SAP",0.924983812783276,0.743,"EPA",0.633663366336634,"NRS_MO-10157","Forest_Wetland",36.56088351,-94.14868317
"1600",728.093,26.7315068493151,26,"SAP",1,0.558,"EPA",0.931972789115646,"NRS_MO-10158","Forest_Wetland",38.07667291,-93.67149884
"1601",685.2167,26.7095890410959,26,"TPL",0.666666666666667,1.022,"EPA",0.940828402366864,"NRS_MO-10159","Agriculture",39.06585111,-92.52016586
"1602",964.4875,26.7342465753425,26,"TPL",0.5,1.022,"EPA",0.959143968871595,"NRS_MO-10160","Agriculture",40.42681225,-94.94433466
"1603",1920.0254,26.7041095890411,26,"SAP",0.233334111113704,1.022,"EPA",0.905138339920949,"NRS_MO-10165","Forest_Wetland",36.65925575,-92.63412036
"1604",1760.7273,26.7287671232877,26,"TPL",0.25,1.022,"EPA",0.875486381322957,"NRS_MO-10167","Agriculture",39.31945038,-94.63354357
"1605",776.2855,26.4712328767123,26,"TPL",0.625,1.022,"EPA",0.941287878787879,"NRS_MO-10169","Agriculture",39.65361,-94.22583
"1606",1805.0592,27.6794520547945,27,"SAP",0.187501171882324,1.022,"EPA",0.62410071942446,"NRS_MO-10174","Forest_Wetland",36.869084,-92.470304
"1607",374.6441,17.4575342465753,17,"CPL",1,1.022,"EPA",0.914489311163896,"NRS_MS-10008","Forest_Wetland",30.76720397,-89.65497288
"1608",157.4876,12.8,12,"CPL",1,1.022,"EPA",0.75,"NRS_MS-10015","Forest_Wetland",31.350949,-90.849543
"1609",314.975,17.5178082191781,17,"CPL",1,1.022,"EPA",0.775656324582339,"NRS_MS-10015","Forest_Wetland",31.35112163,-90.84964514
"1610",246.5019,17.5534246575342,17,"CPL",1,1.022,"EPA",0.775757575757576,"NRS_MS-10024","Agriculture",32.64695978,-90.33467008
"1611",846.8841,22.6027397260274,22,"CPL",0.541711809317443,1.022,"EPA",0.914893617021277,"NRS_MS-10024","Agriculture",32.64696,-90.33467
"1612",187.8112,26.558904109589,26,"CPL",1,1.022,"EPA",0.83265306122449,"NRS_MS-10024","Agriculture",32.64696007,-90.33467001
"1613",24.4548,17.4027397260274,17,"CPL",1,1.022,"EPA",0.490566037735849,"NRS_MS-10026","Forest_Wetland",31.05988801,-88.88820272
"1614",229.8728,22.372602739726,22,"CPL",1,1.022,"EPA",0.833922261484099,"NRS_MS-10026","Forest_Wetland",31.05989,-88.8882
"1615",99.7747,27.6191780821918,27,"CPL",1,1.022,"EPA",0.751824817518248,"NRS_MS-10026","Forest_Wetland",31.05988802,-88.88820285
"1616",204.4406,17.4986301369863,17,"CPL",1,1.022,"EPA",0.762589928057554,"NRS_MS-10027","Forest_Wetland",31.00026568,-91.03949671
"1617",1192.092,22.5397260273973,22,"CPL",0.374995312558593,1.022,"EPA",0.871212121212121,"NRS_MS-10027","Forest_Wetland",31.00027,-91.0395
"1618",313.9968,27.6246575342466,27,"CPL",1,1.022,"EPA",0.934472934472934,"NRS_MS-10027","Forest_Wetland",31.0002661,-91.0394967
"1619",748.3093,17.4246575342466,17,"CPL",0.666666666666667,1.022,"EPA",0.977142857142857,"NRS_MS-10030","Forest_Wetland",32.80646117,-88.55027714
"1620",2939.8264,22.386301369863,22,"CPL",0.166700006668,1.022,"EPA",0.992079207920792,"NRS_MS-10030","Forest_Wetland",32.80646,-88.55028
"1621",333.5607,17.5315068493151,17,"CPL",1,1.022,"EPA",0.734736842105263,"NRS_MS-10034","Forest_Wetland",32.49146753,-89.15185344
"1622",335.5168,22.3835616438356,22,"CPL",1,1.022,"EPA",0.939890710382514,"NRS_MS-10034","Forest_Wetland",32.49147,-89.15185
"1623",142.8147,17.4164383561644,17,"CPL",1,1.022,"EPA",0.869047619047619,"NRS_MS-10037","Forest_Wetland",31.19723352,-89.69055391
"1624",159.4442,17.5616438356164,17,"CPL",1,1.022,"EPA",0.902173913043478,"NRS_MS-10037","Forest_Wetland",31.19723352,-89.69055391
"1625",679.4928,22.4684931506849,22,"CPL",0.750018750468762,1.022,"EPA",0.917398945518453,"NRS_MS-10037","Forest_Wetland",31.19723,-89.69055
"1626",619.1145,22.5150684931507,22,"CPL",0.703086549954299,1.022,"EPA",0.869230769230769,"NRS_MS-10037","Forest_Wetland",31.19723,-89.69055
"1627",13.6947,26.5397260273973,26,"CPL",1,1.022,"EPA",0.636363636363636,"NRS_MS-10037","Forest_Wetland",31.1972336,-89.69055436
"1628",88.0366,26.6191780821918,26,"CPL",1,1.022,"EPA",0.842592592592593,"NRS_MS-10037","Forest_Wetland",31.1972336,-89.69055436
"1629",115.4255,17.5315068493151,17,"CPL",1,1.022,"EPA",0.699421965317919,"NRS_MS-10040","Urban",32.30793009,-90.32894734
"1630",44.9966,17.441095890411,17,"CPL",1,1.022,"EPA",0.901960784313726,"NRS_MS-10043","Forest_Wetland",31.31668821,-90.29968637
"1631",2107.0043,17.5616438356164,17,"CPL",0.5,1.022,"EPA",0.969424460431655,"NRS_MS-10043","Forest_Wetland",31.31668821,-90.29968637
"1632",1272.9565,22.5123287671233,22,"CPL",0.374995312558593,1.022,"EPA",0.955165692007797,"NRS_MS-10043","Forest_Wetland",31.31669,-90.29969
"1633",852.1152,22.5972602739726,22,"CPL",0.562492968837889,1.022,"EPA",0.961165048543689,"NRS_MS-10043","Forest_Wetland",31.31669,-90.29969
"1634",496.305,17.5205479452055,17,"CPL",1,0.743,"EPA",0.9119804400978,"NRS_MS-10050","Forest_Wetland",32.66983934,-89.43451691
"1635",170.2041,17.5561643835616,17,"CPL",1,1.022,"EPA",0.935483870967742,"NRS_MS-10051","Forest_Wetland",33.15909382,-89.96501397
"1636",213.2443,17.5150684931507,17,"CPL",1,1.022,"EPA",0.87109375,"NRS_MS-10055","Forest_Wetland",31.95175587,-90.12811568
"1637",161.4002,17.5917808219178,17,"CPL",1,1.022,"EPA",0.583518930957684,"NRS_MS-10062","Forest_Wetland",32.16149041,-88.8248558
"1638",126.1857,17.4821917808219,17,"CPL",1,1.022,"EPA",0.877551020408163,"NRS_MS-10065","Forest_Wetland",31.79643692,-89.67854599
"1639",119.3381,17.4767123287671,17,"CPL",1,1.022,"EPA",0.763975155279503,"NRS_MS-10075","Forest_Wetland",31.61470413,-90.67871443
"1640",201.5053,17.5534246575342,17,"CPL",1,1.022,"EPA",0.847328244274809,"NRS_MS-10079","Forest_Wetland",32.80068091,-90.401821
"1641",704.2913,17.7013698630137,17,"CPL",0.666666666666667,1.022,"EPA",0.889084507042254,"NRS_MS-10101","Forest_Wetland",31.38937962,-89.73572137
"1642",21.5201,17.7479452054795,17,"CPL",1,1.022,"EPA",0.150684931506849,"NRS_MS-10103","Forest_Wetland",31.67425577,-90.1745308
"1643",364.8621,22.5424657534247,22,"CPL",1,1.022,"EPA",0.890995260663507,"NRS_MS-10133","Forest_Wetland",31.58623,-90.81035
"1644",29.3456,26.5616438356164,26,"CPL",1,1.022,"EPA",0.625,"NRS_MS-10133","Forest_Wetland",31.58623249,-90.8103525
"1645",731.3018,26.6219178082192,26,"CPL",0.687521485046408,1.022,"EPA",0.960714285714286,"NRS_MS-10133","Forest_Wetland",31.58623249,-90.8103525
"1646",2.9346,22.3780821917808,22,"CPL",1,1.022,"EPA",1,"NRS_MS-10134","Forest_Wetland",31.22619,-88.79175
"1647",334.5386,27.7013698630137,27,"CPL",1,1.022,"EPA",0.950276243093923,"NRS_MS-10134","Forest_Wetland",31.22618903,-88.7917482
"1648",273.8916,22.3890410958904,22,"CPL",1,1.022,"EPA",0.71072319201995,"NRS_MS-10135","Forest_Wetland",33.37182,-88.99623
"1649",119.3383,26.5561643835616,26,"CPL",1,1.022,"EPA",0.555066079295154,"NRS_MS-10135","Forest_Wetland",33.37181685,-88.99623441
"1650",228.8951,22.3808219178082,22,"CPL",1,1.022,"EPA",0.873134328358209,"NRS_MS-10136","Forest_Wetland",32.26957,-89.10569
"1651",859.5239,22.6931506849315,22,"CPL",0.541711809317443,1.022,"EPA",0.954091816367265,"NRS_MS-10143","Forest_Wetland",33.60188,-88.84011
"1652",421.5966,27.7178082191781,27,"CPL",1,1.022,"EPA",0.957446808510638,"NRS_MS-10143","Forest_Wetland",33.60188245,-88.84010781
