"","tot_abun","YearCont","Ecoregion_NARS","PropID","AreaSampTot_m2","Agency","SiteNumber"
"1362",1734.1209,21.5178082191781,"TPL",0.3125,1.022,"EPA","NRS_MI-10047"
"1363",2266.9366,17.4356164383562,"UMW",0.266666666666667,1.022,"EPA","NRS_MI-10048"
"1364",1139.7661,21.6547945205479,"UMW",0.458295142071494,1.022,"EPA","NRS_MI-10048"
"1365",371.7096,26.6986301369863,"TPL",1,1.022,"EPA","NRS_MI-10050"
"1366",911.4327,17.5506849315069,"UMW",0.566668555561852,1.022,"EPA","NRS_MI-10055"
"1367",785.1265,21.558904109589,"UMW",0.635404752827551,1.022,"EPA","NRS_MI-10055"
"1368",214.2223,26.5808219178082,"UMW",1,1.022,"EPA","NRS_MI-10055"
"1369",3983.646,17.5232876712329,"UMW",0.133333333333333,1.022,"EPA","NRS_MI-10057"
"1370",1943.5013,21.5780821917808,"UMW",0.273800071188019,1.022,"EPA","NRS_MI-10057"
"1371",739.5055,27.4821917808219,"UMW",0.666666666666667,1.022,"EPA","NRS_MI-10057"
"1372",4313.7823,17.5260273972603,"UMW",0.133333333333333,1.022,"EPA","NRS_MI-10058"
"1373",2102.6386,21.5369863013699,"UMW",0.246099325687848,1.022,"EPA","NRS_MI-10058"
"1374",3561.1768,26.4849315068493,"UMW",0.13541694878531,1.022,"EPA","NRS_MI-10058"
"1375",4165.5753,17.5287671232877,"UMW",0.122109067819376,1.022,"EPA","NRS_MI-10061"
"1376",6141.5253,21.5205479452055,"UMW",0.0833000133280021,1.022,"EPA","NRS_MI-10061"
"1377",257.2619,26.7369863013699,"UMW",1,1.022,"EPA","NRS_MI-10061"
"1378",788.3033,17.427397260274,"UMW",0.733352889410384,1.022,"EPA","NRS_MI-10065"
"1379",444.0949,17.4219178082192,"UMW",1,1.022,"EPA","NRS_MI-10069"
"1380",929.9471,21.6383561643836,"UMW",0.541711809317443,1.022,"EPA","NRS_MI-10069"
"1381",859.186,17.5534246575342,"UMW",0.599988000239995,1.022,"EPA","NRS_MI-10071"
"1382",96.8401,17.4958904109589,"TPL",1,1.022,"EPA","NRS_MI-10078"
"1383",9116.0362,21.5972602739726,"TPL",0.0573000229200092,1.022,"EPA","NRS_MI-10078"
"1384",2807.8202,17.572602739726,"UMW",0.30000300003,0.651,"EPA","NRS_MI-10079"
"1385",2196.4061,21.4821917808219,"UMW",0.239601303431091,1.022,"EPA","NRS_MI-10079"
"1386",2949.444,21.6575342465753,"UMW",0.177100858939166,1.022,"EPA","NRS_MI-10080"
"1387",349.2113,17.5178082191781,"UMW",1,1.022,"EPA","NRS_MI-10081"
"1388",1246.4858,21.586301369863,"UMW",0.458295142071494,1.022,"EPA","NRS_MI-10081"
"1389",2297.3227,17.5150684931507,"UMW",0.233334111113704,1.022,"EPA","NRS_MI-10085"
"1390",693.8389,21.6356164383562,"UMW",0.750018750468762,1.022,"EPA","NRS_MI-10085"
"1391",3958.3437,21.7095890410959,"TPL",0.145800224532346,1.022,"EPA","NRS_MI-10088"
"1392",1308.3196,17.6301369863014,"UMW",0.4,1.022,"EPA","NRS_MI-10089"
"1393",2255.4008,17.627397260274,"UMW",0.233334111113704,1.022,"EPA","NRS_MI-10090"
"1394",2446.6454,21.6986301369863,"UMW",0.208298616897184,1.022,"EPA","NRS_MI-10098"
"1395",377.5787,21.5808219178082,"UMW",1,1.022,"EPA","NRS_MI-10099"
"1396",2230.2539,21.6164383561644,"UMW",0.25,1.022,"EPA","NRS_MI-10100"
"1397",246.5018,21.5232876712329,"UMW",1,1.022,"EPA","NRS_MI-10101"
"1398",146.7273,27.6767123287671,"UMW",1,1.022,"EPA","NRS_MI-10101"
"1399",553.0159,21.6328767123288,"UMW",0.937470704040499,1.022,"EPA","NRS_MI-10102"
"1400",2175.4766,21.5616438356164,"TPL",0.25,1.022,"EPA","NRS_MI-10103"
"1401",570.1621,27.7315068493151,"TPL",0.874967188730423,1.022,"EPA","NRS_MI-10103"
"1402",2034.6183,26.5698630136986,"UMW",0.25,1.022,"EPA","NRS_MI-10109"
"1403",5486.8588,21.6,"TPL",0.0952000152320024,1.022,"EPA","NRS_MI-10114"
"1404",5164.5576,26.4520547945205,"TPL",0.0954590146720506,1.022,"EPA","NRS_MI-10114"
"1405",958.8384,21.5397260273973,"UMW",0.541711809317443,1.022,"EPA","NRS_MI-10115"
"1406",2073.8582,21.6191780821918,"UMW",0.244798041615667,1.022,"EPA","NRS_MI-10116"
"1407",31.3021,27.4630136986301,"UMW",1,1.022,"EPA","NRS_MI-10116"
"1408",1171.5749,21.5835616438356,"UMW",0.43750273439209,1.022,"EPA","NRS_MI-10117"
"1409",2232.3708,27.613698630137,"UMW",0.229168576404803,1.022,"EPA","NRS_MI-10117"
"1410",1643.3458,21.4684931506849,"UMW",0.3125,1.022,"EPA","NRS_MI-10118"
"1411",3039.5806,21.641095890411,"UMW",0.166700006668,1.022,"EPA","NRS_MI-10119"
"1412",625.6447,21.4657534246575,"UMW",0.833333333333333,1.022,"EPA","NRS_MI-10122"
"1413",3918.0081,21.4630136986301,"UMW",0.166700006668,0.929,"EPA","NRS_MI-10123"
"1414",1206.6843,27.5205479452055,"UMW",0.416666666666667,1.022,"EPA","NRS_MI-10127"
"1415",117.3823,26.7150684931507,"UMW",1,1.022,"EPA","NRS_MI-10129"
"1416",38.1493,26.6602739726027,"UMW",1,1.022,"EPA","NRS_MI-10131"
"1417",3434.2356,26.427397260274,"UMW",0.145834244797363,1.022,"EPA","NRS_MI-10132"
"1418",228.8948,26.4821917808219,"UMW",1,1.022,"EPA","NRS_MI-10133"
"1419",517.4587,27.4794520547945,"UMW",1,1.022,"EPA","NRS_MI-10134"
"1420",1190.2508,27.4876712328767,"UMW",0.416666666666667,1.022,"EPA","NRS_MI-10136"
"1421",242.5894,26.6958904109589,"UMW",1,1.022,"EPA","NRS_MI-10138"
"1422",1067.0987,26.7150684931507,"UMW",0.458337152809607,1.022,"EPA","NRS_MI-10139"
"1423",517.4586,26.7205479452055,"UMW",1,1.022,"EPA","NRS_MI-10140"
"1424",835.7589,26.6575342465753,"UMW",0.625,1.022,"EPA","NRS_MI-10141"
"1425",806.0226,26.7123287671233,"UMW",0.625,1.022,"EPA","NRS_MI-10143"
"1426",1135.8016,27.6191780821918,"UMW",0.43750273439209,1.022,"EPA","NRS_MI-10144"
"1427",1837.8795,26.4931506849315,"UMW",0.291664236131366,1.022,"EPA","NRS_MI-10146"
"1428",3288.1688,26.4684931506849,"UMW",0.150825012820126,1.022,"EPA","NRS_MI-10147"
"1429",1227.813,27.4849315068493,"UMW",0.416666666666667,1.022,"EPA","NRS_MI-10148"
"1430",3984.2497,27.4986301369863,"UMW",0.145834244797363,1.022,"EPA","NRS_MI-10149"
"1431",443.1167,26.7013698630137,"UMW",1,1.022,"EPA","NRS_MI-10159"
"1432",438.2259,27.5260273972603,"UMW",1,1.022,"EPA","NRS_MI-10161"
"1433",461.7022,27.6904109589041,"UMW",1,1.022,"EPA","NRS_MI-10164"
"1434",3370.032,26.4438356164384,"TPL",0.166666666666667,0.929,"EPA","NRS_MI-10165"
"1435",2999.1058,26.5479452054795,"UMW",0.166666666666667,1.022,"EPA","NRS_MI-10166"
"1436",543.5677,12.6383561643836,"UMW",0.817,1.022,"EPA","NRS_MN-10019"
"1437",6479.4767,17.613698630137,"UMW",0.0833333333333333,1.022,"EPA","NRS_MN-10019"
"1438",8077.1737,17.6082191780822,"UMW",0.0833333333333333,0.836,"EPA","NRS_MN-10024"
"1439",14861.712,17.6958904109589,"UMW",0.0833333333333333,0.929,"EPA","NRS_MN-10024"
"1440",4294.2177,12.7068493150685,"UMW",0.1,1.022,"EPA","NRS_MN-10026"
"1441",5781.054,17.7205479452055,"UMW",0.1,1.022,"EPA","NRS_MN-10026"
"1442",3402.312,17.6356164383562,"UMW",0.166666666666667,0.929,"EPA","NRS_MN-10027"
"1443",1571.6119,12.6246575342466,"UMW",0.3,1.022,"EPA","NRS_MN-10028"
"1444",4544.3398,17.6547945205479,"UMW",0.233334111113704,1.022,"EPA","NRS_MN-10028"
"1445",968.4008,12.7095890410959,"UMW",0.5,1.022,"EPA","NRS_MN-10029"
"1446",3748.883,17.6164383561644,"UMW",0.133333333333333,1.022,"EPA","NRS_MN-10029"
"1447",1650.4589,12.6986301369863,"UMW",0.275,1.022,"EPA","NRS_MN-10037"
"1448",5864.2,17.6191780821918,"UMW",0.1,0.929,"EPA","NRS_MN-10037"
"1449",512.8628,12.7013698630137,"TPL",0.967,1.022,"EPA","NRS_MN-10043"
"1450",465.0717,17.7041095890411,"TPL",1,0.836,"EPA","NRS_MN-10043"
"1451",1456.7767,12.813698630137,"UMW",0.233,1.022,"EPA","NRS_MN-10047"
"1452",2193.5733,17.6246575342466,"UMW",0.266666666666667,1.022,"EPA","NRS_MN-10047"
"1453",2242.8241,16.7342465753425,"TPL",0.233334111113704,1.022,"EPA","NRS_MN-10057"
"1454",455.8328,21.6383561643836,"TPL",1,1.022,"EPA","NRS_MN-10057"
"1455",5223.4906,16.7534246575342,"UMW",0.1,1.022,"EPA","NRS_MN-10058"
"1456",152.5967,21.5780821917808,"UMW",1,1.022,"EPA","NRS_MN-10058"
"1457",7292.3453,16.7369863013699,"TPL",0.0666666666666667,1.022,"EPA","NRS_MN-10061"
"1458",213.2438,21.5945205479452,"TPL",1,1.022,"EPA","NRS_MN-10061"
"1459",683.4054,21.6356164383562,"TPL",0.750018750468762,1.022,"EPA","NRS_MN-10061"
"1460",457.7891,27.5342465753425,"TPL",1,1.022,"EPA","NRS_MN-10061"
"1461",1419.615,27.6493150684932,"TPL",0.354170355941208,1.022,"EPA","NRS_MN-10061"
"1462",4186.6184,17.7232876712329,"UMW",0.125,1.022,"EPA","NRS_MN-10063"
"1463",478.3311,22.5397260273973,"UMW",1,1.022,"EPA","NRS_MN-10063"
"1464",1396.8428,16.7506849315069,"UMW",0.333333333333333,1.022,"EPA","NRS_MN-10073"
"1465",317.909,21.6219178082192,"UMW",1,1.022,"EPA","NRS_MN-10073"
"1466",7316.7822,16.7616438356164,"UMW",0.0750001875004688,1.022,"EPA","NRS_MN-10074"
"1467",335.517,21.5835616438356,"UMW",1,1.022,"EPA","NRS_MN-10074"
"1468",3072.3539,16.7452054794521,"UMW",0.233334111113704,0.743,"EPA","NRS_MN-10080"
"1469",2493.6063,21.4684931506849,"UMW",0.208298616897184,1.022,"EPA","NRS_MN-10080"
"1470",1251.2898,27.5397260273973,"UMW",0.416666666666667,1.022,"EPA","NRS_MN-10080"
"1471",874.7521,22.6164383561644,"UMW",0.601612321020335,1.022,"EPA","NRS_MN-10081"
"1472",2806.4236,27.558904109589,"UMW",0.182292141385785,1.022,"EPA","NRS_MN-10081"
"1473",842.8829,17.7260273972603,"UMW",0.599988000239995,1.022,"EPA","NRS_MN-10087"
"1474",728.99,17.6383561643836,"UMW",1,0.743,"EPA","NRS_MN-10090"
"1475",453.8773,22.5205479452055,"UMW",1,1.022,"EPA","NRS_MN-10090"
"1476",2582.3995,17.7123287671233,"UMW",0.2,1.022,"EPA","NRS_MN-10100"
"1477",520.393,21.4849315068493,"UMW",1,1.022,"EPA","NRS_MN-10100"
"1478",708.3009,27.5534246575342,"UMW",0.729181857955374,1.022,"EPA","NRS_MN-10100"
"1479",662.1613,17.558904109589,"UMW",0.766694778808556,1.022,"EPA","NRS_MN-10104"
"1480",939.1028,21.4438356164384,"UMW",0.52080620801,1.022,"EPA","NRS_MN-10104"
"1481",1568.2214,27.4602739726027,"UMW",0.3125,1.022,"EPA","NRS_MN-10104"
"1482",3668.1821,17.5534246575342,"UMW",0.133333333333333,1.022,"EPA","NRS_MN-10106"
"1483",13.6947,21.4465753424658,"UMW",1,1.022,"EPA","NRS_MN-10106"
"1484",2499.2539,17.6493150684932,"UMW",0.2,1.022,"EPA","NRS_MN-10107"
"1485",180.9641,21.4876712328767,"UMW",1,1.022,"EPA","NRS_MN-10107"
"1486",487.1351,27.4575342465753,"UMW",1,1.022,"EPA","NRS_MN-10107"
"1487",603.2064,17.6465753424658,"UMW",0.900009000090001,1.022,"EPA","NRS_MN-10108"
"1488",928.6319,27.4630136986301,"UMW",0.562492968837889,1.022,"EPA","NRS_MN-10108"
"1489",2817.5731,17.7150684931507,"UMW",0.233334111113704,0.929,"EPA","NRS_MN-10111"
"1490",5051.82,17.7287671232877,"TPL",0.166666666666667,0.743,"EPA","NRS_MN-10116"
"1491",1737.0989,17.7068493150685,"UMW",0.274235568353215,1.022,"EPA","NRS_MN-10119"
"1492",631.6497,21.6602739726027,"UMW",0.874967188730423,1.022,"EPA","NRS_MN-10128"
"1493",580.5019,27.5369863013699,"UMW",0.916674305619213,1.022,"EPA","NRS_MN-10128"
"1494",2530.7522,27.5945205479452,"UMW",0.208333333333333,1.022,"EPA","NRS_MN-10128"
"1495",4452.6837,21.6191780821918,"TPL",0.125,1.022,"EPA","NRS_MN-10131"
"1496",598.6469,22.5561643835616,"UMW",0.833333333333333,1.022,"EPA","NRS_MN-10132"
"1497",6326.8802,27.4821917808219,"UMW",0.0833333333333333,1.022,"EPA","NRS_MN-10132"
"1498",2932.8737,21.6328767123288,"UMW",0.177100858939166,1.022,"EPA","NRS_MN-10134"
"1499",583.5779,21.6575342465753,"UMW",0.874967188730423,1.022,"EPA","NRS_MN-10141"
"1500",1156.6078,22.5178082191781,"UMW",0.427094900486888,1.022,"EPA","NRS_MN-10154"
"1501",78.2551,27.4328767123288,"UMW",1,1.022,"EPA","NRS_MN-10154"
"1502",2263.6548,21.4821917808219,"TPL",0.238100907164456,1.022,"EPA","NRS_MN-10155"
"1503",2222.4285,27.427397260274,"TPL",0.25,1.022,"EPA","NRS_MN-10155"
"1504",188.7893,27.4849315068493,"UMW",1,1.022,"EPA","NRS_MN-10156"
"1505",844.2493,21.4301369863014,"UMW",0.599017611117767,1.022,"EPA","NRS_MN-10157"
"1506",248.4583,22.6547945205479,"UMW",1,1.022,"EPA","NRS_MN-10158"
"1507",598.9184,22.4849315068493,"UMW",0.854189800973776,1.022,"EPA","NRS_MN-10160"
"1508",3385.7881,21.4493150684931,"TPL",0.166700006668,1.022,"EPA","NRS_MN-10161"
"1509",1302.8293,22.4602739726027,"UMW",0.416701391782649,1.022,"EPA","NRS_MN-10164"
"1510",769.2159,22.4876712328767,"UMW",0.708315625442697,1.022,"EPA","NRS_MN-10165"
"1511",959.7629,22.4684931506849,"UMW",0.52080620801,1.022,"EPA","NRS_MN-10167"
"1512",796.7395,22.4958904109589,"UMW",0.645786244752987,1.022,"EPA","NRS_MN-10168"
"1513",388.3384,27.5479452054795,"UMW",1,1.022,"EPA","NRS_MN-10173"
"1514",1856.4339,27.4767123287671,"TPL",0.27083389757062,1.022,"EPA","NRS_MN-10174"
"1515",1533.7834,27.4246575342466,"UMW",0.321429719391855,1.022,"EPA","NRS_MN-10175"
"1516",3210.8248,27.4493150684931,"UMW",0.154762825969202,1.022,"EPA","NRS_MN-10176"
"1517",491.0477,27.4383561643836,"UMW",1,1.022,"EPA","NRS_MN-10181"
"1518",1664.6928,27.4876712328767,"UMW",0.343748925784607,1.022,"EPA","NRS_MN-10182"
"1519",3775.357,27.4712328767123,"UMW",0.134211974392355,1.022,"EPA","NRS_MN-10183"
"1520",1003.6151,27.4684931506849,"UMW",0.5,1.022,"EPA","NRS_MN-10189"
"1521",2218.9367,27.5424657534247,"UMW",0.224825198408238,1.022,"EPA","NRS_MN-10192"
"1522",960.8626,27.5534246575342,"UMW",0.583328472262731,1.022,"EPA","NRS_MN-10193"
"1523",304.2146,27.4465753424658,"UMW",1,1.022,"EPA","NRS_MN-10194"
"1524",1546.5049,27.5397260273973,"UMW",0.333333333333333,1.022,"EPA","NRS_MN-10196"
"1525",2030.7049,27.4383561643836,"UMW",0.25,1.022,"EPA","NRS_MN-10198"
"1526",202.484,27.4438356164384,"UMW",1,1.022,"EPA","NRS_MN-10199"
"1527",355.0804,27.4246575342466,"UMW",1,1.022,"EPA","NRS_MN-10212"
"1528",592.559,27.5808219178082,"UMW",0.856751199451679,1.022,"EPA","NRS_MN-10216"
"1529",2347.6368,27.5616438356164,"UMW",0.208333333333333,1.022,"EPA","NRS_MN-10219"
"1530",1700.3743,27.7534246575342,"UMW",0.291664236131366,1.022,"EPA","NRS_MN-10220"
"1531",269.0001,27.5561643835616,"TPL",1,1.022,"EPA","NRS_MN-10221"
"1532",3041.4739,26.4465753424658,"UMW",0.187501171882324,1.022,"EPA","NRS_MN-10232"
"1533",2226.3415,27.6027397260274,"UMW",0.25,1.022,"EPA","NRS_MN-10232"
"1534",1829.4393,27.6,"UMW",0.281246484418945,1.022,"EPA","NRS_MN-10234"
"1535",2928.6883,12.5972602739726,"SAP",0.167,1.022,"EPA","NRS_MO-10018"
"1536",1656.2227,16.5397260273973,"SAP",0.3000300030003,1.022,"EPA","NRS_MO-10018"
"1537",1560.1993,17.427397260274,"SAP",0.5,1.115,"EPA","NRS_MO-10018"
"1538",725.9364,12.6,"TPL",0.667,1.022,"EPA","NRS_MO-10020"
"1539",3272.0183,16.786301369863,"TPL",0.133333333333333,1.022,"EPA","NRS_MO-10020"
"1540",1074.0106,17.3780821917808,"TPL",0.766871165644172,1.022,"EPA","NRS_MO-10020"
"1541",717.0075,12.7643835616438,"SAP",1,1.022,"EPA","NRS_MO-10024"
"1542",1969.0791,16.5616438356164,"SAP",0.333333333333333,1.022,"EPA","NRS_MO-10024"
"1543",1663.0823,12.7424657534247,"TPL",0.567,1.022,"EPA","NRS_MO-10025"
"1544",2328.0721,16.5205479452055,"TPL",0.2,1.022,"EPA","NRS_MO-10025"
"1545",2096.1037,12.7452054794521,"TPL",0.175,1.022,"EPA","NRS_MO-10026"
"1546",61.6257,17.4027397260274,"TPL",1,1.022,"EPA","NRS_MO-10026"
"1547",970.2834,12.7616438356164,"TPL",0.867,1.022,"EPA","NRS_MO-10027"
"1548",716.4943,16.5287671232877,"TPL",0.56657223796034,1.022,"EPA","NRS_MO-10027"
"1549",112.4912,17.4054794520548,"TPL",1,1.022,"EPA","NRS_MO-10030"
"1550",137.9242,16.5232876712329,"TPL",1,1.022,"EPA","NRS_MO-10032"
"1551",3033.7128,22.572602739726,"SAP",0.166700006668,1.022,"EPA","NRS_MO-10035"
"1552",749.9199,26.6219178082192,"SAP",0.750018750468762,1.022,"EPA","NRS_MO-10035"
"1553",976.6672,21.7178082191781,"SAP",0.52080620801,1.022,"EPA","NRS_MO-10038"
"1554",6226.9515,21.7315068493151,"SAP",0.0820001476002657,1.022,"EPA","NRS_MO-10039"
"1555",139.8804,17.4,"TPL",1,1.022,"EPA","NRS_MO-10044"
"1556",347.2549,16.7506849315069,"TPL",1,1.022,"EPA","NRS_MO-10046"
"1557",7567.8143,21.7342465753425,"TPL",0.0729001122661729,1.022,"EPA","NRS_MO-10046"
"1558",1454.116,26.6547945205479,"TPL",0.343748925784607,1.022,"EPA","NRS_MO-10046"
"1559",1457.3243,26.6958904109589,"TPL",0.361115123501372,1.022,"EPA","NRS_MO-10046"
"1560",40.6492,16.5369863013699,"TPL",1,0.836,"EPA","NRS_MO-10055"
"1561",185.8546,16.7315068493151,"TPL",1,1.022,"EPA","NRS_MO-10056"
"1562",129.1204,22.5452054794521,"TPL",1,1.022,"EPA","NRS_MO-10056"
"1563",271.9347,26.7232876712329,"TPL",1,1.022,"EPA","NRS_MO-10056"
"1564",328.6694,16.5232876712329,"SAP",1,1.022,"EPA","NRS_MO-10062"
"1565",1506.3998,17.3808219178082,"TPL",0.2,1.022,"EPA","NRS_MO-10067"
"1566",1192.0357,17.3671232876712,"TPL",0.433275563258232,0.929,"EPA","NRS_MO-10069"
"1567",4124.2215,21.6931506849315,"TPL",0.129500129500129,1.022,"EPA","NRS_MO-10069"
"1568",460.1365,17.3835616438356,"TPL",0.833333333333333,1.022,"EPA","NRS_MO-10070"
"1569",190.7458,22.6575342465753,"TPL",1,1.022,"EPA","NRS_MO-10070"
"1570",17.6057,17.4054794520548,"TPL",0.366703337000367,0.929,"EPA","NRS_MO-10072"
"1571",404.9674,26.7205479452055,"TPL",1,1.022,"EPA","NRS_MO-10072"
"1572",1914.7913,17.4246575342466,"SAP",0.266666666666667,1.022,"EPA","NRS_MO-10073"
"1573",557.1897,22.4383561643836,"SAP",0.937470704040499,1.022,"EPA","NRS_MO-10073"
"1574",367.7965,22.5260273972603,"CPL",1,1.022,"EPA","NRS_MO-10092"
"1575",161.3999,26.5671232876712,"CPL",1,1.022,"EPA","NRS_MO-10092"
"1576",296.3896,26.627397260274,"CPL",1,1.022,"EPA","NRS_MO-10092"
"1577",2700.2323,22.4465753424658,"SAP",0.208298616897184,1.022,"EPA","NRS_MO-10095"
"1578",1031.004,26.6383561643836,"SAP",0.5,1.022,"EPA","NRS_MO-10095"
"1579",257.262,22.5397260273973,"TPL",1,1.022,"EPA","NRS_MO-10097"
"1580",289.5424,26.6356164383562,"TPL",1,1.022,"EPA","NRS_MO-10097"
"1581",7594.651,21.7287671232877,"TPL",0.0729001122661729,1.022,"EPA","NRS_MO-10098"
"1582",820.9365,22.5753424657534,"SAP",0.687521485046408,1.022,"EPA","NRS_MO-10105"
"1583",260.197,26.6986301369863,"SAP",1,1.022,"EPA","NRS_MO-10105"
"1584",8028.9158,21.7123287671233,"SAP",0.0625,1.022,"EPA","NRS_MO-10110"
"1585",432.357,26.6438356164384,"SAP",1,1.022,"EPA","NRS_MO-10110"
"1586",510.1843,21.6986301369863,"TPL",0.973994350832765,1.022,"EPA","NRS_MO-10111"
"1587",427.4657,22.5972602739726,"TPL",1,1.022,"EPA","NRS_MO-10121"
"1588",1128.8223,22.5945205479452,"TPL",0.5,1.022,"EPA","NRS_MO-10123"
"1589",562.4548,22.5424657534247,"TPL",1,1.022,"EPA","NRS_MO-10125"
"1590",125.2077,22.5205479452055,"SAP",1,1.022,"EPA","NRS_MO-10126"
"1591",572.3978,26.7123287671233,"SAP",0.874967188730423,1.022,"EPA","NRS_MO-10126"
"1592",1166.7942,21.4657534246575,"TPL",0.489596083231334,1.022,"EPA","NRS_MO-10129"
"1593",3248.1132,21.4684931506849,"TPL",0.156298843388559,1.022,"EPA","NRS_MO-10130"
"1594",595.8751,21.4630136986301,"TPL",0.874967188730423,1.022,"EPA","NRS_MO-10134"
"1595",367.7966,26.5780821917808,"CPL",1,1.022,"EPA","NRS_MO-10139"
"1596",682.1015,26.6986301369863,"TPL",0.750018750468762,1.022,"EPA","NRS_MO-10141"
"1597",1505.4208,26.6465753424658,"SAP",0.333333333333333,1.022,"EPA","NRS_MO-10143"
"1598",347.2548,26.6630136986301,"TPL",1,1.022,"EPA","NRS_MO-10146"
"1599",493.0038,26.627397260274,"SAP",1,1.022,"EPA","NRS_MO-10153"
"1600",729.9482,26.7178082191781,"SAP",0.924983812783276,0.743,"EPA","NRS_MO-10157"
"1601",789.0661,26.7315068493151,"SAP",1,0.558,"EPA","NRS_MO-10158"
"1602",743.9077,26.7095890410959,"TPL",0.666666666666667,1.022,"EPA","NRS_MO-10159"
"1603",1005.5714,26.7342465753425,"TPL",0.5,1.022,"EPA","NRS_MO-10160"
"1604",2121.2507,26.7041095890411,"SAP",0.233334111113704,1.022,"EPA","NRS_MO-10165"
"1605",2011.1419,26.7287671232877,"TPL",0.25,1.022,"EPA","NRS_MO-10167"
"1606",826.3684,26.4712328767123,"TPL",0.625,1.022,"EPA","NRS_MO-10169"
"1607",2895.3989,27.6794520547945,"SAP",0.187501171882324,1.022,"EPA","NRS_MO-10174"
"1608",411.8153,17.4575342465753,"CPL",1,1.022,"EPA","NRS_MS-10008"
"1609",262.1531,12.8,"CPL",1,1.022,"EPA","NRS_MS-10015"
"1610",409.8586,17.5178082191781,"CPL",1,1.022,"EPA","NRS_MS-10015"
"1611",321.822,17.5534246575342,"CPL",1,1.022,"EPA","NRS_MS-10024"
"1612",933.5586,22.6027397260274,"CPL",0.541711809317443,1.022,"EPA","NRS_MS-10024"
"1613",239.6547,26.558904109589,"CPL",1,1.022,"EPA","NRS_MS-10024"
"1614",51.844,17.4027397260274,"CPL",1,1.022,"EPA","NRS_MS-10026"
"1615",275.8475,22.372602739726,"CPL",1,1.022,"EPA","NRS_MS-10026"
"1616",134.0112,27.6191780821918,"CPL",1,1.022,"EPA","NRS_MS-10026"
"1617",271.9352,17.4986301369863,"CPL",1,1.022,"EPA","NRS_MS-10027"
"1618",1377.2967,22.5397260273973,"CPL",0.374995312558593,1.022,"EPA","NRS_MS-10027"
"1619",343.3423,27.6246575342466,"CPL",1,1.022,"EPA","NRS_MS-10027"
"1620",770.3185,17.4246575342466,"CPL",0.666666666666667,1.022,"EPA","NRS_MS-10030"
"1621",2963.298,22.386301369863,"CPL",0.166700006668,1.022,"EPA","NRS_MS-10030"
"1622",464.6371,17.5315068493151,"CPL",1,1.022,"EPA","NRS_MS-10034"
"1623",358.0152,22.3835616438356,"CPL",1,1.022,"EPA","NRS_MS-10034"
"1624",164.3347,17.4164383561644,"CPL",1,1.022,"EPA","NRS_MS-10037"
"1625",179.9862,17.5616438356164,"CPL",1,1.022,"EPA","NRS_MS-10037"
"1626",742.0947,22.4684931506849,"CPL",0.750018750468762,1.022,"EPA","NRS_MS-10037"
"1627",723.4596,22.5150684931507,"CPL",0.703086549954299,1.022,"EPA","NRS_MS-10037"
"1628",21.5202,26.5397260273973,"CPL",1,1.022,"EPA","NRS_MS-10037"
"1629",105.6441,26.6191780821918,"CPL",1,1.022,"EPA","NRS_MS-10037"
"1630",168.2474,17.5315068493151,"CPL",1,1.022,"EPA","NRS_MS-10040"
"1631",49.8875,17.441095890411,"CPL",1,1.022,"EPA","NRS_MS-10043"
"1632",2175.4773,17.5616438356164,"CPL",0.5,1.022,"EPA","NRS_MS-10043"
"1633",1338.1693,22.5123287671233,"CPL",0.374995312558593,1.022,"EPA","NRS_MS-10043"
"1634",895.5904,22.5972602739726,"CPL",0.562492968837889,1.022,"EPA","NRS_MS-10043"
"1635",550.105,17.5205479452055,"CPL",1,0.743,"EPA","NRS_MS-10050"
"1636",181.9423,17.5561643835616,"CPL",1,1.022,"EPA","NRS_MS-10051"
"1637",250.4153,17.5150684931507,"CPL",1,1.022,"EPA","NRS_MS-10055"
"1638",439.204,17.5917808219178,"CPL",1,1.022,"EPA","NRS_MS-10062"
"1639",143.793,17.4821917808219,"CPL",1,1.022,"EPA","NRS_MS-10065"
"1640",157.4873,17.4767123287671,"CPL",1,1.022,"EPA","NRS_MS-10075"
"1641",256.2835,17.5534246575342,"CPL",1,1.022,"EPA","NRS_MS-10079"
"1642",833.4114,17.7013698630137,"CPL",0.666666666666667,1.022,"EPA","NRS_MS-10101"
"1643",142.8147,17.7479452054795,"CPL",1,1.022,"EPA","NRS_MS-10103"
"1644",412.7929,22.5424657534247,"CPL",1,1.022,"EPA","NRS_MS-10133"
"1645",46.9529,26.5616438356164,"CPL",1,1.022,"EPA","NRS_MS-10133"
"1646",796.7492,26.6219178082192,"CPL",0.687521485046408,1.022,"EPA","NRS_MS-10133"
"1647",2.9346,22.3780821917808,"CPL",1,1.022,"EPA","NRS_MS-10134"
"1648",354.1024,27.7013698630137,"CPL",1,1.022,"EPA","NRS_MS-10134"
"1649",391.2736,22.3890410958904,"CPL",1,1.022,"EPA","NRS_MS-10135"
"1650",222.0474,26.5561643835616,"CPL",1,1.022,"EPA","NRS_MS-10135"
"1651",262.1534,22.3808219178082,"CPL",1,1.022,"EPA","NRS_MS-10136"
"1652",904.6667,22.6931506849315,"CPL",0.541711809317443,1.022,"EPA","NRS_MS-10143"
"1653",459.7459,27.7178082191781,"CPL",1,1.022,"EPA","NRS_MS-10143"
"1654",1463.3781,22.4575342465753,"CPL",0.374995312558593,1.022,"EPA","NRS_MS-10145"
