"","alpha","Ecoregion_NARS","Year","PropID","AreaSampTot_m2","Agency","Gen_ID_Prop","SiteNumber"
"1146",43,"UMW",22,0.833333333333333,1.022,"EPA",0.937254901960784,"NRS_MN-10132"
"1147",33,"UMW",27,0.0833333333333333,1.022,"EPA",0.962894248608534,"NRS_MN-10132"
"1148",31,"UMW",21,0.177100858939166,1.022,"EPA",0.855805243445693,"NRS_MN-10134"
"1149",36,"UMW",21,0.874967188730423,1.022,"EPA",0.906666666666667,"NRS_MN-10141"
"1150",45,"UMW",22,0.427094900486888,1.022,"EPA",0.900990099009901,"NRS_MN-10154"
"1151",25,"TPL",21,0.238100907164456,1.022,"EPA",0.70961887477314,"NRS_MN-10155"
"1152",25,"TPL",27,0.25,1.022,"EPA",0.774647887323944,"NRS_MN-10155"
"1153",34,"UMW",21,0.599017611117767,1.022,"EPA",0.808510638297872,"NRS_MN-10157"
"1154",40,"UMW",22,0.854189800973776,1.022,"EPA",0.923518164435946,"NRS_MN-10160"
"1155",23,"TPL",21,0.166700006668,1.022,"EPA",0.953206239168111,"NRS_MN-10161"
"1156",27,"TPL",21,NA,1.022,"EPA",0.989071038251366,"NRS_MN-10162"
"1157",26,"UMW",22,0.416701391782649,1.022,"EPA",0.754954954954955,"NRS_MN-10164"
"1158",42,"UMW",22,0.708315625442697,1.022,"EPA",0.718132854578097,"NRS_MN-10165"
"1159",60,"UMW",22,0.52080620801,1.022,"EPA",0.821917808219178,"NRS_MN-10167"
"1160",35,"UMW",22,0.645786244752987,1.022,"EPA",0.929657794676806,"NRS_MN-10168"
"1161",16,"TPL",21,NA,1.022,"EPA",0.970967741935484,"NRS_MN-10170"
"1162",26,"UMW",27,1,1.022,"EPA",0.812967581047382,"NRS_MN-10173"
"1163",28,"TPL",27,0.27083389757062,1.022,"EPA",0.949416342412451,"NRS_MN-10174"
"1164",28,"UMW",27,0.321429719391855,1.022,"EPA",0.970238095238095,"NRS_MN-10175"
"1165",20,"UMW",27,0.154762825969202,1.022,"EPA",0.893700787401575,"NRS_MN-10176"
"1166",28,"UMW",27,1,1.022,"EPA",0.810756972111554,"NRS_MN-10181"
"1167",33,"UMW",27,0.343748925784607,1.022,"EPA",0.861774744027304,"NRS_MN-10182"
"1168",30,"UMW",27,0.134211974392355,1.022,"EPA",0.728846153846154,"NRS_MN-10183"
"1169",30,"UMW",27,0.5,1.022,"EPA",0.939571150097466,"NRS_MN-10189"
"1170",36,"UMW",27,0.224825198408238,1.022,"EPA",0.892156862745098,"NRS_MN-10192"
"1171",43,"UMW",27,0.583328472262731,1.022,"EPA",0.912891986062718,"NRS_MN-10193"
"1172",27,"UMW",27,1,1.022,"EPA",0.967845659163987,"NRS_MN-10194"
"1173",19,"UMW",27,0.333333333333333,1.022,"EPA",0.888045540796964,"NRS_MN-10196"
"1174",40,"UMW",27,0.25,1.022,"EPA",0.865125240847784,"NRS_MN-10198"
"1175",29,"UMW",27,1,1.022,"EPA",0.724517906336088,"NRS_MN-10212"
"1176",44,"UMW",27,0.856751199451679,1.022,"EPA",0.687861271676301,"NRS_MN-10216"
"1177",39,"UMW",27,0.208333333333333,1.022,"EPA",0.778,"NRS_MN-10219"
"1178",61,"UMW",27,0.291664236131366,1.022,"EPA",0.828740157480315,"NRS_MN-10220"
"1179",42,"UMW",26,0.187501171882324,1.022,"EPA",0.740994854202401,"NRS_MN-10232"
"1180",41,"UMW",27,0.25,1.022,"EPA",0.931458699472759,"NRS_MN-10232"
"1181",48,"UMW",27,0.281246484418945,1.022,"EPA",0.692015209125475,"NRS_MN-10234"
"1182",28,"SAP",12,0.167,1.022,"EPA",0.958,"NRS_MO-10018"
"1183",28,"SAP",16,0.3000300030003,1.022,"EPA",0.874015748031496,"NRS_MO-10018"
"1184",46,"SAP",17,0.5,1.115,"EPA",0.529885057471264,"NRS_MO-10018"
"1185",32,"TPL",12,0.667,1.022,"EPA",0.846464646464646,"NRS_MO-10020"
"1186",26,"TPL",16,0.133333333333333,1.022,"EPA",0.97085201793722,"NRS_MO-10020"
"1187",33,"TPL",17,0.766871165644172,1.022,"EPA",0.581947743467934,"NRS_MO-10020"
"1188",39,"SAP",12,1,1.022,"EPA",0.870395634379263,"NRS_MO-10024"
"1189",49,"SAP",16,0.333333333333333,1.022,"EPA",0.891207153502235,"NRS_MO-10024"
"1190",44,"TPL",12,0.567,1.022,"EPA",0.821576763485477,"NRS_MO-10025"
"1191",28,"TPL",16,0.2,1.022,"EPA",0.726890756302521,"NRS_MO-10025"
"1192",24,"TPL",12,0.175,1.022,"EPA",0.978666666666667,"NRS_MO-10026"
"1193",42,"TPL",12,0.867,1.022,"EPA",0.882558139534884,"NRS_MO-10027"
"1194",35,"TPL",16,0.56657223796034,1.022,"EPA",0.88433734939759,"NRS_MO-10027"
"1195",51,"SAP",22,0.166700006668,1.022,"EPA",0.702495201535509,"NRS_MO-10035"
"1196",42,"SAP",26,0.750018750468762,1.022,"EPA",0.958260869565217,"NRS_MO-10035"
"1197",43,"SAP",21,0.52080620801,1.022,"EPA",0.951923076923077,"NRS_MO-10038"
"1198",44,"SAP",21,0.0820001476002657,1.022,"EPA",0.942528735632184,"NRS_MO-10039"
"1199",27,"TPL",16,1,1.022,"EPA",0.602240896358543,"NRS_MO-10046"
"1200",26,"TPL",21,NA,1.022,"EPA",0.958064516129032,"NRS_MO-10046"
"1201",30,"TPL",26,0.343748925784607,1.022,"EPA",0.911937377690802,"NRS_MO-10046"
"1202",24,"SAP",16,1,1.022,"EPA",0.682492581602374,"NRS_MO-10062"
"1203",13,"TPL",17,0.2,1.022,"EPA",0.772727272727273,"NRS_MO-10067"
"1204",40,"TPL",17,0.433275563258232,0.929,"EPA",0.702083333333333,"NRS_MO-10069"
"1205",24,"TPL",17,0.833333333333333,1.022,"EPA",0.908163265306122,"NRS_MO-10070"
"1206",30,"TPL",21,NA,1.022,"EPA",0.961616161616162,"NRS_MO-10072"
"1207",31,"TPL",26,1,1.022,"EPA",0.949275362318841,"NRS_MO-10072"
"1208",39,"SAP",17,0.266666666666667,1.022,"EPA",0.944444444444444,"NRS_MO-10073"
"1209",39,"SAP",22,0.937470704040499,1.022,"EPA",0.898876404494382,"NRS_MO-10073"
"1210",25,"CPL",22,1,1.022,"EPA",0.973404255319149,"NRS_MO-10092"
"1211",28,"TPL",21,NA,1.022,"EPA",0.910404624277457,"NRS_MO-10093"
"1212",26,"SAP",22,0.208298616897184,1.022,"EPA",0.933913043478261,"NRS_MO-10095"
"1213",31,"SAP",26,0.5,1.022,"EPA",0.755218216318786,"NRS_MO-10095"
"1214",28,"TPL",21,0.0729001122661729,1.022,"EPA",0.795053003533569,"NRS_MO-10098"
"1215",20,"TPL",21,NA,1.022,"EPA",0.979545454545454,"NRS_MO-10101"
"1216",46,"SAP",22,0.687521485046408,1.022,"EPA",0.812824956672444,"NRS_MO-10105"
"1217",44,"SAP",21,0.0625,1.022,"EPA",0.916179337231969,"NRS_MO-10110"
"1218",43,"SAP",26,1,1.022,"EPA",0.886877828054299,"NRS_MO-10110"
"1219",32,"TPL",21,0.973994350832765,1.022,"EPA",0.868110236220472,"NRS_MO-10111"
"1220",18,"TPL",21,NA,1.022,"EPA",0.933579335793358,"NRS_MO-10119"
"1221",28,"TPL",22,1,1.022,"EPA",0.588100686498856,"NRS_MO-10121"
"1222",26,"TPL",22,0.5,1.022,"EPA",0.915077989601387,"NRS_MO-10123"
"1223",32,"TPL",22,1,1.022,"EPA",0.939130434782609,"NRS_MO-10125"
"1224",30,"SAP",26,0.874967188730423,1.022,"EPA",0.815891472868217,"NRS_MO-10126"
"1225",32,"TPL",21,NA,1.022,"EPA",0.959143968871595,"NRS_MO-10127"
"1226",41,"TPL",21,0.489596083231334,1.022,"EPA",0.962328767123288,"NRS_MO-10129"
"1227",21,"TPL",21,0.156298843388559,1.022,"EPA",0.971098265895954,"NRS_MO-10130"
"1228",32,"SAP",22,0.0417000266880171,1.022,"EPA",0.719734660033168,"NRS_MO-10131"
"1229",21,"TPL",21,0.874967188730423,1.022,"EPA",0.915572232645403,"NRS_MO-10134"
"1230",31,"TPL",21,NA,1.022,"EPA",0.924098671726755,"NRS_MO-10135"
"1231",25,"TPL",21,NA,1.022,"EPA",0.966592427616927,"NRS_MO-10136"
"1232",34,"TPL",21,NA,1.022,"EPA",0.951859956236324,"NRS_MO-10137"
"1233",26,"TPL",21,NA,1.022,"EPA",0.951648351648352,"NRS_MO-10138"
"1234",20,"CPL",26,1,1.022,"EPA",0.920212765957447,"NRS_MO-10139"
"1235",16,"TPL",26,0.750018750468762,1.022,"EPA",0.990439770554493,"NRS_MO-10141"
"1236",37,"SAP",26,0.333333333333333,1.022,"EPA",0.793436293436293,"NRS_MO-10143"
"1237",33,"TPL",26,1,1.022,"EPA",0.840336134453782,"NRS_MO-10146"
"1238",24,"SAP",26,1,1.022,"EPA",0.783730158730159,"NRS_MO-10153"
"1239",23,"SAP",26,0.924983812783276,0.743,"EPA",0.633663366336634,"NRS_MO-10157"
"1240",29,"SAP",26,1,0.558,"EPA",0.931972789115646,"NRS_MO-10158"
"1241",23,"TPL",26,0.666666666666667,1.022,"EPA",0.940828402366864,"NRS_MO-10159"
"1242",26,"TPL",26,0.5,1.022,"EPA",0.959143968871595,"NRS_MO-10160"
"1243",31,"SAP",26,0.233334111113704,1.022,"EPA",0.905138339920949,"NRS_MO-10165"
"1244",28,"TPL",26,0.25,1.022,"EPA",0.875486381322957,"NRS_MO-10167"
"1245",26,"TPL",26,0.625,1.022,"EPA",0.941287878787879,"NRS_MO-10169"
"1246",23,"SAP",26,0.0364582953559423,1.022,"EPA",0.813819577735125,"NRS_MO-10170"
"1247",31,"SAP",27,0.187501171882324,1.022,"EPA",0.62410071942446,"NRS_MO-10174"
"1248",37,"CPL",17,1,1.022,"EPA",0.914489311163896,"NRS_MS-10008"
"1249",39,"CPL",17,1,1.022,"EPA",0.775656324582339,"NRS_MS-10015"
"1250",17,"CPL",17,1,1.022,"EPA",0.775757575757576,"NRS_MS-10024"
"1251",26,"CPL",22,0.541711809317443,1.022,"EPA",0.914893617021277,"NRS_MS-10024"
"1252",49,"CPL",22,0.374995312558593,1.022,"EPA",0.871212121212121,"NRS_MS-10027"
"1253",39,"CPL",27,1,1.022,"EPA",0.934472934472934,"NRS_MS-10027"
"1254",23,"CPL",17,0.666666666666667,1.022,"EPA",0.977142857142857,"NRS_MS-10030"
"1255",16,"CPL",22,0.166700006668,1.022,"EPA",0.992079207920792,"NRS_MS-10030"
"1256",44,"CPL",17,1,1.022,"EPA",0.734736842105263,"NRS_MS-10034"
"1257",36,"CPL",22,1,1.022,"EPA",0.939890710382514,"NRS_MS-10034"
"1258",51,"CPL",22,0.750018750468762,1.022,"EPA",0.917398945518453,"NRS_MS-10037"
"1259",48,"CPL",22,0.374995312558593,1.022,"EPA",0.955165692007797,"NRS_MS-10043"
"1260",13,"CPL",17,1,0.743,"EPA",0.9119804400978,"NRS_MS-10050"
"1261",16,"CPL",17,1,1.022,"EPA",0.583518930957684,"NRS_MS-10062"
"1262",44,"CPL",17,0.666666666666667,1.022,"EPA",0.889084507042254,"NRS_MS-10101"
"1263",32,"CPL",22,1,1.022,"EPA",0.890995260663507,"NRS_MS-10133"
"1264",41,"CPL",27,1,1.022,"EPA",0.950276243093923,"NRS_MS-10134"
"1265",38,"CPL",22,1,1.022,"EPA",0.71072319201995,"NRS_MS-10135"
"1266",40,"CPL",22,0.541711809317443,1.022,"EPA",0.954091816367265,"NRS_MS-10143"
"1267",44,"CPL",27,1,1.022,"EPA",0.957446808510638,"NRS_MS-10143"
"1268",16,"CPL",22,0.374995312558593,1.022,"EPA",0.803921568627451,"NRS_MS-10145"
"1269",27,"CPL",22,0.208298616897184,1.022,"EPA",0.882242990654206,"NRS_MS-10146"
"1270",7,"CPL",26,0.458337152809607,1.022,"EPA",0.0926640926640927,"NRS_MS-10146"
"1271",51,"CPL",22,0.354195445046577,1.022,"EPA",0.927450980392157,"NRS_MS-10150"
"1272",31,"WMT",9,0.1269,1.022,"EPA",0.862559241706161,"NRS_MT-10017"
"1273",29,"WMT",16,0.2,1.022,"EPA",0.707818930041152,"NRS_MT-10017"
"1274",32,"WMT",9,0.3229,1.022,"EPA",0.826763485477178,"NRS_MT-10021"
"1275",47,"WMT",16,0.166666666666667,1.022,"EPA",0.87426326129666,"NRS_MT-10021"
"1276",30,"WMT",9,0.1042,1.022,"EPA",0.87627365356623,"NRS_MT-10062"
"1277",18,"WMT",17,0.5,1.022,"EPA",0.926391382405745,"NRS_MT-10062"
"1278",25,"WMT",9,0.25,1.022,"EPA",0.776556776556777,"NRS_MT-10063"
"1279",22,"WMT",17,0.4,1.022,"EPA",0.895145631067961,"NRS_MT-10063"
"1280",28,"NPL",9,0.0833,1.022,"EPA",0.80639431616341,"NRS_MT-10083"
"1281",28,"NPL",16,0.233317778814746,1.022,"EPA",0.96875,"NRS_MT-10083"
"1282",30,"WMT",10,0.1042,1.022,"EPA",0.914285714285714,"NRS_MT-10117"
"1283",30,"NPL",10,0.0833,1.022,"EPA",0.767967145790554,"NRS_MT-10131"
"1284",30,"NPL",17,0.3000300030003,1.022,"EPA",0.826552462526767,"NRS_MT-10131"
"1285",25,"WMT",10,0.12,1.022,"EPA",0.920792079207921,"NRS_MT-10134"
"1286",28,"WMT",17,0.733137829912023,1.022,"EPA",0.803960396039604,"NRS_MT-10134"
"1287",29,"NPL",10,0.125,1.022,"EPA",0.936633663366337,"NRS_MT-10141"
"1288",34,"NPL",16,0.233317778814746,1.022,"EPA",0.873390557939914,"NRS_MT-10141"
"1289",21,"NPL",11,0.0167,1.022,"EPA",0.935727788279773,"NRS_MT-10156"
"1290",25,"NPL",16,0.1,1.022,"EPA",0.982558139534884,"NRS_MT-10156"
"1291",39,"NPL",17,0.166666666666667,1.022,"EPA",0.765799256505576,"NRS_MT-10167"
"1292",31,"NPL",11,0.0833,1.022,"EPA",0.856363636363636,"NRS_MT-10201"
"1293",30,"NPL",16,0.133333333333333,1.022,"EPA",0.869848156182213,"NRS_MT-10201"
"1294",38,"WMT",22,0.188299094281357,1.022,"EPA",0.943609022556391,"NRS_MT-10274"
"1295",39,"WMT",27,0.374995312558593,1.022,"EPA",0.908450704225352,"NRS_MT-10274"
"1296",31,"NPL",16,0.2,1.022,"EPA",0.966850828729282,"NRS_MT-10277"
"1297",56,"NPL",21,0.239601303431091,1.022,"EPA",0.965328467153285,"NRS_MT-10277"
"1298",21,"NPL",16,0.366703337000367,1.022,"EPA",0.729166666666667,"NRS_MT-10283"
"1299",32,"NPL",16,0.233317778814746,1.022,"EPA",0.961608775137112,"NRS_MT-10284"
"1300",32,"NPL",21,0.3125,1.022,"EPA",0.919776119402985,"NRS_MT-10284"
"1301",42,"NPL",27,0.0416666666666667,1.022,"EPA",0.943262411347518,"NRS_MT-10284"
"1302",12,"WMT",16,0.133333333333333,1.022,"EPA",0.991967871485944,"NRS_MT-10289"
"1303",20,"WMT",21,0.0520998859012499,1.022,"EPA",0.89963503649635,"NRS_MT-10289"
"1304",19,"NPL",17,0.133333333333333,1.022,"EPA",0.95679012345679,"NRS_MT-10290"
"1305",31,"WMT",16,0.2,1.022,"EPA",0.678207739307536,"NRS_MT-10292"
"1306",46,"WMT",22,0.0833000133280021,1.022,"EPA",0.876660341555977,"NRS_MT-10292"
"1307",28,"NPL",16,0.1,1.022,"EPA",0.887254901960784,"NRS_MT-10293"
"1308",31,"NPL",21,0.0456000510720572,1.022,"EPA",0.899419729206963,"NRS_MT-10293"
"1309",31,"NPL",27,0.281246484418945,1.022,"EPA",0.947976878612717,"NRS_MT-10293"
"1310",40,"NPL",17,0.366703337000367,1.022,"EPA",0.635535307517084,"NRS_MT-10298"
"1311",27,"NPL",22,0.166700006668,0.929,"EPA",0.888686131386861,"NRS_MT-10298"
"1312",28,"NPL",27,1,1.022,"EPA",0.615776081424936,"NRS_MT-10299"
"1313",23,"NPL",17,0.233317778814746,1.022,"EPA",0.921787709497207,"NRS_MT-10301"
"1314",33,"NPL",22,0.145800224532346,1.022,"EPA",0.934086629001883,"NRS_MT-10301"
"1315",32,"NPL",16,1,1.022,"EPA",0.951871657754011,"NRS_MT-10302"
"1316",31,"NPL",22,1,1.022,"EPA",0.813813813813814,"NRS_MT-10302"
"1317",39,"NPL",27,1,1.022,"EPA",0.854111405835544,"NRS_MT-10302"
"1318",27,"WMT",16,0.3000300030003,1.022,"EPA",0.864444444444444,"NRS_MT-10305"
"1319",35,"WMT",21,1,1.022,"EPA",0.702508960573477,"NRS_MT-10305"
"1320",30,"WMT",27,0.750018750468762,1.022,"EPA",0.81404174573055,"NRS_MT-10305"
"1321",37,"NPL",17,0.1,1.022,"EPA",0.975609756097561,"NRS_MT-10306"
"1322",27,"NPL",17,0.133333333333333,1.022,"EPA",0.976833976833977,"NRS_MT-10307"
"1323",31,"NPL",22,0.333300003333,1.022,"EPA",0.950963222416813,"NRS_MT-10307"
"1324",28,"WMT",16,0.5,1.022,"EPA",0.869947275922671,"NRS_MT-10308"
"1325",44,"WMT",21,0.25,1.022,"EPA",0.906844106463878,"NRS_MT-10308"
"1326",29,"WMT",16,0.3000300030003,1.022,"EPA",0.842610364683301,"NRS_MT-10309"
"1327",34,"WMT",21,0.197898319843265,1.022,"EPA",0.92817679558011,"NRS_MT-10309"
"1328",32,"WMT",27,0.43750273439209,1.022,"EPA",0.908289241622575,"NRS_MT-10309"
"1329",22,"NPL",17,0.333333333333333,1.022,"EPA",0.972307692307692,"NRS_MT-10313"
"1330",27,"NPL",21,0.442693346319005,0.743,"EPA",0.767045454545455,"NRS_MT-10313"
"1331",21,"NPL",27,0.0833333333333333,0.929,"EPA",0.89126213592233,"NRS_MT-10313"
"1332",24,"NPL",16,0.333333333333333,1.022,"EPA",0.90020366598778,"NRS_MT-10314"
"1333",23,"NPL",22,0.082400151616279,1.022,"EPA",0.954545454545455,"NRS_MT-10314"
"1334",34,"NPL",27,0.208333333333333,1.022,"EPA",0.940409683426443,"NRS_MT-10314"
"1335",32,"NPL",17,0.733137829912023,1.022,"EPA",0.921722113502935,"NRS_MT-10315"
"1336",22,"NPL",22,1,0.929,"EPA",0.976190476190476,"NRS_MT-10315"
"1337",25,"NPL",17,0.166666666666667,1.022,"EPA",0.96,"NRS_MT-10319"
"1338",22,"NPL",22,0.166700006668,1.022,"EPA",0.988483685220729,"NRS_MT-10319"
"1339",30,"NPL",27,0.3125,1.022,"EPA",0.936293436293436,"NRS_MT-10319"
"1340",41,"NPL",16,0.333333333333333,1.022,"EPA",0.972742759795571,"NRS_MT-10321"
"1341",42,"NPL",21,0.0833000133280021,1.022,"EPA",0.960502692998205,"NRS_MT-10321"
"1342",29,"NPL",17,0.233317778814746,1.022,"EPA",0.87603305785124,"NRS_MT-10323"
"1343",39,"NPL",27,0.656254101588135,1.022,"EPA",0.923529411764706,"NRS_MT-10323"
"1344",38,"NPL",22,0.255199693760367,0.929,"EPA",0.943074003795066,"NRS_MT-10325"
"1345",29,"NPL",27,0.125,1.022,"EPA",0.961013645224172,"NRS_MT-10325"
"1346",38,"NPL",17,0.233317778814746,1.022,"EPA",0.728542914171657,"NRS_MT-10326"
"1347",30,"NPL",21,0.218799229826711,1.022,"EPA",0.879924953095685,"NRS_MT-10326"
"1348",33,"NPL",17,0.266666666666667,1.022,"EPA",0.504360465116279,"NRS_MT-10327"
"1349",33,"NPL",17,0.133333333333333,1.022,"EPA",0.887949260042283,"NRS_MT-10328"
"1350",38,"NPL",22,0.572901747350329,1.022,"EPA",0.965116279069767,"NRS_MT-10328"
"1351",34,"NPL",17,0.133333333333333,1.022,"EPA",0.959493670886076,"NRS_MT-10329"
"1352",32,"NPL",21,0.145800224532346,1.022,"EPA",0.97027972027972,"NRS_MT-10329"
"1353",23,"NPL",27,0.15625,1.022,"EPA",0.963809523809524,"NRS_MT-10329"
"1354",28,"NPL",17,0.2,1.022,"EPA",0.80276134122288,"NRS_MT-10330"
"1355",34,"NPL",22,1,1.022,"EPA",0.94478527607362,"NRS_MT-10330"
"1356",39,"NPL",27,0.906289650172195,1.022,"EPA",0.926732673267327,"NRS_MT-10330"
"1357",31,"NPL",17,0.133333333333333,1.022,"EPA",0.955637707948244,"NRS_MT-10333"
"1358",52,"NPL",21,0.374995312558593,1.022,"EPA",0.881170018281536,"NRS_MT-10333"
"1359",37,"NPL",17,0.233317778814746,1.022,"EPA",0.858606557377049,"NRS_MT-10334"
"1360",24,"NPL",17,0.433275563258232,1.022,"EPA",0.76427255985267,"NRS_MT-10339"
"1361",24,"NPL",22,0.25,1.022,"EPA",0.852941176470588,"NRS_MT-10339"
"1362",41,"NPL",21,0.0885002743508505,1.022,"EPA",0.823863636363636,"NRS_MT-10353"
"1363",45,"NPL",27,0.125,1.022,"EPA",0.792706333973129,"NRS_MT-10353"
"1364",31,"WMT",21,0.0417000266880171,1.022,"EPA",0.96,"NRS_MT-10354"
"1365",28,"WMT",27,0.0416666666666667,1.022,"EPA",0.964285714285714,"NRS_MT-10354"
"1366",34,"WMT",21,0.164101217631035,1.022,"EPA",0.75,"NRS_MT-10356"
"1367",38,"NPL",22,0.479202606862181,1.022,"EPA",0.955426356589147,"NRS_MT-10358"
"1368",30,"NPL",27,0.0833333333333333,1.022,"EPA",0.895117540687161,"NRS_MT-10358"
"1369",30,"NPL",22,0.0312999821590102,1.022,"EPA",0.94263862332696,"NRS_MT-10359"
"1370",32,"NPL",22,0.333300003333,1.022,"EPA",0.915547024952015,"NRS_MT-10361"
"1371",44,"NPL",21,0.625,1.022,"EPA",0.885608856088561,"NRS_MT-10363"
"1372",25,"WMT",22,0.5,0.836,"EPA",0.86046511627907,"NRS_MT-10364"
"1373",30,"NPL",22,0.416701391782649,1.022,"EPA",0.955390334572491,"NRS_MT-10365"
"1374",37,"NPL",27,0.145834244797363,1.022,"EPA",0.8886925795053,"NRS_MT-10365"
"1375",16,"NPL",22,0.135000135000135,1.022,"EPA",0.595026642984014,"NRS_MT-10367"
"1376",18,"NPL",27,0.416666666666667,1.022,"EPA",0.730240549828179,"NRS_MT-10367"
"1377",34,"WMT",22,0.25,1.022,"EPA",0.95583038869258,"NRS_MT-10368"
"1378",22,"NPL",22,1,1.022,"EPA",0.948126801152738,"NRS_MT-10378"
"1379",43,"NPL",27,1,1.022,"EPA",0.895038167938931,"NRS_MT-10379"
"1380",16,"NPL",21,0.687521485046408,1.022,"EPA",0.891304347826087,"NRS_MT-10389"
"1381",30,"NPL",26,1,1.022,"EPA",0.891373801916933,"NRS_MT-10389"
"1382",29,"NPL",22,0.750018750468762,1.022,"EPA",0.994565217391304,"NRS_MT-10396"
"1383",33,"NPL",21,0.0729001122661729,1.022,"EPA",0.889285714285714,"NRS_MT-10398"
"1384",29,"NPL",27,0.0937497070321655,1.022,"EPA",0.965765765765766,"NRS_MT-10398"
"1385",46,"WMT",22,0.0417000266880171,1.022,"EPA",0.914563106796117,"NRS_MT-10399"
"1386",32,"WMT",27,0.187501171882324,1.022,"EPA",0.847787610619469,"NRS_MT-10399"
"1387",35,"NPL",21,0.0937998311603039,1.022,"EPA",0.672566371681416,"NRS_MT-10405"
"1388",26,"NPL",27,0.109374487307091,1.022,"EPA",0.690802348336595,"NRS_MT-10405"
"1389",34,"WMT",21,0.0625,1.022,"EPA",0.765232974910394,"NRS_MT-10407"
"1390",30,"WMT",27,0.203124047856026,1.022,"EPA",0.849162011173184,"NRS_MT-10407"
"1391",28,"WMT",21,1,1.022,"EPA",0.868852459016393,"NRS_MT-10410"
"1392",26,"WMT",22,0.874967188730423,1.022,"EPA",0.918367346938776,"NRS_MT-10434"
"1393",28,"WMT",27,0.25,1.022,"EPA",0.844559585492228,"NRS_MT-10434"
"1394",33,"XER",22,0.25,1.022,"EPA",0.857965451055662,"NRS_MT-10435"
"1395",27,"NPL",22,0.0372000282720215,1.022,"EPA",0.95703125,"NRS_MT-10436"
"1396",46,"NPL",21,0.145800224532346,1.022,"EPA",0.861386138613861,"NRS_MT-10437"
"1397",33,"NPL",27,0.125,1.022,"EPA",0.961315280464217,"NRS_MT-10437"
"1398",33,"NPL",22,0.118999452602518,1.022,"EPA",0.940038684719536,"NRS_MT-10439"
"1399",32,"WMT",22,0.374995312558593,0.929,"EPA",0.778985507246377,"NRS_MT-10442"
"1400",29,"WMT",27,1,1.022,"EPA",0.847058823529412,"NRS_MT-10442"
"1401",27,"WMT",22,1,1.022,"EPA",0.848540145985402,"NRS_MT-10447"
"1402",37,"WMT",27,0.43750273439209,1.022,"EPA",0.807984790874525,"NRS_MT-10447"
"1403",31,"WMT",22,0.313302838523717,1.022,"EPA",0.942528735632184,"NRS_MT-10450"
"1404",30,"NPL",22,0.026000026000026,1.022,"EPA",0.773694390715667,"NRS_MT-10464"
"1405",34,"WMT",22,0.25,1.022,"EPA",0.949019607843137,"NRS_MT-10466"
"1406",37,"NPL",22,0.625,1.022,"EPA",0.972920696324952,"NRS_MT-10471"
"1407",34,"NPL",22,0.10420031468495,1.022,"EPA",0.801801801801802,"NRS_MT-10473"
"1408",18,"NPL",22,0.52080620801,1.022,"EPA",0.907749077490775,"NRS_MT-10475"
"1409",29,"WMT",22,0.0625,1.022,"EPA",0.975177304964539,"NRS_MT-10476"
"1410",27,"NPL",22,0.125,1.022,"EPA",0.902135231316726,"NRS_MT-10477"
"1411",35,"WMT",22,1,1.022,"EPA",0.901996370235935,"NRS_MT-10478"
"1412",39,"NPL",22,0.0729001122661729,1.022,"EPA",0.938104448742747,"NRS_MT-10481"
"1413",38,"WMT",22,0.166700006668,1.022,"EPA",0.985790408525755,"NRS_MT-10490"
"1414",31,"WMT",27,0.0416666666666667,1.022,"EPA",0.775956284153005,"NRS_MT-10503"
"1415",30,"NPL",27,0.25,1.022,"EPA",0.972577696526508,"NRS_MT-10508"
"1416",36,"NPL",27,1,1.022,"EPA",0.948581560283688,"NRS_MT-10517"
"1417",26,"WMT",27,0.291664236131366,1.022,"EPA",0.846613545816733,"NRS_MT-10518"
"1418",29,"WMT",27,0.208333333333333,1.022,"EPA",0.846303501945525,"NRS_MT-10520"
"1419",31,"WMT",27,1,1.022,"EPA",0.893333333333333,"NRS_MT-10522"
"1420",23,"XER",27,1,1.022,"EPA",0.844036697247706,"NRS_MT-10524"
"1421",29,"NPL",27,0.3125,1.022,"EPA",0.921005385996409,"NRS_MT-10544"
"1422",22,"NPL",27,0.140625219726906,1.022,"EPA",0.970817120622568,"NRS_MT-10547"
"1423",20,"NPL",27,0.203124047856026,1.022,"EPA",0.96952380952381,"NRS_MT-10548"
"1424",26,"NPL",27,0.25,1.022,"EPA",0.89922480620155,"NRS_MT-10558"
"1425",45,"SAP",12,0.667,1.022,"EPA",0.980842911877395,"NRS_NC-10013"
"1426",30,"SAP",12,0.167,1.022,"EPA",0.98155737704918,"NRS_NC-10014"
"1427",43,"SAP",17,1,1.022,"EPA",0.850267379679144,"NRS_NC-10014"
"1428",48,"SAP",12,1,1.022,"EPA",0.940027894002789,"NRS_NC-10020"
"1429",31,"SAP",12,1,1.022,"EPA",0.962809917355372,"NRS_NC-10023"
"1430",22,"CPL",12,0.233,1.022,"EPA",0.973128598848369,"NRS_NC-10024"
"1431",21,"CPL",17,0.125,1.022,"EPA",0.796133567662566,"NRS_NC-10024"
"1432",50,"SAP",12,1,1.022,"EPA",0.935314685314685,"NRS_NC-10027"
"1433",48,"SAP",17,0.833333333333333,1.022,"EPA",0.631672597864769,"NRS_NC-10027"
"1434",33,"SAP",12,1,1.022,"EPA",0.861495844875346,"NRS_NC-10029"
"1435",29,"SAP",12,0.533,1.022,"EPA",0.996086105675147,"NRS_NC-10034"
"1436",61,"SAP",17,0.916590284142988,1.022,"EPA",0.785971223021583,"NRS_NC-10034"
