"","alpha","Ecoregion_NARS","Year","PropID","AreaSampTot_m2","Agency","Gen_ID_Prop","SiteNumber","landuse","Latitude_dd","Longitude_dd"
"1281",37,"CPL",27,1,1.022,"EPA",0.9344729,"NRS_MS-10027","Forest_Wetland",31.00027,-91.0395
"1282",18,"CPL",17,0.6666667,1.022,"EPA",0.9771429,"NRS_MS-10030","Forest_Wetland",32.80646,-88.55028
"1283",12,"CPL",22,0.1667,1.022,"EPA",0.9920792,"NRS_MS-10030","Forest_Wetland",32.80646,-88.55028
"1284",37,"CPL",17,1,1.022,"EPA",0.7347368,"NRS_MS-10034","Forest_Wetland",32.49147,-89.15185
"1285",35,"CPL",22,1,1.022,"EPA",0.9398907,"NRS_MS-10034","Forest_Wetland",32.49147,-89.15185
"1286",45,"CPL",22,0.7500188,1.022,"EPA",0.9173989,"NRS_MS-10037","Forest_Wetland",31.19723,-89.69055
"1287",31,"CPL",17,0.5,1.022,"EPA",0.9694245,"NRS_MS-10043","Forest_Wetland",31.31669,-90.29969
"1288",42,"CPL",22,0.3749953,1.022,"EPA",0.9551657,"NRS_MS-10043","Forest_Wetland",31.31669,-90.29969
"1289",13,"CPL",17,1,0.743,"EPA",0.9119804,"NRS_MS-10050","Forest_Wetland",32.66984,-89.43452
"1290",15,"CPL",17,1,1.022,"EPA",0.5835189,"NRS_MS-10062","Forest_Wetland",32.16149,-88.82486
"1291",35,"CPL",17,0.6666667,1.022,"EPA",0.8890845,"NRS_MS-10101","Forest_Wetland",31.38938,-89.73572
"1292",26,"CPL",22,1,1.022,"EPA",0.8909953,"NRS_MS-10133","Forest_Wetland",31.58623,-90.81035
"1293",36,"CPL",26,0.6875215,1.022,"EPA",0.9607143,"NRS_MS-10133","Forest_Wetland",31.58623,-90.81035
"1294",39,"CPL",27,1,1.022,"EPA",0.9502762,"NRS_MS-10134","Forest_Wetland",31.22619,-88.79175
"1295",37,"CPL",22,1,1.022,"EPA",0.7107232,"NRS_MS-10135","Forest_Wetland",33.37182,-88.99623
"1296",35,"CPL",22,0.5417118,1.022,"EPA",0.9540918,"NRS_MS-10143","Forest_Wetland",33.60188,-88.84011
"1297",40,"CPL",27,1,1.022,"EPA",0.9574468,"NRS_MS-10143","Forest_Wetland",33.60188,-88.84011
"1298",16,"CPL",22,0.3749953,1.022,"EPA",0.8039216,"NRS_MS-10145","Agriculture",34.14459,-90.10347
"1299",20,"CPL",22,0.2082986,1.022,"EPA",0.882243,"NRS_MS-10146","Forest_Wetland",33.50947,-90.41456
"1300",4,"CPL",26,0.4583372,1.022,"EPA",0.09266409,"NRS_MS-10146","Forest_Wetland",33.50947,-90.41456
"1301",41,"CPL",22,0.3541954,1.022,"EPA",0.927451,"NRS_MS-10150","Forest_Wetland",31.33343,-90.9113
"1302",25,"WMT",9,0.1269,1.022,"EPA",0.8625592,"NRS_MT-10017","Forest_Wetland",45.90731,-113.48
"1303",24,"WMT",16,0.2,1.022,"EPA",0.7078189,"NRS_MT-10017","Forest_Wetland",45.90723,-113.4809
"1304",20,"WMT",9,0.3229,1.022,"EPA",0.8267635,"NRS_MT-10021","Forest_Wetland",46.93093,-110.8691
"1305",41,"WMT",16,0.1666667,1.022,"EPA",0.8742633,"NRS_MT-10021","Forest_Wetland",46.93089,-110.8698
"1306",26,"WMT",9,0.1042,1.022,"EPA",0.8762737,"NRS_MT-10062","Forest_Wetland",48.3536,-113.8799
"1307",14,"WMT",17,0.5,1.022,"EPA",0.9263914,"NRS_MT-10062","Forest_Wetland",48.35356,-113.8808
"1308",20,"WMT",9,0.25,1.022,"EPA",0.7765568,"NRS_MT-10063","Forest_Wetland",47.20769,-115.2195
"1309",20,"WMT",17,0.4,1.022,"EPA",0.8951456,"NRS_MT-10063","Forest_Wetland",47.20762,-115.2205
"1310",24,"NPL",9,0.0833,1.022,"EPA",0.8063943,"NRS_MT-10083","Other",46.25091,-109.7689
"1311",26,"NPL",16,0.2333178,1.022,"EPA",0.96875,"NRS_MT-10083","Other",46.25087,-109.7696
"1312",26,"WMT",10,0.1042,1.022,"EPA",0.9142857,"NRS_MT-10117","Forest_Wetland",46.68552,-114.558
"1313",26,"NPL",10,0.0833,1.022,"EPA",0.7679671,"NRS_MT-10131","Other",48.27115,-109.5262
"1314",27,"NPL",17,0.30003,1.022,"EPA",0.8265525,"NRS_MT-10131","Other",48.27114,-109.5269
"1315",20,"WMT",10,0.12,1.022,"EPA",0.9207921,"NRS_MT-10134","Forest_Wetland",47.21191,-112.495
"1316",24,"WMT",17,0.7331378,1.022,"EPA",0.8039604,"NRS_MT-10134","Forest_Wetland",47.21185,-112.4959
"1317",26,"NPL",10,0.125,1.022,"EPA",0.9366337,"NRS_MT-10141","Forest_Wetland",47.49904,-110.7156
"1318",31,"NPL",16,0.2333178,1.022,"EPA",0.8733906,"NRS_MT-10141","Forest_Wetland",47.49901,-110.7164
"1319",27,"NPL",16,0.59988,1.022,"EPA",0.9535316,"NRS_MT-10145","Other",45.14161,-109.0399
"1320",16,"NPL",11,0.0167,1.022,"EPA",0.9357278,"NRS_MT-10156","Other",45.91298,-108.4081
"1321",20,"NPL",16,0.1,1.022,"EPA",0.9825581,"NRS_MT-10156","Other",45.91294,-108.4088
"1322",31,"NPL",17,0.1666667,1.022,"EPA",0.7657993,"NRS_MT-10167","Other",48.22391,-105.5178
"1323",25,"NPL",11,0.0833,1.022,"EPA",0.8563636,"NRS_MT-10201","Other",47.08183,-111.5935
"1324",26,"NPL",16,0.1333333,1.022,"EPA",0.8698482,"NRS_MT-10201","Other",47.08178,-111.5943
"1325",29,"WMT",22,0.1882991,1.022,"EPA",0.943609,"NRS_MT-10274","Forest_Wetland",48.00505,-116.0017
"1326",31,"WMT",27,0.3749953,1.022,"EPA",0.9084507,"NRS_MT-10274","Forest_Wetland",48.00505,-116.0017
"1327",23,"NPL",16,0.2,1.022,"EPA",0.9668508,"NRS_MT-10277","Other",45.83769,-110.0458
"1328",49,"NPL",21,0.2396013,1.022,"EPA",0.9653285,"NRS_MT-10277","Other",45.83769,-110.0458
"1329",15,"NPL",16,0.3667033,1.022,"EPA",0.7291667,"NRS_MT-10283","Other",46.56604,-107.9657
"1330",28,"NPL",16,0.2333178,1.022,"EPA",0.9616088,"NRS_MT-10284","Other",46.16677,-110.5491
"1331",26,"NPL",21,0.3125,1.022,"EPA",0.9197761,"NRS_MT-10284","Other",46.16677,-110.5491
"1332",33,"NPL",27,0.04166667,1.022,"EPA",0.9432624,"NRS_MT-10284","Other",46.16677,-110.5491
"1333",11,"WMT",16,0.1333333,1.022,"EPA",0.9919679,"NRS_MT-10289","Other",44.97626,-112.9966
"1334",15,"WMT",21,0.05209989,1.022,"EPA",0.899635,"NRS_MT-10289","Other",44.97626,-112.9966
"1335",15,"NPL",17,0.1333333,1.022,"EPA",0.9567901,"NRS_MT-10290","Other",48.56932,-112.9001
"1336",30,"WMT",16,0.2,1.022,"EPA",0.6782077,"NRS_MT-10292","Other",47.83706,-114.7377
"1337",38,"WMT",22,0.08330001,1.022,"EPA",0.8766603,"NRS_MT-10292","Other",47.83706,-114.7377
"1338",24,"NPL",16,0.1,1.022,"EPA",0.8872549,"NRS_MT-10293","Agriculture",46.45775,-110.3713
"1339",26,"NPL",21,0.04560005,1.022,"EPA",0.8994197,"NRS_MT-10293","Agriculture",46.45775,-110.3713
"1340",25,"NPL",27,0.2812465,1.022,"EPA",0.9479769,"NRS_MT-10293","Agriculture",46.45775,-110.3713
"1341",32,"NPL",17,0.3667033,1.022,"EPA",0.6355353,"NRS_MT-10298","Agriculture",45.43382,-107.7782
"1342",24,"NPL",22,0.1667,0.929,"EPA",0.8886861,"NRS_MT-10298","Agriculture",45.43382,-107.7782
"1343",28,"NPL",27,1,1.022,"EPA",0.6157761,"NRS_MT-10299","Other",47.01519,-108.165
"1344",22,"NPL",17,0.2333178,1.022,"EPA",0.9217877,"NRS_MT-10301","Other",48.45766,-109.9264
"1345",26,"NPL",22,0.1458002,1.022,"EPA",0.9340866,"NRS_MT-10301","Other",48.45766,-109.9264
"1346",31,"NPL",16,1,1.022,"EPA",0.9518717,"NRS_MT-10302","Other",46.11059,-106.4504
"1347",31,"NPL",22,1,1.022,"EPA",0.8138138,"NRS_MT-10302","Other",46.11059,-106.4504
"1348",34,"NPL",27,1,1.022,"EPA",0.8541114,"NRS_MT-10302","Other",46.11059,-106.4504
"1349",24,"WMT",16,0.30003,1.022,"EPA",0.8644444,"NRS_MT-10305","Forest_Wetland",45.53162,-112.1075
"1350",28,"WMT",21,1,1.022,"EPA",0.702509,"NRS_MT-10305","Forest_Wetland",45.53162,-112.1075
"1351",23,"WMT",27,0.7500188,1.022,"EPA",0.8140417,"NRS_MT-10305","Forest_Wetland",45.53162,-112.1075
"1352",34,"NPL",17,0.1,1.022,"EPA",0.9756098,"NRS_MT-10306","Other",48.99086,-113.1988
"1353",21,"NPL",17,0.1333333,1.022,"EPA",0.976834,"NRS_MT-10307","Other",48.72955,-105.4412
"1354",27,"NPL",22,0.3333,1.022,"EPA",0.9509632,"NRS_MT-10307","Other",48.72955,-105.4412
"1355",19,"WMT",16,0.5,1.022,"EPA",0.8699473,"NRS_MT-10308","Other",46.1589,-112.9051
"1356",34,"WMT",21,0.25,1.022,"EPA",0.9068441,"NRS_MT-10308","Other",46.1589,-112.9051
"1357",24,"WMT",16,0.30003,1.022,"EPA",0.8426104,"NRS_MT-10309","Forest_Wetland",46.58559,-111.2657
"1358",30,"WMT",21,0.1978983,1.022,"EPA",0.9281768,"NRS_MT-10309","Forest_Wetland",46.58559,-111.2657
"1359",26,"WMT",27,0.4375027,1.022,"EPA",0.9082892,"NRS_MT-10309","Forest_Wetland",46.58559,-111.2657
"1360",20,"NPL",17,0.3333333,1.022,"EPA",0.9723077,"NRS_MT-10313","Other",48.14321,-112.1246
"1361",21,"NPL",21,0.4426933,0.743,"EPA",0.7670455,"NRS_MT-10313","Other",48.14321,-112.1246
"1362",19,"NPL",27,0.08333333,0.929,"EPA",0.8912621,"NRS_MT-10313","Other",48.14321,-112.1246
"1363",22,"NPL",16,0.3333333,1.022,"EPA",0.9002037,"NRS_MT-10314","Other",45.03421,-107.5853
"1364",16,"NPL",22,0.08240015,1.022,"EPA",0.9545455,"NRS_MT-10314","Other",45.03421,-107.5853
"1365",29,"NPL",27,0.2083333,1.022,"EPA",0.9404097,"NRS_MT-10314","Other",45.03421,-107.5853
"1366",27,"NPL",17,0.7331378,1.022,"EPA",0.9217221,"NRS_MT-10315","Other",48.14733,-107.549
"1367",20,"NPL",22,1,0.929,"EPA",0.9761905,"NRS_MT-10315","Other",48.14733,-107.549
"1368",25,"NPL",17,0.1666667,1.022,"EPA",0.96,"NRS_MT-10319","Agriculture",45.34771,-109.1694
"1369",20,"NPL",22,0.1667,1.022,"EPA",0.9884837,"NRS_MT-10319","Agriculture",45.34771,-109.1694
"1370",26,"NPL",27,0.3125,1.022,"EPA",0.9362934,"NRS_MT-10319","Agriculture",45.34771,-109.1694
"1371",31,"NPL",16,0.3333333,1.022,"EPA",0.9727428,"NRS_MT-10321","Other",47.11537,-111.3768
"1372",33,"NPL",21,0.08330001,1.022,"EPA",0.9605027,"NRS_MT-10321","Other",47.11537,-111.3768
"1373",25,"NPL",17,0.2333178,1.022,"EPA",0.8760331,"NRS_MT-10323","Other",45.05171,-105.2143
"1374",32,"NPL",27,0.6562541,1.022,"EPA",0.9235294,"NRS_MT-10323","Other",45.05171,-105.2143
"1375",33,"NPL",22,0.2551997,0.929,"EPA",0.943074,"NRS_MT-10325","Other",48.54947,-109.3917
"1376",25,"NPL",27,0.125,1.022,"EPA",0.9610136,"NRS_MT-10325","Other",48.54947,-109.3917
"1377",32,"NPL",17,0.2333178,1.022,"EPA",0.7285429,"NRS_MT-10326","Other",47.72172,-112.4911
"1378",25,"NPL",21,0.2187992,1.022,"EPA",0.879925,"NRS_MT-10326","Other",47.72172,-112.4911
"1379",27,"NPL",17,0.2666667,1.022,"EPA",0.5043605,"NRS_MT-10327","Other",47.05425,-110.1638
"1380",31,"NPL",17,0.1333333,1.022,"EPA",0.8879493,"NRS_MT-10328","Other",46.78492,-108.5939
"1381",31,"NPL",22,0.5729017,1.022,"EPA",0.9651163,"NRS_MT-10328","Other",46.78492,-108.5939
"1382",32,"NPL",17,0.1333333,1.022,"EPA",0.9594937,"NRS_MT-10329","Other",45.9935,-110.7353
"1383",26,"NPL",21,0.1458002,1.022,"EPA",0.9702797,"NRS_MT-10329","Other",45.9935,-110.7353
"1384",19,"NPL",27,0.15625,1.022,"EPA",0.9638095,"NRS_MT-10329","Other",45.9935,-110.7353
"1385",23,"NPL",17,0.2,1.022,"EPA",0.8027613,"NRS_MT-10330","Other",45.30787,-109.5258
"1386",25,"NPL",22,1,1.022,"EPA",0.9447853,"NRS_MT-10330","Other",45.30787,-109.5258
"1387",33,"NPL",27,0.9062897,1.022,"EPA",0.9267327,"NRS_MT-10330","Other",45.30787,-109.5258
"1388",27,"NPL",17,0.1333333,1.022,"EPA",0.9556377,"NRS_MT-10333","Other",46.32795,-110.6049
"1389",43,"NPL",21,0.3749953,1.022,"EPA",0.88117,"NRS_MT-10333","Other",46.32795,-110.6049
"1390",28,"NPL",17,0.2333178,1.022,"EPA",0.8586066,"NRS_MT-10334","Other",48.18045,-109.5509
"1391",19,"NPL",17,0.4332756,1.022,"EPA",0.7642726,"NRS_MT-10339","Other",45.00148,-107.6834
"1392",23,"NPL",22,0.25,1.022,"EPA",0.8529412,"NRS_MT-10339","Other",45.00148,-107.6834
"1393",33,"NPL",21,0.08850027,1.022,"EPA",0.8238636,"NRS_MT-10353","Agriculture",46.59423,-111.0444
"1394",39,"NPL",27,0.125,1.022,"EPA",0.7927063,"NRS_MT-10353","Agriculture",46.59422,-111.0444
"1395",22,"WMT",21,0.04170003,1.022,"EPA",0.96,"NRS_MT-10354","Other",44.89928,-112.2601
"1396",22,"WMT",27,0.04166667,1.022,"EPA",0.9642857,"NRS_MT-10354","Other",44.89928,-112.2601
"1397",28,"WMT",21,0.1641012,1.022,"EPA",0.75,"NRS_MT-10356","Forest_Wetland",45.80915,-112.3638
"1398",33,"NPL",22,0.4792026,1.022,"EPA",0.9554264,"NRS_MT-10358","Other",46.70854,-104.234
"1399",29,"NPL",27,0.08333333,1.022,"EPA",0.8951175,"NRS_MT-10358","Other",46.70854,-104.234
"1400",28,"NPL",22,0.03129998,1.022,"EPA",0.9426386,"NRS_MT-10359","Other",48.44817,-109.7563
"1401",28,"NPL",22,0.3333,1.022,"EPA",0.915547,"NRS_MT-10361","Other",45.3917,-109.6788
"1402",38,"NPL",21,0.625,1.022,"EPA",0.8856089,"NRS_MT-10363","Other",47.74657,-112.3342
"1403",20,"WMT",22,0.5,0.836,"EPA",0.8604651,"NRS_MT-10364","Forest_Wetland",47.57668,-113.8351
"1404",24,"NPL",22,0.4167014,1.022,"EPA",0.9553903,"NRS_MT-10365","Other",45.93953,-110.5225
"1405",29,"NPL",27,0.1458342,1.022,"EPA",0.8886926,"NRS_MT-10365","Other",45.93954,-110.5225
"1406",11,"NPL",22,0.1350001,1.022,"EPA",0.5950266,"NRS_MT-10367","Other",48.04251,-104.7702
"1407",15,"NPL",27,0.4166667,1.022,"EPA",0.7302405,"NRS_MT-10367","Other",48.04251,-104.7702
"1408",28,"WMT",22,0.25,1.022,"EPA",0.9558304,"NRS_MT-10368","Other",46.87538,-113.9796
"1409",21,"NPL",22,1,1.022,"EPA",0.9481268,"NRS_MT-10378","Other",48.00022,-109.0304
"1410",39,"NPL",27,1,1.022,"EPA",0.8950382,"NRS_MT-10379","Other",48.36584,-108.1537
"1411",12,"NPL",21,0.6875215,1.022,"EPA",0.8913043,"NRS_MT-10389","Other",48.22178,-105.1217
"1412",30,"NPL",26,1,1.022,"EPA",0.8913738,"NRS_MT-10389","Other",48.22178,-105.1217
"1413",25,"NPL",22,0.7500188,1.022,"EPA",0.9945652,"NRS_MT-10396","Agriculture",48.69315,-112.5083
"1414",28,"NPL",21,0.07290011,1.022,"EPA",0.8892857,"NRS_MT-10398","Other",46.60899,-111.0762
"1415",21,"NPL",27,0.09374971,1.022,"EPA",0.9657658,"NRS_MT-10398","Other",46.60898,-111.0762
"1416",40,"WMT",22,0.04170003,1.022,"EPA",0.9145631,"NRS_MT-10399","Other",45.60843,-113.462
"1417",27,"WMT",27,0.1875012,1.022,"EPA",0.8477876,"NRS_MT-10399","Other",45.60843,-113.462
"1418",26,"NPL",21,0.09379983,1.022,"EPA",0.6725664,"NRS_MT-10405","Other",46.84538,-111.1383
"1419",24,"NPL",27,0.1093745,1.022,"EPA",0.6908023,"NRS_MT-10405","Other",46.84538,-111.1383
"1420",26,"WMT",21,0.0625,1.022,"EPA",0.765233,"NRS_MT-10407","Other",45.99369,-113.0349
"1421",27,"WMT",27,0.203124,1.022,"EPA",0.849162,"NRS_MT-10407","Other",45.99369,-113.0349
"1422",27,"WMT",21,1,1.022,"EPA",0.8688525,"NRS_MT-10410","Forest_Wetland",48.94596,-114.0254
"1423",22,"WMT",22,0.8749672,1.022,"EPA",0.9183673,"NRS_MT-10434","Forest_Wetland",46.40587,-112.3704
"1424",25,"WMT",27,0.25,1.022,"EPA",0.8445596,"NRS_MT-10434","Forest_Wetland",46.40586,-112.3704
"1425",22,"XER",22,0.25,1.022,"EPA",0.8579655,"NRS_MT-10435","Other",45.01191,-109.0605
"1426",19,"NPL",22,0.03720003,1.022,"EPA",0.9570312,"NRS_MT-10436","Other",45.19492,-107.7614
"1427",38,"NPL",21,0.1458002,1.022,"EPA",0.8613861,"NRS_MT-10437","Other",46.07532,-110.0509
"1428",29,"NPL",27,0.125,1.022,"EPA",0.9613153,"NRS_MT-10437","Other",46.07532,-110.0509
"1429",29,"NPL",22,0.1189995,1.022,"EPA",0.9400387,"NRS_MT-10439","Other",48.15279,-109.8484
"1430",22,"WMT",22,0.3749953,0.929,"EPA",0.7789855,"NRS_MT-10442","Forest_Wetland",48.60301,-113.8529
"1431",28,"WMT",27,1,1.022,"EPA",0.8470588,"NRS_MT-10442","Forest_Wetland",48.603,-113.8529
"1432",21,"WMT",22,1,1.022,"EPA",0.8485401,"NRS_MT-10447","Forest_Wetland",48.78631,-115.995
"1433",33,"WMT",27,0.4375027,1.022,"EPA",0.8079848,"NRS_MT-10447","Forest_Wetland",48.78631,-115.995
"1434",29,"WMT",22,0.3133028,1.022,"EPA",0.9425287,"NRS_MT-10450","Forest_Wetland",46.94766,-112.3603
"1435",23,"NPL",22,0.02600003,1.022,"EPA",0.7736944,"NRS_MT-10464","Other",47.25983,-110.846
"1436",29,"WMT",22,0.25,1.022,"EPA",0.9490196,"NRS_MT-10466","Forest_Wetland",45.64859,-114.3548
"1437",33,"NPL",22,0.625,1.022,"EPA",0.9729207,"NRS_MT-10471","Other",48.43206,-113.1133
"1438",27,"NPL",22,0.1042003,1.022,"EPA",0.8018018,"NRS_MT-10473","Other",47.06133,-110.2411
"1439",17,"NPL",22,0.5208062,1.022,"EPA",0.9077491,"NRS_MT-10475","Forest_Wetland",48.18282,-104.6439
"1440",19,"WMT",22,0.0625,1.022,"EPA",0.9751773,"NRS_MT-10476","Other",46.07445,-114.0615
"1441",23,"NPL",22,0.125,1.022,"EPA",0.9021352,"NRS_MT-10477","Other",45.77456,-108.2987
"1442",28,"WMT",22,1,1.022,"EPA",0.9019964,"NRS_MT-10478","Forest_Wetland",48.86863,-113.5235
"1443",33,"NPL",22,0.07290011,1.022,"EPA",0.9381044,"NRS_MT-10481","Other",48.13208,-105.716
"1444",31,"WMT",22,0.1667,1.022,"EPA",0.9857904,"NRS_MT-10490","Other",44.96752,-111.979
"1445",26,"WMT",27,0.04166667,1.022,"EPA",0.7759563,"NRS_MT-10503","Urban",45.26465,-111.3107
"1446",28,"NPL",27,0.25,1.022,"EPA",0.9725777,"NRS_MT-10508","Other",45.79139,-110.5031
"1447",31,"NPL",27,1,1.022,"EPA",0.9485816,"NRS_MT-10517","Forest_Wetland",45.80669,-110.7093
"1448",25,"WMT",27,0.2916642,1.022,"EPA",0.8466135,"NRS_MT-10518","Forest_Wetland",47.64576,-115.661
"1449",25,"WMT",27,0.2083333,1.022,"EPA",0.8463035,"NRS_MT-10520","Forest_Wetland",46.36332,-113.9303
"1450",33,"WMT",27,1,1.022,"EPA",0.8933333,"NRS_MT-10522","Forest_Wetland",48.17418,-113.8791
"1451",21,"XER",27,1,1.022,"EPA",0.8440367,"NRS_MT-10524","Agriculture",45.07211,-109.0366
"1452",25,"NPL",27,0.3125,1.022,"EPA",0.9210054,"NRS_MT-10544","Other",47.0678,-104.1519
"1453",16,"NPL",27,0.1406252,1.022,"EPA",0.9708171,"NRS_MT-10547","Other",45.54932,-109.2431
"1454",17,"NPL",27,0.203124,1.022,"EPA",0.9695238,"NRS_MT-10548","Other",48.8795,-104.9229
"1455",23,"NPL",27,0.25,1.022,"EPA",0.8992248,"NRS_MT-10558","Other",47.29046,-110.9028
"1456",37,"SAP",12,0.667,1.022,"EPA",0.9808429,"NRS_NC-10013","Forest_Wetland",36.11175,-81.51043
"1457",47,"SAP",17,0.853971,1.022,"EPA",0.7057522,"NRS_NC-10013","Forest_Wetland",36.11188,-81.51025
"1458",28,"SAP",12,0.167,1.022,"EPA",0.9815574,"NRS_NC-10014","Agriculture",35.87602,-80.36011
"1459",43,"SAP",17,1,1.022,"EPA",0.8502674,"NRS_NC-10014","Agriculture",35.87616,-80.35989
"1460",38,"SAP",12,1,1.022,"EPA",0.9400279,"NRS_NC-10020","Forest_Wetland",35.64366,-81.7449
"1461",25,"SAP",12,1,1.022,"EPA",0.9628099,"NRS_NC-10023","Forest_Wetland",35.68209,-82.77912
"1462",19,"CPL",12,0.233,1.022,"EPA",0.9731286,"NRS_NC-10024","Agriculture",35.38537,-77.75414
"1463",16,"CPL",17,0.125,1.022,"EPA",0.7961336,"NRS_NC-10024","Agriculture",35.38553,-77.75384
"1464",44,"SAP",12,1,1.022,"EPA",0.9353147,"NRS_NC-10027","Forest_Wetland",35.02458,-83.69689
"1465",41,"SAP",17,0.8333333,1.022,"EPA",0.6316726,"NRS_NC-10027","Forest_Wetland",35.02467,-83.69678
"1466",29,"SAP",12,1,1.022,"EPA",0.8614958,"NRS_NC-10029","Forest_Wetland",35.16104,-80.65689
"1467",27,"SAP",12,0.533,1.022,"EPA",0.9960861,"NRS_NC-10034","Forest_Wetland",36.09905,-82.04513
"1468",49,"SAP",17,0.9165903,1.022,"EPA",0.7859712,"NRS_NC-10034","Forest_Wetland",36.09917,-82.04497
"1469",32,"SAP",17,0.4166667,1.022,"EPA",0.8415214,"NRS_NC-10041","Forest_Wetland",35.04365,-80.46558
"1470",39,"SAP",27,1,1.022,"EPA",0.8880407,"NRS_NC-10041","Forest_Wetland",35.04365,-80.46558
"1471",18,"CPL",17,0.7142857,1.022,"EPA",0.4831461,"NRS_NC-10049","Forest_Wetland",34.58249,-77.96322
"1472",29,"CPL",21,1,1.022,"EPA",0.3892216,"NRS_NC-10049","Forest_Wetland",34.58249,-77.96322
"1473",42,"SAP",27,NA,1.022,"EPA",0.9027553,"NRS_NC-10052","Forest_Wetland",35.06057,-84.02452
"1474",18,"CPL",17,1,1.022,"EPA",0.9117647,"NRS_NC-10072","Forest_Wetland",35.32025,-77.02919
"1475",29,"SAP",21,0.4167014,1.022,"EPA",0.812616,"NRS_NC-10084","Agriculture",35.67728,-78.15344
"1476",33,"SAP",26,NA,1.022,"EPA",0.8360996,"NRS_NC-10084","Agriculture",35.67728,-78.15344
"1477",16,"SAP",17,1,0.651,"EPA",0.596577,"NRS_NC-10088","Forest_Wetland",35.15304,-80.60443
"1478",38,"SAP",17,0.5834306,1.022,"EPA",0.6635161,"NRS_NC-10091","Forest_Wetland",35.8788,-82.0796
"1479",35,"SAP",21,0.5468964,1.022,"EPA",0.8638838,"NRS_NC-10091","Forest_Wetland",35.8788,-82.0796
"1480",42,"SAP",27,0.5,1.022,"EPA",0.922449,"NRS_NC-10091","Forest_Wetland",35.8788,-82.0796
"1481",22,"SAP",17,0.625,1.022,"EPA",0.6346154,"NRS_NC-10094","Agriculture",35.97524,-80.3429
"1482",27,"SAP",17,0.2604167,1.022,"EPA",0.823301,"NRS_NC-10104","Forest_Wetland",35.52102,-80.82677
"1483",24,"SAP",17,1,0.651,"EPA",0.55,"NRS_NC-10105","Urban",35.94539,-78.84513
"1484",54,"SAP",17,0.8438819,1.022,"EPA",0.8496994,"NRS_NC-10107","Forest_Wetland",36.22364,-78.14355
"1485",33,"SAP",17,1,1.022,"EPA",0.7678161,"NRS_NC-10113","Forest_Wetland",35.95161,-79.59087
"1486",38,"SAP",17,0.3125,1.022,"EPA",0.8164852,"NRS_NC-10114","Forest_Wetland",35.99602,-79.48812
"1487",46,"SAP",21,1,1.022,"EPA",0.8683386,"NRS_NC-10122","Forest_Wetland",36.2739,-81.87096
"1488",29,"SAP",26,NA,1.022,"EPA",0.8691983,"NRS_NC-10122","Forest_Wetland",36.2739,-81.87096
"1489",25,"SAP",21,0.6198091,1.022,"EPA",0.9450549,"NRS_NC-10123","Forest_Wetland",35.63323,-79.53602
"1490",33,"SAP",27,NA,1.022,"EPA",0.7969095,"NRS_NC-10123","Forest_Wetland",35.63323,-79.53602
"1491",29,"SAP",21,0.8333333,1.022,"EPA",0.7810078,"NRS_NC-10133","Forest_Wetland",35.73299,-78.97088
"1492",34,"SAP",21,1,1.022,"EPA",0.8377897,"NRS_NC-10136","Forest_Wetland",35.35514,-83.02467
"1493",29,"SAP",27,0.6700168,1.022,"EPA",0.7855787,"NRS_NC-10136","Forest_Wetland",35.35514,-83.02466
"1494",40,"SAP",21,0.3646042,1.022,"EPA",0.8158379,"NRS_NC-10138","Forest_Wetland",35.3521,-81.32958
"1495",26,"SAP",21,0.9583134,1.022,"EPA",0.9541985,"NRS_NC-10142","Forest_Wetland",36.25938,-77.88205
"1496",26,"CPL",21,0.1189995,1.022,"EPA",0.8446602,"NRS_NC-10143","Forest_Wetland",34.74249,-77.02224
"1497",22,"SAP",26,NA,1.022,"EPA",0.914,"NRS_NC-10150","Forest_Wetland",35.84308,-81.96907
"1498",16,"CPL",27,NA,1.022,"EPA",0.9349112,"NRS_NC-10226","Forest_Wetland",35.58887,-77.41272
"1499",21,"CPL",27,NA,1.022,"EPA",0.7060519,"NRS_NC-10270","Agriculture",35.35453,-79.05785
"1500",38,"CPL",27,NA,0.743,"EPA",0.622,"NRS_NC-10277","Forest_Wetland",36.07263,-77.86767
"1501",34,"CPL",27,NA,0.929,"EPA",0.7122153,"NRS_NC-10349","Forest_Wetland",35.98341,-77.86095
"1502",31,"SAP",27,NA,0.929,"EPA",0.9090909,"NRS_NC-10457","Forest_Wetland",35.99664,-80.33684
"1503",35,"SAP",26,0.8749672,1.022,"EPA",0.9580292,"NRS_NC-10458","Forest_Wetland",35.45111,-83.0675
"1504",32,"SAP",26,0.2916642,1.022,"EPA",0.9641434,"NRS_NC-10459","Forest_Wetland",35.47361,-83.7228
"1505",19,"TPL",8,0.125,1.022,"EPA",0.8404669,"NRS_ND-10005","Forest_Wetland",48.92109,-98.07447
"1506",28,"TPL",16,0.30003,1.022,"EPA",0.7189189,"NRS_ND-10005","Forest_Wetland",48.92109,-98.07485
"1507",30,"TPL",16,1,1.022,"EPA",0.6981132,"NRS_ND-10006","Agriculture",47.45974,-96.87662
"1508",24,"NPL",8,0.2333,1.022,"EPA",0.6474227,"NRS_ND-10007","Other",46.03088,-101.6167
"1509",21,"NPL",16,0.2666667,1.022,"EPA",0.8735632,"NRS_ND-10007","Other",46.03088,-101.6171
"1510",31,"NPL",8,0.1833,1.022,"EPA",0.3705502,"NRS_ND-10008","Other",46.58915,-101.7328
